,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,21785.00000,15467.00000,6318.00000,790.00000,3542.00000,4332.00000,1986.00000,247.00000,2236.00000,-66.00000,2302.00000,2302.00000,-63.00000,2125.00000,2722.00000,1986.00000,1096.00000,1101.00000,1.92000,1.93000
2022-09-30,19084.00000,14371.00000,4713.00000,686.00000,2868.00000,3554.00000,1159.00000,-1214.00000,-55.00000,21.00000,-76.00000,-76.00000,-85.00000,-238.00000,1803.00000,1159.00000,1095.00000,1095.00000,-0.21000,-0.21000
2022-06-30,18646.00000,13244.00000,5402.00000,696.00000,2720.00000,3416.00000,1986.00000,-2230.00000,-244.00000,317.00000,-561.00000,-561.00000,-210.00000,-857.00000,2665.00000,1986.00000,1099.00000,1099.00000,-0.78000,-0.78000
2022-03-31,17040.00000,12453.00000,4587.00000,641.00000,3651.00000,4292.00000,295.00000,-819.00000,-525.00000,204.00000,-729.00000,-729.00000,-286.00000,-1094.00000,1780.00000,295.00000,1100.00000,1100.00000,-0.99000,-0.99000
2021-12-31,20303.00000,14339.00000,5964.00000,705.00000,3214.00000,3919.00000,2045.00000,-5513.00000,-3468.00000,36.00000,-3504.00000,-3504.00000,-339.00000,-3900.00000,2804.00000,2045.00000,1098.00000,1098.00000,-3.56000,-3.54000
2021-09-30,18569.00000,13402.00000,5167.00000,627.00000,2745.00000,3372.00000,1795.00000,-1212.00000,584.00000,2.00000,582.00000,582.00000,602.00000,1205.00000,2521.00000,1795.00000,1098.00000,1105.00000,1.09000,1.08000
2021-06-30,18253.00000,13618.00000,4635.00000,604.00000,2863.00000,3467.00000,1168.00000,-2204.00000,-1037.00000,-466.00000,-571.00000,-571.00000,-564.00000,-1188.00000,1939.00000,1168.00000,1097.00000,1097.00000,-1.08000,-1.08000
2021-03-31,17071.00000,12537.00000,4534.00000,561.00000,2894.00000,3455.00000,1079.00000,-840.00000,238.00000,142.00000,96.00000,97.00000,-2894.00000,-2874.00000,1832.00000,1079.00000,1096.00000,1101.00000,-2.61000,-2.62000
2020-12-31,21009.00000,15770.00000,5239.00000,636.00000,3169.00000,3805.00000,1434.00000,1146.00000,2580.00000,102.00000,2478.00000,2478.00000,161.00000,2443.00000,2198.00000,1434.00000,1094.00000,1095.00000,2.20000,2.20000
2020-09-30,18529.00000,14041.00000,4488.00000,595.00000,3240.00000,3835.00000,653.00000,-2272.00000,-1620.00000,-483.00000,-1137.00000,-1137.00000,-58.00000,-1190.00000,1815.00000,653.00000,1095.00000,1095.00000,-1.09000,-1.09000
2020-06-30,16805.00000,13633.00000,3172.00000,611.00000,3133.00000,4621.00000,-1449.00000,150.00000,-1298.00000,-160.00000,-1138.00000,-1138.00000,-993.00000,-2179.00000,-690.00000,-1449.00000,1093.75000,1093.75000,-2.08000,-2.08000
2020-03-31,19490.00000,14427.00000,5063.00000,723.00000,3086.00000,3809.00000,1254.00000,5054.00000,6308.00000,54.00000,6254.00000,6254.00000,-21.00000,6156.00000,2033.00000,1254.00000,1092.75000,1093.62500,5.60000,5.60000
2019-12-31,21245.00000,13904.00000,7341.00000,,3525.00000,6645.00000,696.00000,-326.00000,369.00000,552.00000,-183.00000,-184.00000,905.00000,538.00000,48.00000,696.00000,1091.00000,1091.00000,0.45000,-6.91000
2019-09-30,23360.00000,17328.00000,6032.00000,,3392.00000,4132.00000,1900.00000,-3149.00000,-1249.00000,41.00000,-1290.00000,-1290.00000,-8093.00000,-9465.00000,3400.00000,1900.00000,1091.25000,1091.25000,-8.64000,-1.20000
2019-06-30,23414.00000,17412.00000,6002.00000,,3591.00000,4335.00000,1667.00000,-1964.00000,-296.00000,-181.00000,-115.00000,-115.00000,219.00000,-61.00000,2994.00000,1667.00000,1090.50000,1090.50000,-0.08000,-0.08000
2019-03-31,22202.00000,16208.00000,5994.00000,,3474.00000,3474.00000,2520.00000,-1398.00000,1122.00000,140.00000,982.00000,983.00000,2663.00000,3549.00000,3882.00000,2520.00000,1088.87500,1088.87500,3.28000,3.20000
2018-12-31,16670.00000,8896.00000,7774.00000,,2251.00000,5829.00000,1945.00000,-1482.00000,462.00000,-413.00000,875.00000,874.00000,-14.00000,575.00000,3430.00000,1945.00000,1086.37500,1086.37500,0.56000,0.56000
2018-09-30,23392.00000,17847.00000,5545.00000,,4185.00000,26158.00000,-20613.00000,-2349.00000,-22962.00000,52.00000,-23014.00000,-23014.00000,155.00000,-22808.00000,-19305.00000,-20613.00000,1086.75000,1086.75000,-20.96000,-20.96000
2018-06-30,29162.00000,21749.00000,7413.00000,,4412.00000,4412.00000,3001.00000,-1764.00000,1236.00000,504.00000,732.00000,732.00000,-63.00000,615.00000,4916.00000,3001.00000,1086.00000,1087.37500,0.56000,0.56000
2018-03-31,27788.00000,20911.00000,6877.00000,,4209.00000,4209.00000,2668.00000,-2393.00000,277.00000,-50.00000,327.00000,328.00000,-1441.00000,-1184.00000,4542.00000,2668.00000,1085.37500,1087.00000,-1.12000,-1.12000
2017-12-31,12639.00000,10069.00000,2570.00000,,1553.00000,3156.00000,-586.00000,-12579.00000,-13165.00000,-2114.00000,-11051.00000,-11049.00000,179.00000,-11002.00000,180.00000,-586.00000,1085.87500,1085.87500,-10.16000,-10.16000
2017-09-30,30662.00000,23671.00000,6991.00000,,5002.00000,5949.00000,1042.00000,-295.00000,746.00000,-551.00000,1297.00000,1297.00000,-106.00000,1324.00000,3069.00000,1042.00000,1083.12500,1091.50000,1.20000,1.20000
2017-06-30,29097.00000,21623.00000,7474.00000,,4285.00000,4285.00000,3189.00000,-2062.00000,1127.00000,-38.00000,1165.00000,1164.00000,-146.00000,875.00000,4858.00000,3189.00000,1083.87500,1095.00000,0.80000,0.80000
2017-03-31,26881.00000,20230.00000,6651.00000,,4477.00000,4477.00000,2174.00000,-2227.00000,-53.00000,-105.00000,52.00000,52.00000,-239.00000,-117.00000,3906.00000,2174.00000,1089.25000,1101.37500,-0.08000,-0.08000
2016-12-31,28864.00000,23942.00000,4922.00000,,4104.00000,4104.00000,818.00000,78.00000,895.00000,-1435.00000,2330.00000,2331.00000,,2156.00000,4247.00000,818.00000,1128.12500,1141.25000,2.00000,1.92000
2016-09-30,29266.00000,20966.00000,8300.00000,,4581.00000,4581.00000,3719.00000,-1645.00000,2074.00000,18.00000,2056.00000,2056.00000,-105.00000,1994.00000,4855.00000,3719.00000,1113.00000,1127.00000,1.76000,1.76000
2016-06-30,33494.00000,22383.00000,11111.00000,,5186.00000,5186.00000,5925.00000,-2102.00000,3824.00000,461.00000,3363.00000,3363.00000,-541.00000,2756.00000,7220.00000,5925.00000,1134.87500,1148.37500,2.40000,2.40000
2016-03-31,27845.00000,20361.00000,7484.00000,,4867.00000,4867.00000,2617.00000,-2378.00000,238.00000,-177.00000,415.00000,415.00000,-308.00000,-61.00000,3827.00000,2617.00000,1161.00000,1172.87500,-0.08000,-0.08000
2015-12-31,33892.00000,23584.00000,10308.00000,,6507.00000,6507.00000,3801.00000,-572.00000,1903.00000,742.00000,1161.00000,2645.00000,3758.00000,6283.00000,5094.00000,3801.00000,1218.12500,1227.62500,5.12000,5.12000
2015-09-30,28028.00000,19855.00000,8173.00000,,4553.00000,4553.00000,3620.00000,-1570.00000,2050.00000,135.00000,1915.00000,1915.00000,629.00000,2506.00000,4885.00000,3620.00000,1262.87500,1271.62500,2.00000,2.00000
2015-06-30,29226.00000,20572.00000,8654.00000,,4672.00000,4672.00000,3982.00000,-1370.00000,2612.00000,799.00000,1813.00000,1813.00000,-2947.00000,-1360.00000,5170.00000,3982.00000,1260.87500,1269.75000,-1.04000,-1.04000
2015-03-31,26239.00000,18682.00000,7557.00000,,4706.00000,4706.00000,2851.00000,-1231.00000,1621.00000,6294.00000,-4673.00000,-4673.00000,-8936.00000,-13573.00000,3952.00000,2851.00000,1258.37500,1258.37500,-10.80000,-10.80000
2014-12-31,19269.00000,25436.00000,-6167.00000,,-2590.00000,-2590.00000,-3577.00000,4242.00000,664.00000,-439.00000,1103.00000,1103.00000,4236.00000,5152.00000,-2444.00000,-3577.00000,1255.62500,1265.37500,4.08000,4.00000
2014-09-30,32107.00000,19740.00000,12367.00000,,6318.00000,6318.00000,6049.00000,-2845.00000,3204.00000,401.00000,2803.00000,2803.00000,706.00000,3537.00000,7474.00000,6049.00000,1254.87500,1264.87500,2.80000,2.80000
2014-06-30,32260.00000,20006.00000,12254.00000,,6273.00000,6273.00000,5981.00000,-2905.00000,3076.00000,192.00000,2884.00000,2884.00000,661.00000,3545.00000,6187.00000,5981.00000,1253.87500,1263.75000,2.80000,2.80000
2014-03-31,33548.00000,18522.00000,15026.00000,,7962.00000,7962.00000,7064.00000,-3745.00000,3319.00000,619.00000,2700.00000,2700.00000,252.00000,2999.00000,9253.00000,7064.00000,1255.62500,1265.37500,2.40000,2.40000
2013-12-31,7582.00000,24580.00000,-16998.00000,,-7211.00000,-7211.00000,-9787.00000,7395.00000,-2392.00000,53.00000,-2445.00000,-2445.00000,5810.00000,3206.00000,-11737.00000,-9787.00000,1277.75000,1286.12500,2.64000,2.56000
2013-09-30,35661.00000,19455.00000,16206.00000,,8680.00000,8680.00000,7526.00000,-3906.00000,3620.00000,348.00000,3272.00000,3272.00000,-91.00000,3191.00000,10103.00000,7526.00000,1268.87500,1277.87500,2.48000,2.48000
2013-06-30,35059.00000,18491.00000,16568.00000,,8538.00000,8538.00000,8030.00000,-4297.00000,3733.00000,310.00000,3423.00000,3423.00000,-124.00000,3133.00000,10296.00000,8030.00000,1282.87500,1291.00000,2.40000,2.40000
2013-03-31,34943.00000,17315.00000,17628.00000,,8766.00000,8766.00000,8862.00000,-4723.00000,4139.00000,508.00000,3631.00000,3631.00000,-120.00000,3527.00000,11171.00000,8862.00000,1296.75000,1304.12500,2.72000,2.72000
2012-12-31,38953.00000,18733.00000,20220.00000,,10292.00000,10292.00000,9928.00000,-4692.00000,5236.00000,816.00000,4420.00000,4420.00000,-274.00000,4011.00000,12421.00000,9928.00000,1315.37500,1320.50000,3.04000,3.04000
2012-09-30,36254.00000,18509.00000,17745.00000,,8871.00000,8871.00000,8874.00000,-4850.00000,4024.00000,557.00000,3467.00000,3467.00000,41.00000,3491.00000,11161.00000,8874.00000,1315.37500,1321.00000,2.64000,2.64000
2012-06-30,36397.00000,19199.00000,17198.00000,,8404.00000,8404.00000,8794.00000,-4607.00000,4187.00000,496.00000,3691.00000,3691.00000,-553.00000,3105.00000,10986.00000,8794.00000,1321.75000,1326.37500,2.32000,2.32000
2012-03-31,35080.00000,17869.00000,17211.00000,,8330.00000,8330.00000,8881.00000,-4947.00000,3934.00000,665.00000,3269.00000,3269.00000,-197.00000,3034.00000,11101.00000,8881.00000,1322.62500,1326.37500,2.32000,2.32000
2011-12-31,37226.00000,17386.00000,19840.00000,,10545.00000,10545.00000,9295.00000,-4873.00000,4422.00000,474.00000,3948.00000,3948.00000,-135.00000,3730.00000,11337.00000,9295.00000,1323.87500,1327.50000,2.80000,2.80000
2011-09-30,35364.00000,16759.00000,18605.00000,,9427.00000,9427.00000,9178.00000,-5411.00000,3767.00000,437.00000,3330.00000,3330.00000,-65.00000,2343.00000,11528.00000,9178.00000,1322.50000,1325.87500,1.76000,1.76000
2011-06-30,35623.00000,17417.00000,18206.00000,,8362.00000,8362.00000,9844.00000,-5308.00000,4536.00000,892.00000,3644.00000,3644.00000,194.00000,3689.00000,12146.00000,9844.00000,1325.50000,1329.87500,2.80000,2.80000
2011-03-31,38329.00000,16716.00000,21613.00000,,8507.00000,8507.00000,13106.00000,-5672.00000,7434.00000,3942.00000,3492.00000,3492.00000,35.00000,3358.00000,15398.00000,13106.00000,1326.37500,1330.12500,2.56000,2.48000
2010-12-31,41062.00000,20379.00000,20683.00000,,11256.00000,11256.00000,9427.00000,-5802.00000,3625.00000,-589.00000,4214.00000,4214.00000,550.00000,4460.00000,11764.00000,9427.00000,1332.62500,1334.75000,3.44000,3.44000
2010-09-30,35373.00000,16627.00000,18746.00000,,8963.00000,8963.00000,9783.00000,-6200.00000,3583.00000,319.00000,3264.00000,3264.00000,-1052.00000,1980.00000,12394.00000,9783.00000,1334.25000,1336.37500,1.44000,1.44000
2010-06-30,36928.00000,17195.00000,19733.00000,,8886.00000,8886.00000,10847.00000,-6675.00000,4172.00000,866.00000,3306.00000,3306.00000,-101.00000,3034.00000,13220.00000,10847.00000,1335.62500,1337.75000,2.24000,2.24000
2010-03-31,36204.00000,17512.00000,18692.00000,,8928.00000,8928.00000,9764.00000,-6957.00000,2807.00000,443.00000,2364.00000,2364.00000,-366.00000,1870.00000,12229.00000,9764.00000,1333.87500,1335.87500,1.36000,1.36000
2009-12-31,39093.00000,20503.00000,18590.00000,,9730.00000,9730.00000,8860.00000,-6719.00000,2141.00000,-576.00000,2717.00000,2717.00000,394.00000,2938.00000,11584.00000,8860.00000,1326.75000,1326.87500,2.16000,2.16000
2009-09-30,37799.00000,18548.00000,19251.00000,,9354.00000,9354.00000,9897.00000,-7922.00000,1975.00000,-484.00000,2459.00000,2459.00000,40.00000,2419.00000,12555.00000,9897.00000,1329.75000,1329.75000,1.84000,1.84000
2009-06-30,39108.00000,18804.00000,20304.00000,,8933.00000,8933.00000,11371.00000,-8249.00000,3122.00000,227.00000,2895.00000,2895.00000,-194.00000,2614.00000,13875.00000,11371.00000,1326.12500,1326.12500,2.00000,2.00000
2009-03-31,38438.00000,18066.00000,20372.00000,,9337.00000,9337.00000,11035.00000,-8409.00000,2626.00000,-309.00000,2935.00000,2935.00000,-21.00000,2754.00000,13766.00000,11035.00000,1320.50000,1320.50000,2.08000,2.08000
