,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2373.00000,1997.00000,376.00000,64.00000,172.00000,7.00000,252.00000,124.00000,-96.00000,28.00000,26.00000,2.00000,2.00000,,1.00000,241.00000,124.00000,123.50000,124.90000,0.07000,0.06000
2022-09-30,2709.00000,2168.00000,541.00000,68.00000,173.00000,-1.00000,214.00000,327.00000,-46.00000,281.00000,-20.00000,301.00000,301.00000,,301.00000,444.00000,327.00000,121.00000,122.30000,2.48000,2.46000
2022-06-30,2784.00000,2114.00000,670.00000,67.00000,185.00000,,237.00000,433.00000,-52.00000,381.00000,124.00000,257.00000,257.00000,,256.00000,555.00000,433.00000,124.80000,126.40000,2.05000,2.03000
2022-03-31,2714.00000,2164.00000,550.00000,65.00000,196.00000,,232.00000,318.00000,-31.00000,287.00000,51.00000,236.00000,236.00000,,235.00000,439.00000,318.00000,129.00000,130.70000,1.82000,1.80000
2021-12-31,2694.00000,2135.00000,559.00000,67.00000,208.00000,11.00000,-21.00000,580.00000,-51.00000,529.00000,149.00000,380.00000,380.00000,,378.00000,702.00000,580.00000,134.90000,137.10000,2.81000,2.76000
2021-09-30,2720.00000,2058.00000,662.00000,66.00000,201.00000,6.00000,232.00000,430.00000,-109.00000,321.00000,-33.00000,354.00000,354.00000,,351.00000,557.00000,430.00000,135.30000,137.00000,2.60000,2.57000
2021-06-30,2653.00000,1972.00000,681.00000,63.00000,202.00000,,243.00000,438.00000,-545.00000,-107.00000,37.00000,-144.00000,-144.00000,,-146.00000,578.00000,438.00000,135.90000,135.90000,-1.07000,-1.07000
2021-03-31,2409.00000,1811.00000,598.00000,58.00000,184.00000,,213.00000,385.00000,-46.00000,339.00000,62.00000,277.00000,277.00000,,274.00000,534.00000,385.00000,136.10000,137.60000,2.01000,1.99000
2020-12-31,2186.00000,1660.00000,526.00000,57.00000,174.00000,2.00000,450.00000,76.00000,-51.00000,25.00000,-9.00000,34.00000,34.00000,,32.00000,221.00000,76.00000,135.50000,136.50000,0.24000,0.23000
2020-09-30,2122.00000,1621.00000,501.00000,56.00000,165.00000,-7.00000,258.00000,243.00000,-53.00000,190.00000,25.00000,165.00000,165.00000,,161.00000,392.00000,243.00000,135.30000,136.30000,1.19000,1.18000
