,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3841.00000,2654.00000,1187.00000,173.00000,392.00000,,685.00000,502.00000,-17.00000,485.00000,87.00000,398.00000,398.00000,-1.00000,397.00000,689.00000,502.00000,317.00000,319.00000,1.25000,1.24000
2022-09-30,4359.00000,3010.00000,1349.00000,179.00000,412.00000,,689.00000,660.00000,-8.00000,652.00000,-56.00000,708.00000,708.00000,,708.00000,848.00000,660.00000,323.00000,325.00000,2.23000,2.21000
2022-06-30,4097.00000,2769.00000,1328.00000,179.00000,393.00000,,609.00000,719.00000,-11.00000,708.00000,116.00000,592.00000,592.00000,2.00000,594.00000,924.00000,719.00000,322.00000,324.00000,1.84000,1.83000
2022-03-31,4007.00000,2670.00000,1337.00000,185.00000,416.00000,,632.00000,705.00000,-9.00000,696.00000,136.00000,560.00000,560.00000,,560.00000,899.00000,705.00000,325.00000,327.00000,1.72000,1.71000
2021-12-31,3818.00000,2588.00000,1230.00000,175.00000,363.00000,,558.00000,672.00000,5.00000,677.00000,110.00000,567.00000,567.00000,-1.00000,566.00000,870.00000,672.00000,327.00000,330.00000,1.73000,1.72000
2021-09-30,3818.00000,2555.00000,1263.00000,173.00000,384.00000,,603.00000,660.00000,-33.00000,627.00000,-167.00000,794.00000,794.00000,,794.00000,839.00000,660.00000,330.00000,333.00000,2.41000,2.40000
2021-06-30,3845.00000,2577.00000,1268.00000,168.00000,366.00000,,554.00000,714.00000,-9.00000,705.00000,124.00000,581.00000,581.00000,-1.00000,580.00000,924.00000,714.00000,330.00000,333.00000,1.76000,1.74000
2021-03-31,3738.00000,2528.00000,1210.00000,174.00000,401.00000,,598.00000,612.00000,-1.00000,611.00000,106.00000,505.00000,505.00000,1.00000,506.00000,805.00000,612.00000,331.00000,334.00000,1.53000,1.51000
2020-12-31,3522.00000,2376.00000,1146.00000,162.00000,361.00000,,698.00000,448.00000,-13.00000,435.00000,60.00000,375.00000,375.00000,6.00000,381.00000,635.00000,448.00000,331.00000,333.00000,1.15000,1.14000
2020-09-30,3261.00000,2292.00000,969.00000,148.00000,352.00000,,622.00000,347.00000,-10.00000,337.00000,109.00000,228.00000,228.00000,2.00000,230.00000,528.00000,347.00000,332.00000,332.00000,0.68000,0.68000
