,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2019-07-31,4005.00000,2449.00000,1556.00000,-1274.00000,1274.00000,282.00000,-11.00000,271.00000,103.00000,168.00000,168.00000,168.00000,422.00000,282.00000,378.00000,379.00000,0.44000,0.44000
2019-04-30,3706.00000,2362.00000,1344.00000,-1028.00000,1028.00000,316.00000,-14.00000,302.00000,75.00000,227.00000,227.00000,227.00000,454.00000,316.00000,379.00000,381.00000,0.60000,0.60000
2019-01-31,4623.00000,2978.00000,1645.00000,-1273.00000,1273.00000,372.00000,-7.00000,365.00000,89.00000,276.00000,276.00000,276.00000,511.00000,372.00000,385.00000,388.00000,0.73000,0.72000
2018-10-31,4089.00000,2466.00000,1623.00000,-1260.00000,1260.00000,363.00000,-13.00000,350.00000,84.00000,266.00000,266.00000,266.00000,492.00000,363.00000,384.00000,387.00000,0.69000,0.69000
2018-07-31,4085.00000,2458.00000,1627.00000,-1229.00000,1229.00000,398.00000,-10.00000,388.00000,91.00000,297.00000,297.00000,297.00000,523.00000,398.00000,387.00000,390.00000,0.77000,0.76000
2018-04-30,3783.00000,2356.00000,1427.00000,-1198.00000,1198.00000,229.00000,-10.00000,219.00000,55.00000,164.00000,164.00000,164.00000,355.00000,229.00000,389.00000,393.00000,0.42000,0.42000
2018-01-31,4778.00000,3019.00000,1759.00000,-1363.00000,1363.00000,396.00000,-13.00000,383.00000,178.00000,205.00000,205.00000,205.00000,523.00000,396.00000,393.00000,396.00000,0.52000,0.52000
2017-10-31,3838.00000,2313.00000,1525.00000,-1147.00000,1147.00000,378.00000,-14.00000,364.00000,135.00000,229.00000,229.00000,229.00000,501.00000,378.00000,391.00000,393.00000,0.59000,0.58000
2017-07-31,3799.00000,2320.00000,1479.00000,-1028.00000,1028.00000,451.00000,-12.00000,439.00000,168.00000,271.00000,271.00000,271.00000,577.00000,451.00000,395.00000,396.00000,0.69000,0.68000
2017-04-30,3440.00000,2137.00000,1303.00000,-1049.00000,1049.00000,254.00000,-16.00000,238.00000,95.00000,143.00000,143.00000,143.00000,377.00000,254.00000,399.00000,400.00000,0.36000,0.36000
2017-01-31,4429.00000,2928.00000,1501.00000,-1200.00000,1200.00000,301.00000,-16.00000,285.00000,65.00000,220.00000,220.00000,220.00000,501.00000,301.00000,399.00000,400.00000,0.55000,0.55000
2016-10-31,3798.00000,2305.00000,1493.00000,-1104.00000,1104.00000,389.00000,-17.00000,372.00000,168.00000,204.00000,204.00000,204.00000,519.00000,389.00000,399.00000,400.00000,0.51000,0.51000
2016-07-31,3851.00000,2414.00000,1437.00000,-1158.00000,1158.00000,279.00000,-16.00000,263.00000,138.00000,125.00000,125.00000,125.00000,419.00000,279.00000,398.00000,399.00000,0.31000,0.31000
2016-04-30,3438.00000,2229.00000,1209.00000,-987.00000,987.00000,222.00000,-18.00000,204.00000,77.00000,127.00000,127.00000,127.00000,354.00000,222.00000,398.00000,399.00000,0.32000,0.32000
2016-01-31,4385.00000,2945.00000,1440.00000,-1085.00000,1085.00000,355.00000,-15.00000,340.00000,126.00000,214.00000,214.00000,214.00000,492.00000,355.00000,411.00000,413.00000,0.53000,0.54000
2015-10-31,3857.00000,2417.00000,1440.00000,-1026.00000,1026.00000,414.00000,-18.00000,396.00000,148.00000,248.00000,248.00000,248.00000,541.00000,414.00000,406.00000,408.00000,0.61000,0.61000
2015-07-31,3898.00000,2440.00000,1458.00000,-1089.00000,1089.00000,369.00000,-16.00000,353.00000,134.00000,219.00000,219.00000,219.00000,499.00000,369.00000,417.00000,418.00000,0.53000,0.52000
2015-04-30,3657.00000,2275.00000,1382.00000,-996.00000,996.00000,386.00000,-4.00000,382.00000,143.00000,239.00000,239.00000,239.00000,519.00000,386.00000,421.00000,424.00000,0.57000,0.56000
2015-01-31,4708.00000,3050.00000,1658.00000,-1139.00000,1139.00000,519.00000,-17.00000,502.00000,183.00000,319.00000,319.00000,319.00000,654.00000,519.00000,435.00000,440.00000,0.75000,0.74000
2014-10-31,3972.00000,2376.00000,1596.00000,-1042.00000,1042.00000,554.00000,-18.00000,536.00000,185.00000,351.00000,351.00000,351.00000,679.00000,554.00000,432.00000,437.00000,0.81000,0.80000
2014-07-31,3981.00000,2412.00000,1569.00000,-1002.00000,1002.00000,567.00000,-18.00000,549.00000,217.00000,332.00000,332.00000,332.00000,689.00000,567.00000,439.00000,443.00000,0.76000,0.75000
2014-04-30,3774.00000,2308.00000,1466.00000,-1023.00000,1023.00000,443.00000,-17.00000,426.00000,166.00000,260.00000,260.00000,260.00000,561.00000,443.00000,445.00000,451.00000,0.58000,0.58000
2014-01-31,4575.00000,2982.00000,1593.00000,-1071.00000,1071.00000,522.00000,-18.00000,504.00000,197.00000,307.00000,307.00000,307.00000,643.00000,522.00000,461.00000,467.00000,0.68000,0.67000
2013-10-31,3976.00000,2387.00000,1589.00000,-1013.00000,1013.00000,576.00000,-20.00000,556.00000,219.00000,337.00000,337.00000,337.00000,690.00000,576.00000,463.00000,468.00000,0.73000,0.72000
2013-07-31,3868.00000,2301.00000,1567.00000,-1046.00000,1046.00000,521.00000,-18.00000,503.00000,200.00000,303.00000,303.00000,303.00000,638.00000,521.00000,468.00000,473.00000,0.65000,0.64000
2013-04-30,3729.00000,2185.00000,1544.00000,-1014.00000,1014.00000,530.00000,,530.00000,197.00000,333.00000,333.00000,333.00000,648.00000,530.00000,464.00000,471.00000,0.72000,0.71000
2013-01-31,4725.00000,2949.00000,1776.00000,-1174.00000,1174.00000,602.00000,-18.00000,584.00000,233.00000,351.00000,351.00000,351.00000,722.00000,602.00000,482.00000,488.00000,0.73000,0.74000
2012-10-31,3864.00000,2271.00000,1593.00000,-1073.00000,1073.00000,520.00000,-21.00000,499.00000,191.00000,308.00000,308.00000,308.00000,638.00000,520.00000,481.00000,488.00000,0.64000,0.63000
2012-07-31,3575.00000,2148.00000,1427.00000,-1002.00000,1002.00000,425.00000,-20.00000,405.00000,162.00000,243.00000,243.00000,243.00000,547.00000,425.00000,486.00000,491.00000,0.50000,0.49000
2012-04-30,3487.00000,2112.00000,1375.00000,-980.00000,980.00000,395.00000,-22.00000,373.00000,140.00000,233.00000,233.00000,233.00000,518.00000,395.00000,489.00000,494.00000,0.48000,0.47000
2012-01-31,4283.00000,2878.00000,1405.00000,-1033.00000,1033.00000,372.00000,-22.00000,350.00000,132.00000,218.00000,218.00000,218.00000,496.00000,372.00000,529.00000,533.00000,0.44000,0.43000
2011-10-31,3585.00000,2271.00000,1314.00000,-968.00000,968.00000,346.00000,-21.00000,325.00000,132.00000,193.00000,193.00000,193.00000,473.00000,346.00000,503.00000,505.00000,0.38000,0.38000
2011-07-31,3386.00000,2135.00000,1251.00000,-917.00000,917.00000,334.00000,-21.00000,313.00000,124.00000,189.00000,189.00000,189.00000,460.00000,334.00000,542.00000,545.00000,0.35000,0.35000
2011-04-30,3295.00000,1991.00000,1304.00000,-918.00000,918.00000,386.00000,-5.00000,381.00000,148.00000,233.00000,233.00000,233.00000,515.00000,386.00000,583.00000,588.00000,0.40000,0.40000
2011-01-31,4364.00000,2695.00000,1669.00000,-1076.00000,1076.00000,593.00000,4.00000,597.00000,232.00000,365.00000,365.00000,365.00000,726.00000,593.00000,636.00000,641.00000,0.59000,0.59000
2010-10-31,3654.00000,2149.00000,1505.00000,-1001.00000,1001.00000,504.00000,-2.00000,502.00000,199.00000,303.00000,303.00000,303.00000,644.00000,504.00000,622.00000,626.00000,0.49000,0.48000
2010-07-31,3317.00000,2003.00000,1314.00000,-917.00000,917.00000,397.00000,1.00000,398.00000,164.00000,234.00000,234.00000,234.00000,539.00000,397.00000,646.00000,651.00000,0.36000,0.36000
2010-04-30,3329.00000,1928.00000,1401.00000,-927.00000,927.00000,474.00000,11.00000,485.00000,183.00000,302.00000,302.00000,302.00000,621.00000,474.00000,668.00000,676.00000,0.45000,0.45000
2010-01-31,4236.00000,2563.00000,1673.00000,-1086.00000,1086.00000,587.00000,,587.00000,235.00000,352.00000,352.00000,352.00000,729.00000,587.00000,694.00000,699.00000,0.51000,0.50000
2009-10-31,3589.00000,2065.00000,1524.00000,-1024.00000,1024.00000,500.00000,,500.00000,193.00000,307.00000,307.00000,307.00000,647.00000,500.00000,698.00000,704.00000,0.44000,0.44000
2009-07-31,3245.00000,1957.00000,1288.00000,-913.00000,913.00000,375.00000,1.00000,376.00000,148.00000,228.00000,228.00000,228.00000,516.00000,375.00000,697.00000,700.00000,0.33000,0.33000
2009-04-30,3127.00000,1888.00000,1239.00000,-886.00000,886.00000,353.00000,,353.00000,138.00000,215.00000,215.00000,215.00000,496.00000,353.00000,695.00000,697.00000,0.31000,0.31000
2009-01-31,4082.00000,2693.00000,1389.00000,-991.00000,991.00000,398.00000,3.00000,401.00000,158.00000,243.00000,243.00000,243.00000,544.00000,398.00000,716.00000,719.00000,0.34000,0.33000
