,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,39813.00000,33575.00000,6238.00000,982.00000,280.00000,1499.00000,4739.00000,-186.00000,4553.00000,984.00000,3569.00000,3569.00000,72.00000,3321.00000,,4739.00000,465.00000,468.00000,7.13000,7.09000
2022-09-30,45787.00000,38821.00000,6966.00000,936.00000,1450.00000,280.00000,6686.00000,-240.00000,6446.00000,1426.00000,5020.00000,5020.00000,,4477.00000,7492.00000,6686.00000,491.00000,494.00000,9.12000,9.06000
2022-06-30,53795.00000,44207.00000,9588.00000,884.00000,443.00000,1260.00000,8328.00000,-312.00000,8016.00000,1799.00000,6217.00000,6217.00000,0.00000,5873.00000,9161.00000,8328.00000,532.00000,536.00000,11.03000,10.95000
2022-03-31,38058.00000,35068.00000,2990.00000,795.00000,326.00000,1274.00000,1716.00000,-262.00000,1454.00000,282.00000,1172.00000,1172.00000,,845.00000,2540.00000,1716.00000,564.00000,568.00000,1.50000,1.49000
2021-12-31,35336.00000,32184.00000,3152.00000,833.00000,272.00000,1374.00000,1778.00000,-430.00000,1348.00000,243.00000,1105.00000,1105.00000,,774.00000,2611.00000,1778.00000,634.00000,638.00000,1.52000,1.52000
2021-09-30,32321.00000,29563.00000,2758.00000,874.00000,292.00000,1418.00000,1340.00000,-328.00000,1012.00000,-18.00000,1030.00000,1030.00000,,694.00000,2194.00000,1340.00000,633.00000,637.00000,1.10000,1.09000
2021-06-30,29615.00000,27177.00000,2438.00000,814.00000,212.00000,1473.00000,965.00000,-372.00000,593.00000,5.00000,588.00000,588.00000,8214.00000,8512.00000,1855.00000,965.00000,650.00000,654.00000,13.09000,13.00000
2021-03-31,22711.00000,21084.00000,1627.00000,737.00000,171.00000,1410.00000,217.00000,-353.00000,-136.00000,34.00000,-170.00000,-170.00000,234.00000,-242.00000,1083.00000,217.00000,651.00000,651.00000,-0.37000,-0.37000
2020-12-31,17972.00000,17216.00000,756.00000,752.00000,1254.00000,366.00000,390.00000,-333.00000,57.00000,-193.00000,250.00000,250.00000,324.00000,285.00000,1259.00000,390.00000,649.00000,649.00000,0.47000,0.47000
2020-09-30,17408.00000,16673.00000,735.00000,851.00000,237.00000,1792.00000,-1057.00000,-359.00000,-1416.00000,-436.00000,-980.00000,-980.00000,371.00000,-886.00000,-208.00000,-1057.00000,650.00000,650.00000,-1.36000,-1.36000
2020-06-30,12195.00000,11502.00000,693.00000,835.00000,1550.00000,118.00000,575.00000,-341.00000,234.00000,150.00000,84.00000,84.00000,192.00000,9.00000,1424.00000,575.00000,650.00000,650.00000,0.01000,0.01000
2020-03-31,22204.00000,20342.00000,1862.00000,940.00000,-12214.00000,14017.00000,-12155.00000,-332.00000,-12487.00000,-1951.00000,-10536.00000,-10536.00000,318.00000,-9234.00000,-11278.00000,-12155.00000,648.00000,648.00000,-14.25000,-14.25000
2019-12-31,21814.00000,19241.00000,2573.00000,738.00000,-1105.00000,2502.00000,71.00000,-289.00000,-218.00000,72.00000,-290.00000,-290.00000,552.00000,443.00000,935.00000,71.00000,659.00000,664.00000,0.67000,0.66000
