,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,408.87000,159.37500,-44.49400,114.88100,6.54700,-319.27400,-223.03100,-12.14400,-465.23500,58.51600,-84.11100,-25.06500,-13.69200,-13.69200,-11.36400,-134.23200,484.09310,-19.92400,464.16910,-332.05400,-332.05400,-0.30900,-67.76300,64.04300,-14.61600,29.48100,-0.30900
2021-12-31,556.56900,94.63000,18.50200,113.13200,-131.86100,-470.99100,297.32300,-32.62800,-258.54500,411.15600,-109.73300,-713.47100,4.96800,4.96800,0.94900,-817.28700,41.53200,33.70500,75.23700,-87.20500,-87.20500,,-91.00200,-102.97000,-507.78900,23.95400,
2020-12-31,347.21800,71.37100,49.22200,120.59300,-55.97600,-77.98300,66.04000,5.89100,18.72200,486.53300,-61.94900,-64.79700,,,2.65100,-124.09500,-4.48100,-20.12600,-24.60700,13.08900,13.08900,,-18.91000,-30.42800,332.24500,20.88200,
2019-12-31,252.30800,65.62100,48.35900,113.98000,8.23100,26.36900,-69.40400,-2.62100,-57.40100,308.88700,-60.70700,-112.00100,,,2.63000,-170.07800,-51.38900,13.82200,-37.56700,9.39500,9.39500,,-13.74600,-41.91800,98.40100,16.69400,
2018-12-31,241.22000,52.15700,41.96900,94.12600,-43.24300,-152.59400,86.35900,-8.23900,-88.11900,247.22700,-47.38700,-65.44000,,,3.93300,-108.89400,-50.40200,26.08500,-24.31700,-20.04200,-20.04200,,-7.67500,-52.03400,86.01000,14.56300,
2017-12-31,159.55700,55.50400,30.11700,85.62100,-32.85700,-22.98600,42.78800,-17.93500,12.14400,257.32200,-33.17900,1.25700,,,3.79400,-28.12800,-114.40600,-12.88300,-127.28900,-23.06100,-23.06100,,-9.79300,-160.14300,71.20000,10.20500,
2016-12-31,97.17800,58.35800,51.44800,109.80600,-21.22300,14.68000,32.90800,-7.51400,34.13800,241.12200,-29.10700,-61.38600,,,-3.04200,-93.53500,-37.62700,0.95700,-36.67000,-148.31400,-148.31400,-0.07600,-10.64500,-195.70500,-48.58500,9.49300,-0.07600
2015-12-31,77.74700,45.76200,83.59900,129.36100,9.61000,9.08400,-27.77100,-4.49600,-18.48900,188.61900,-30.54600,-73.78200,,,,-104.32800,-50.82600,3.23500,-47.59100,-99.94200,-99.94200,-1.43600,-5.51400,-154.48300,-73.90400,8.24100,-1.43600
2014-12-31,174.61300,41.34500,32.93100,74.27600,-2.98800,3.50800,15.26900,-8.51600,4.09700,252.98600,-34.29500,-61.19600,,,,-95.49100,-94.03500,-19.89400,-113.92900,,,-0.90200,-1.19200,-116.02300,39.61400,12.61200,-0.90200
2013-12-31,174.53900,43.92700,111.78600,155.71300,-5.25700,-52.48800,-5.84700,-22.45500,-70.30800,259.94400,-30.69000,-113.85900,,,,-144.54900,298.81600,-2.97500,295.84100,,,-343.42900,-25.81100,-73.39900,42.12400,12.36800,-343.42900
2012-12-31,93.22300,60.00100,87.98200,147.98300,-0.13700,-31.65600,-3.89800,-13.00400,-5.61200,235.59400,-22.30100,-47.04400,,,,-69.34500,280.49000,0.01800,280.50800,,,-404.33200,-27.52800,-151.35200,14.89700,10.78000,-404.33200
2011-12-31,324.64300,58.10900,-219.75500,-161.64600,-22.23500,-11.22400,18.51700,-7.03400,6.71500,169.71200,-12.04600,-83.90700,,,,-95.95300,-59.35500,,-59.35500,0.31000,0.31000,,-0.17100,-59.21600,14.54300,8.64600,
2010-12-31,56.91300,61.87900,11.10400,72.98300,-8.62100,-3.15100,7.89600,1.17700,-15.41500,114.48100,-9.55500,-1.64900,,,,-11.20400,-434.31000,,-434.31000,248.30900,248.30900,,,-186.00100,-82.72400,6.36300,
2009-12-31,43.05500,87.31400,-14.43900,72.87500,11.77900,0.28000,-20.88600,-1.73900,-41.32300,74.60700,-4.45600,,,,0.10500,-4.35100,-9.50000,,-9.50000,,,,19.32200,9.82200,80.07800,0.03800,
