,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-10-31,868.00000,3385.00000,910.00000,4295.00000,508.00000,-713.00000,1707.00000,-2222.00000,-570.00000,4593.00000,-2520.00000,,207.00000,207.00000,226.00000,-2087.00000,-696.00000,100.00000,-596.00000,-512.00000,-512.00000,-627.00000,-61.00000,-1796.00000,431.00000,391.00000,-627.00000
2021-10-31,3427.00000,2597.00000,1217.00000,3814.00000,-756.00000,-1959.00000,1608.00000,-190.00000,-1370.00000,5871.00000,-2148.00000,-505.00000,-45.00000,-45.00000,-98.00000,-2796.00000,-2443.00000,-36.00000,-2479.00000,-213.00000,-213.00000,-643.00000,-29.00000,-3364.00000,-289.00000,382.00000,-643.00000
2020-10-31,-322.00000,3490.00000,1318.00000,4808.00000,-948.00000,-527.00000,-225.00000,-424.00000,-2246.00000,2240.00000,-1680.00000,-866.00000,-53.00000,-53.00000,21.00000,-2578.00000,1908.00000,-9.00000,1899.00000,-355.00000,-355.00000,-625.00000,-36.00000,883.00000,545.00000,274.00000,-625.00000
2019-10-31,1049.00000,2535.00000,2148.00000,4683.00000,-36.00000,46.00000,-525.00000,-127.00000,-1735.00000,3997.00000,-2259.00000,-1526.00000,-13.00000,-13.00000,341.00000,-3457.00000,1314.00000,-53.00000,1261.00000,-2249.00000,-2249.00000,-608.00000,48.00000,-1548.00000,-1008.00000,268.00000,-608.00000
2018-10-31,1908.00000,2664.00000,3231.00000,5895.00000,-586.00000,-260.00000,-27.00000,550.00000,-4839.00000,2964.00000,-1862.00000,-194.00000,65.00000,65.00000,111.00000,-1880.00000,-1681.00000,5.00000,-1676.00000,-3568.00000,-3568.00000,-579.00000,231.00000,-5592.00000,-4508.00000,286.00000,-579.00000
2017-10-31,344.00000,3051.00000,1063.00000,4114.00000,-5.00000,-542.00000,992.00000,-3303.00000,-3123.00000,1335.00000,-2458.00000,-2222.00000,-7.00000,-7.00000,-662.00000,-5349.00000,-1524.00000,18.00000,-1506.00000,-2556.00000,-2556.00000,5080.00000,-854.00000,164.00000,-3850.00000,428.00000,5080.00000
2016-10-31,3161.00000,3775.00000,-1468.00000,2307.00000,690.00000,34.00000,66.00000,-2817.00000,-412.00000,5056.00000,-2830.00000,3320.00000,-71.00000,-71.00000,,419.00000,241.00000,-71.00000,170.00000,-2662.00000,-2662.00000,-373.00000,535.00000,-2330.00000,3145.00000,558.00000,-373.00000
2015-10-31,2461.00000,3947.00000,-520.00000,3427.00000,-384.00000,-424.00000,868.00000,-3243.00000,-2227.00000,3661.00000,-2964.00000,-2504.00000,55.00000,55.00000,,-5413.00000,-194.00000,-39.00000,-233.00000,,,-32.00000,9540.00000,9275.00000,7523.00000,565.00000,-32.00000
2014-10-31,1648.00000,4144.00000,1766.00000,5910.00000,1414.00000,69.00000,611.00000,-3145.00000,-647.00000,6911.00000,-3014.00000,-43.00000,83.00000,83.00000,,-2974.00000,-283.00000,18.00000,-265.00000,,,-37.00000,-3498.00000,-3800.00000,137.00000,427.00000,-37.00000
2013-10-31,2051.00000,4396.00000,1675.00000,6071.00000,1058.00000,-251.00000,472.00000,-1194.00000,617.00000,8739.00000,-2127.00000,-167.00000,67.00000,67.00000,,-2227.00000,-1117.00000,-121.00000,-1238.00000,,,-31.00000,-5195.00000,-6464.00000,48.00000,374.00000,-31.00000
2012-10-31,-14761.00000,21666.00000,2089.00000,23755.00000,26.00000,-39.00000,-669.00000,-1582.00000,-1754.00000,7240.00000,-3042.00000,-31.00000,-86.00000,-86.00000,,-3159.00000,3.00000,-14.00000,-11.00000,,,-19.00000,-4491.00000,-4521.00000,-440.00000,438.00000,-19.00000
