,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,363.13900,234.64300,-12.10600,222.53700,-38.45900,-110.68600,13.42000,-239.96400,342.80600,-79.19000,-185.99500,-15.00000,-15.00000,20.77500,-259.41000,-140.25000,,-140.25000,,,-63.78900,-13.46700,-217.50600,-153.05000,27.22400,-63.78900
2021-12-31,485.37400,241.85500,-166.04700,75.80800,-0.60000,-11.13800,-28.41000,127.34500,652.13900,-71.61800,220.31900,-11.11800,-11.11800,19.15400,156.73700,-634.50000,,-634.50000,11.09700,11.09700,-63.64800,-28.77100,-715.82200,69.20400,22.93700,-63.64800
2020-12-31,335.32400,231.68200,-125.50700,106.17500,44.74800,-5.49700,-4.32300,22.28000,437.14300,-90.69400,-766.43000,,,19.34100,-837.78300,575.00000,,575.00000,,,-63.22100,-56.61600,455.16300,74.79700,20.73900,-63.22100
2019-12-31,461.46600,218.36900,-122.47100,95.89800,-59.79300,-53.17000,-31.02300,-114.49600,437.06800,-88.35000,-3.46200,,,18.33100,-73.48100,-253.50000,,-253.50000,,,-62.82800,-102.50800,-418.83600,-56.07800,26.94000,-62.82800
2018-12-31,200.80200,214.71400,77.29300,292.00700,-23.41200,-37.19800,-10.35100,-44.29700,435.08600,-80.79500,-117.14700,,,1.54800,-196.39400,-93.50000,,-93.50000,22.65500,22.65500,-62.16500,-73.42300,-206.43300,23.60300,22.43800,-62.16500
2017-12-31,152.53000,160.33800,-0.07200,160.26600,-11.03900,-22.36300,0.54700,131.97400,426.30100,-70.90300,-1761.95200,,,,-1832.85500,1223.92400,,1223.92400,,,-61.23700,-21.42800,1141.25900,-210.23100,19.40700,-61.23700
2016-12-31,237.84100,128.34600,39.14000,167.48600,-11.02900,6.40800,-3.61300,18.57400,410.59000,-53.13500,-3.83900,,,,-56.97400,-42.86500,,-42.86500,9.06800,9.06800,-58.96000,-25.93500,-118.69200,205.42300,16.87100,-58.96000
2015-12-31,245.71300,125.33400,-43.38100,81.95300,0.39800,-8.37100,-3.02700,-3.44500,303.44600,-61.44800,-93.40000,,,,-154.84800,-15.65700,,-15.65700,,,-56.53200,-13.39400,-85.58300,35.13000,14.46700,-56.53200
2014-12-31,188.75100,127.03000,-6.63500,120.39500,9.39400,-15.53100,1.42200,-9.93700,290.24100,-67.57100,-40.52600,-0.04000,-0.04000,,-108.13700,-230.10200,,-230.10200,,,-56.25800,-1.34300,-287.70300,-128.74800,12.22700,-56.25800
2013-12-31,151.74800,107.93500,-5.80800,102.12700,-1.29400,-8.93100,-5.92600,-21.25700,231.29900,-63.58000,-309.00800,-0.05000,-0.05000,,-372.63800,305.00000,,305.00000,,,-55.91700,-17.91300,231.17000,94.94500,11.87100,-55.91700
2012-12-31,-189.10200,427.01200,-24.10600,402.90600,-2.93200,-1.97000,9.59500,-15.41000,194.61800,-65.39400,-302.78400,-0.08000,-0.08000,,-368.25800,,-0.70600,-0.70600,,,-55.58900,-9.35800,-65.65300,-247.04900,8.62300,-55.58900
2011-12-31,324.96700,96.49600,-208.10700,-111.61100,-43.56100,-33.81900,-8.47300,-116.29800,94.35700,-44.58200,351.40200,-0.15000,-0.15000,,306.67000,59.20000,-24.71400,34.48600,34.00900,34.00900,-55.13600,-24.46500,-11.10600,375.63600,4.53200,-55.13600
2010-12-31,202.45500,89.74000,-57.70200,32.03800,-50.08800,-21.42100,-7.86500,-66.46400,143.83400,-29.33000,181.46800,,,,152.13800,-226.57000,29.70000,-196.87000,10.65700,10.65700,-54.31200,-94.97400,-335.49900,20.14700,8.52100,-54.31200
2009-12-31,314.01100,95.37500,-151.53000,-56.15500,-4.32500,5.46700,-0.87400,-138.03800,120.10100,-26.34200,313.67600,,,,287.33400,-347.59000,-1.45200,-349.04200,1.55300,1.55300,-54.02200,-0.40700,-401.91800,81.03000,7.77600,-54.02200
