,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-10-31,1.02130,0.59380,1.54060,79.93040,-4.24980,-4.24980,-4.34840,-4.62710,0.23630,1.52730,58.92680,-6.37470,-73.10940,-1.09340,-2.58950,2.33020,0.2548,0.1737
2022-07-31,1.01460,0.63900,1.77010,78.02840,-6.60420,-6.60420,-6.70530,-7.24510,0.23330,1.83250,49.11330,-11.07210,164.27170,-1.69000,-3.99700,2.02780,0.5978,0.5216
2022-04-30,1.01400,0.67340,2.06230,77.50670,-3.26590,-3.26590,-4.33590,-4.64980,0.22870,1.95660,45.99770,-7.84440,29.62970,-1.06340,-2.56170,1.74540,0.98310,0.87430
2022-01-31,0.96210,0.72280,2.60790,77.36780,-4.33480,-4.33490,-5.06450,-5.24170,0.22860,1.31720,68.32580,-11.05070,17.06840,-1.19800,-3.06290,1.38560,0.4563,0.3665
2021-10-31,0.95730,0.75000,3.04850,78.73830,-0.61560,-0.61560,-1.06020,-1.04060,0.22630,1.78490,50.42310,-2.36930,2.59670,-0.23550,-0.59220,1.21150,0.5205,0.4438
2021-07-31,0.97780,0.77510,3.45630,77.77060,-4.41760,-4.41760,-4.95130,-4.98220,0.21730,1.79760,50.06550,-12.03580,10.03800,-1.08250,-2.70670,1.07840,0.9006,0.8198
2021-04-30,1.01230,0.75330,3.10780,77.56410,-2.28900,-2.28900,-1.35840,-1.78090,0.20420,1.87360,48.03650,-3.43450,3.74140,-0.36370,-0.84740,1.24910,0.69770,0.63290
2021-01-31,1.06330,0.68140,2.20140,76.42600,-5.77790,-5.77800,-14.74900,-16.80490,0.18440,1.33170,67.58280,-22.23020,49.51520,-3.09920,-7.08290,1.68940,0.3395,0.24
2020-10-31,1.00720,0.53300,1.14110,74.45150,-12.65790,-12.65790,-14.76800,-15.27490,0.18670,1.46670,61.36390,-13.72930,114.94490,-2.85170,-6.41220,2.28400,0.3001,0.1981
2020-07-31,1.13350,0.48840,0.95460,73.52060,-17.13430,-17.13430,-18.61960,-18.86570,0.16670,1.52430,59.04340,-12.86340,-384.00840,-3.14420,-6.58110,2.71090,0.6358,0.5379
2020-04-30,1.42990,0.47460,0.90320,75.07480,-14.09110,-14.09110,-15.37660,-16.09470,0.15460,1.34640,66.84530,-9.14410,-17.26070,-2.48790,-4.80470,2.85010,0.32320,0.17900
2020-01-31,1.36010,0.46000,0.85170,75.23600,-15.40700,-15.40700,-16.79040,-17.24550,0.14540,1.15580,77.86860,-8.67740,-16.07320,-2.50680,-4.68610,3.01420,0.2611,0.0893
2019-10-31,1.47730,0.44610,0.80540,75.16490,-17.63390,-17.63390,-18.26040,-18.67640,0.13970,1.56460,57.52160,-8.18420,-14.86010,-2.60850,-4.53310,3.17630,-0.0173,-0.0833
2019-07-31,1.64330,0.44370,0.79750,74.03530,-27.46970,-27.46970,-28.63350,-29.12930,0.13370,1.69930,52.96280,-12.11130,-22.41540,-3.89550,-6.73780,3.22060,0.1456,0.0643
2019-04-30,1.76450,0.42700,0.74520,75.68770,-19.83390,-19.83390,-20.74010,-21.36920,0.12310,1.82660,49.27070,-7.64990,-13.71320,-2.63010,-4.38340,3.44230,0.26530,0.17670
2019-01-31,1.90680,0.41670,0.71450,73.61820,-31.35600,-31.35600,-32.51110,-32.98970,0.12360,1.14430,78.65200,-10.78260,-19.20480,-4.10070,-6.28920,3.62880,0.3128,0.2017
2018-10-31,2.91170,0.34810,0.53390,74.73270,-32.74770,-32.74770,-32.80830,-29.60620,0.10370,1.36580,65.89670,-6.51880,-9.84440,-3.07150,-4.24970,5.15190,0.0232,-0.0274
2018-07-31,2.48480,,,78.23270,-22.58090,-22.58090,-20.81430,-21.97860,0.14280,1.54150,58.38490,-4.93820,-5.26020,-3.13880,-4.93820,4.74200,-0.1857,-0.0788
2018-04-30,1.14690,,,62.58600,-171.72290,-171.72290,-173.27670,-173.95770,0.25360,1.49630,60.14790,81.11010,-162.30770,-44.05200,-126.41480,5.82250,0.41260,0.24240
2018-01-31,1.12030,,,78.86600,-4.21970,-4.21970,-2.67270,-4.26670,0.24010,1.20300,74.81160,1.87570,-4.03560,-1.02460,-3.04140,5.85020,1.0123,0.8966
2017-10-31,,,,76.09600,-9.45180,-9.45180,-10.50780,-11.39530,,,,,,,,,0.3298,0.2098
2017-07-31,,,,77.33210,-10.97710,-10.97710,-9.49160,-9.58800,,,,,,,,,0.3838,0.2608
2017-04-30,,,,76.10180,-16.97300,-16.97300,-17.20300,-17.38970,,,,,,,,,-0.02340,-0.25090
2017-01-31,,,,,,,,,,,,,,,,,0,0
