,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,1.07090,0.37180,0.59580,37.70600,-1.17240,-1.17240,-5.38660,-6.65400,0.03940,2.03090,44.31560,-1.02380,4.12570,-0.26230,-0.64310,13.36060,0.3393,0.192
2022-06-30,1.05940,0.36710,0.58400,38.51260,-2.15800,-2.15800,-6.30810,-6.57370,0.03320,1.98810,45.26890,-0.94540,3.80480,-0.21800,-0.59840,13.68520,0.2172,0.0718
2022-03-31,1.04580,0.36220,0.57170,35.15170,-6.44390,-6.44390,-8.31910,-9.34200,0.02650,2.02980,44.34030,-1.27990,5.20810,-0.24780,-0.81630,14.03530,0.03620,-0.09470
2021-12-31,1.10750,0.33550,0.50850,36.83090,0.92170,0.92170,-3.72210,-3.36760,0.03940,1.92820,46.67490,-0.42650,2.21650,-0.13260,-0.28340,14.65510,-0.0005,0.1316
2021-09-30,1.07360,0.01620,0.02020,36.19750,-6.22080,-6.22080,-11.43080,-8.12600,0.02860,2.20580,40.80090,-0.94070,4.87520,-0.23220,-0.92550,14.69790,0.1703,0.0762
2021-06-30,1.11310,0.33710,0.51220,36.78120,-7.86740,-7.86740,-15.09590,-10.30350,0.03680,2.11840,42.48400,-1.17280,5.47890,-0.37900,-0.77750,14.68960,0.185,0.0782
2021-03-31,1.09310,0.34060,0.52040,39.74410,-1.02350,-1.02350,-5.37310,-8.18760,0.03010,1.91430,47.01490,-0.88920,4.14330,-0.24620,-0.58630,14.50040,-0.03030,-0.13310
2020-12-31,1.06700,0.23950,0.31830,38.37520,-9.82950,-9.82940,-12.38780,-7.76480,0.03320,2.20380,40.83930,-0.82450,13.45250,-0.25820,-0.62710,14.12250,-0.5273,-0.6343
2020-09-30,1.22980,0.31980,0.47380,37.52450,-0.29350,-0.29350,-3.08220,-0.39140,0.03450,2.23630,40.24460,-0.03930,0.46430,-0.01350,-0.02670,13.79170,0.1637,0.0594
2020-06-30,1.22060,0.32560,0.48710,40.81000,2.07680,2.07680,-1.50570,2.85570,0.03290,2.07320,43.41120,0.27700,-2.56650,0.09400,0.18680,13.52620,0.1485,0.0556
2020-03-31,1.08100,0.26070,0.35780,45.12800,11.80960,11.80960,7.54380,3.86170,0.03440,2.68960,33.46210,0.45610,-3.73260,0.13290,0.33720,13.00970,0.00930,-0.09390
2019-12-31,1.07470,0.26140,0.35970,44.09380,8.88190,8.88190,5.22990,-0.67630,0.03640,2.75870,32.62400,-0.07970,0.55740,-0.02460,-0.05890,13.03660,0.1753,0.0616
2019-09-30,1.09520,0.26240,0.35950,43.89520,3.21310,3.21310,-1.43350,30.99360,0.03720,2.91080,30.91940,3.38350,-21.63560,1.15340,2.49560,12.88350,0.0961,0.0167
2019-06-30,1.06320,0.27330,0.37990,44.82930,9.52620,9.52620,4.43200,3.20940,0.02920,2.89530,31.08510,0.35850,-1.67730,0.09360,0.26060,12.37900,0.1286,0.0452
2019-03-31,1.04410,0.28190,0.39650,45.94990,13.45120,13.45120,8.29650,5.49830,0.02810,2.96080,30.39770,0.66400,-2.53160,0.15430,0.47680,11.99080,-0.05980,-0.15440
2018-12-31,1.05940,0.29110,0.41490,44.14790,10.42100,10.42100,5.64680,2.87470,0.03710,3.04850,29.52260,0.55090,-1.78210,0.16960,0.39050,11.58450,0.2081,0.0534
2018-09-30,1.03390,0.30180,0.43670,41.26900,9.09600,9.09600,3.64960,2.35820,0.02990,2.84500,31.63390,0.46800,-1.19280,0.12070,0.32680,11.14460,0.1858,0.154
2018-06-30,1.03120,0.30570,0.44360,40.50280,-4.69270,-4.69270,-29.27370,-36.70390,0.02880,2.80130,32.12850,-3.54080,8.57050,-0.86100,-2.45850,11.01230,0.0477,0.0394
2018-03-31,1.00760,0.50380,1.01540,43.90890,14.83050,14.83050,4.23730,-2.48940,0.02740,2.32800,38.66000,0.24100,-0.18660,0.03200,0.09890,16.87980,-0.35830,-0.51600
2017-12-31,1.04090,0.49800,0.99190,59.57190,22.11650,22.11650,3.92390,34.18550,0.02500,2.52550,35.63620,6.40100,-5.81610,0.89750,2.68590,17.29310,0.3807,0.0933
2017-09-30,,,,37.49240,3.11930,3.11930,-10.27520,-12.29360,,,,,,,,,-0.3993,-0.5966
2017-06-30,,,,36.63490,0.57140,0.57140,-13.39680,-14.53970,,,,,,,,,0.0955,-0.0636
2017-03-31,,,,39.46520,6.52410,6.52410,-4.91980,-5.98930,,,,,,,,,-0.68730,-0.82260
2016-12-31,,,,,,,,,,,,,,,,,0,0
2015-12-31,,,,,,,,,,,,,,,,,0,0
