,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,2.26580,0.12820,0.14700,79.11770,29.39540,29.39540,34.12270,29.82340,0.16980,6.88520,13.07150,9.88390,9.91140,5.06370,8.61700,,1.0611,1.0611
2022-06-30,2.04690,0.14060,0.16360,74.67570,27.66310,27.66310,33.42250,28.29660,0.16370,6.64980,13.53420,9.78600,9.83310,4.63350,8.40990,,2.0824,2.0824
2022-03-31,1.88550,0.15500,0.18340,69.90970,9.05450,9.05450,13.44000,10.92500,0.14100,5.68160,15.84070,3.39120,3.41600,1.54070,2.86570,,-1.00590,-1.00590
2021-12-31,1.71670,0.13570,0.15690,75.38450,24.11790,24.11790,26.98360,23.22440,0.15660,5.76240,15.61860,8.77260,8.85530,3.63640,7.58260,9.32240,1.8143,1.4532
2021-09-30,1.82040,0.14640,0.17160,69.50280,9.94750,9.94750,11.20500,7.62570,0.12910,4.71170,19.10160,2.40790,2.43870,0.98480,2.05530,,0.9527,0.9527
2021-06-30,1.84300,0.14880,0.17480,65.73020,8.66730,8.66730,10.48310,10.47710,0.14700,5.32100,16.91410,3.72060,3.77910,1.54050,3.16710,,0.8513,0.8513
2021-03-31,1.76450,0.15570,0.19460,51.52250,-18.70780,-18.70780,-13.76790,-13.10690,0.14450,4.58910,19.61170,-4.65920,-4.74830,-1.89380,-3.93360,,-0.45630,-0.45630
2020-12-31,1.78250,0.19340,0.27090,57.96290,-8.99840,-8.99840,-6.47500,-6.30200,0.17960,5.74430,15.66770,-2.98960,-3.05440,-1.13210,-2.41130,7.44520,1.9365,1.9333
2020-09-30,1.38560,0.16230,0.29140,77.05700,-9.11870,-9.11870,-5.77190,-5.52240,0.14290,3.57020,25.20880,-2.76270,-2.91530,-0.78940,-2.31420,3.49310,1.1049,1.1026
2020-06-30,1.54520,0.15890,0.28230,78.16740,-13.44650,-13.44650,-7.37790,-7.37580,0.13410,4.26710,21.09180,-3.04930,-3.23650,-0.98940,-2.56470,,0.6525,0.6525
2020-03-31,1.50290,0.20010,0.34750,72.01910,-67.22510,-67.22510,-62.97540,-62.97660,0.08590,2.48910,36.15820,-18.97490,-20.75970,-5.40760,-15.17810,,-0.06890,-0.06890
2019-12-31,1.59500,0.17440,0.24770,81.05560,-19.66960,-19.66960,-16.46930,-16.12700,0.14090,3.13640,28.69500,-7.01150,-7.62880,-2.27210,-5.78860,3.04540,1.2116,1.2083
2019-09-30,1.85420,0.16530,0.19800,75.60110,-37.15720,-37.15720,-30.96630,-31.07570,0.11640,4.22620,21.29550,-8.99590,-9.82170,-3.61590,-7.50890,,0.3023,0.3023
2019-06-30,1.76930,,,78.12470,-20.44460,-20.44460,-13.76190,-13.76190,0.13410,4.87450,18.46330,-3.99590,-4.39440,-1.84550,-3.99590,,0.5282,0.5282
2019-03-31,1.90410,,,80.78600,-46.65400,-46.65400,-41.31190,-41.31190,0.09130,3.24860,27.70460,-7.50210,-8.29090,-3.77170,-7.50210,,-0.20180,-0.20180
2018-12-31,1.65810,,,74.54590,-43.53880,-43.53890,-39.72720,-39.58420,0.12530,4.27230,21.06600,-11.42130,-13.23490,-4.97840,-11.42130,2.45770,1.3262,1.3208
2018-09-30,2.10820,,,77.02880,-37.64330,-37.64330,-32.56810,-32.56810,0.09110,4.11080,21.89350,-5.29050,-6.09530,-2.96820,-5.29050,,-0.112,-0.112
2018-06-30,1.47460,,,85.68400,-244.96500,-244.96500,-239.71100,-239.71100,0.11640,3.96920,22.67470,416.23370,149.39300,-27.90250,416.23360,,0.0803,0.0808
2018-03-31,1.56400,,,76.98270,-18.28190,-18.28190,-14.51860,-20.33230,0.06490,2.20120,40.88690,14.80370,4.84710,-0.94170,14.80370,-0.49240,0.22800,0.22750
2017-12-31,,,,,,,,,,,,,,,,,0,0
