,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.94440,0.21410,0.37880,58.06320,17.30080,17.30080,14.93820,13.04260,0.09160,1.08940,1.61600,55.69370,2.02110,-6.02840,1.19490,1.58850,26.55650,0.929,0.8838
2022-06-30,0.93640,0.22110,0.38970,56.96030,15.87510,15.87510,14.22810,11.82260,0.09110,1.14990,1.55520,57.86990,1.83080,-5.26270,1.07650,1.42600,26.57310,0.8321,0.7801
2022-03-31,0.95550,0.22260,0.39080,57.53720,15.42320,15.42320,13.86120,11.99420,0.08460,1.05640,1.48170,60.74100,1.72580,-4.92090,1.01500,1.34170,26.69280,0.58310,0.53200
2021-12-31,0.67700,0.15960,0.41600,57.75390,14.66400,14.66390,12.78000,12.00180,0.08350,1.13280,1.47800,60.89470,1.76420,-4.76290,1.01970,1.48270,26.50240,0.8327,0.7808
2021-09-30,0.84540,0.13400,0.30040,57.31750,15.54960,15.54960,13.49730,11.70640,0.08690,1.09570,1.56670,57.44510,1.63680,-6.66140,1.01900,1.41760,25.99780,0.6562,0.6288
2021-06-30,1.20110,0.13540,0.27970,57.24790,16.01120,16.01120,15.72330,12.40430,0.09100,1.15610,1.61350,55.77860,1.97620,-14.31610,1.25560,1.70870,25.69670,0.8154,0.7901
2021-03-31,1.13180,0.13780,0.28470,56.53590,15.69250,15.69250,9.42660,7.37770,0.08820,1.17300,1.51800,59.28760,1.23880,-7.28450,0.78230,1.06810,26.63720,0.42380,0.39920
2020-12-31,1.55440,0.23980,0.47140,57.52130,13.88030,13.88030,95.41100,90.45210,0.08250,1.23560,1.63510,55.04340,13.94900,-74.62880,7.79740,10.60410,26.55430,0.6028,0.5804
2020-09-30,1.24130,0.37940,0.74120,56.18210,11.86410,11.86410,8.56180,17.97720,0.06740,0.76790,0.96040,93.70930,1.11860,-2.02420,0.50000,0.69430,22.79980,1.4071,1.3682
2020-06-30,1.13000,0.38750,0.76750,55.95240,9.85020,9.85020,6.91240,10.82950,0.06230,0.69040,0.92240,97.56910,0.80740,-1.31080,0.35800,0.49450,21.97890,1.4114,1.3546
2020-03-31,1.62440,0.44540,0.83770,55.22970,10.41420,10.41420,6.52470,2.22000,0.06540,0.76280,0.84100,107.01560,0.75550,-1.14910,0.32370,0.41900,21.53590,0.56180,0.48470
2019-12-31,1.06390,0.39470,0.85490,55.97250,11.07420,11.07420,7.36960,13.90010,0.07240,1.33640,1.41830,63.45520,1.00940,-2.18930,0.42840,0.61100,22.02440,1.3964,1.4116
2019-09-30,1.18850,0.41180,0.83970,49.87630,13.01610,13.01610,12.63980,10.20430,0.11160,1.36960,1.39640,64.45160,2.89380,-4.61440,1.24430,1.70210,21.33930,1.1202,1.0288
2019-06-30,1.23110,0.42530,0.88230,48.47970,13.38020,13.38020,10.95620,8.44100,0.11320,1.38490,1.41780,63.47830,2.49610,-3.86020,1.06450,1.43460,20.93890,0.7616,0.6895
2019-03-31,2.19590,0.40790,0.84280,51.02020,13.64180,13.64180,12.07860,9.23470,0.10170,1.28260,1.38920,64.78370,2.38970,-9.41550,1.04750,1.41490,20.48570,0.46010,0.38940
2018-12-31,1.44660,0.31030,0.51870,51.11240,16.75680,16.75680,15.21480,119.20340,0.13620,1.49560,1.47060,61.20000,3.63080,-12.02600,1.86040,2.50430,19.76950,1.4304,1.4405
2018-09-30,0.98130,0.35210,0.85530,51.58010,17.58680,17.58680,16.09420,14.23310,0.11550,1.19420,1.23590,72.82290,3.65870,-6.30510,1.54370,2.37060,16.72130,1.0871,1.0054
2018-06-30,1.95910,0.34160,0.66050,51.86670,20.25220,20.25220,18.69150,18.40430,0.13360,1.20040,1.34850,66.73870,4.43470,-37.29320,2.08740,2.91970,16.16590,0.9623,0.901
2018-03-31,2.10740,0.49300,0.97260,51.35370,18.62350,18.62350,17.01520,17.50440,0.14000,1.17860,1.27310,70.69360,5.20720,-9.40370,2.00840,2.63980,11.79250,0.48250,0.40940
2017-12-31,1.83290,0.51580,1.06510,58.76710,15.61540,15.61540,14.04940,37.15260,0.08640,0.73790,0.88860,101.28470,4.64000,-8.79760,1.68280,2.24680,10.94940,1.316,1.3103
2017-09-30,1.95410,0.51350,1.05570,49.80720,21.16540,21.16540,20.66690,15.89030,0.18070,1.46810,1.56760,57.41350,7.69920,-13.12680,2.87120,3.74530,10.00950,0.9017,0.8111
2017-06-30,1.97090,0.50280,1.01110,49.42900,21.43300,21.43300,19.99020,14.74090,0.19240,1.46930,1.65360,54.42660,7.56700,-15.11110,2.83570,3.76270,9.14410,0.6968,0.6151
2017-03-31,1.79690,0.53010,1.12820,48.46270,19.25480,19.25480,17.73710,13.00810,0.18640,1.38420,1.62610,55.34720,6.90550,-10.83270,2.42520,3.24470,8.34360,0.42190,0.34570
2016-12-31,1.69700,0.55510,1.24790,57.52880,19.64150,19.64150,16.42770,28.74520,0.09540,0.60910,0.82610,108.94490,3.43370,-4.53990,1.12820,1.52750,7.77970,0.927,0.8936
2016-09-30,1.72330,0.57820,1.37100,49.31100,20.62010,20.62010,19.12720,14.47620,0.19270,1.42360,1.61260,55.81220,8.86470,-10.02120,2.78980,3.73890,7.40410,0.9334,0.8536
2016-06-30,1.60120,0.58720,1.42250,49.39230,20.71250,20.71250,20.53890,15.36240,0.19970,1.41170,1.64010,54.87620,10.07000,-10.31250,3.06790,4.15680,6.87250,0.8998,0.8041
2016-03-31,1.26290,,,47.14180,17.83410,17.83410,17.83410,12.34150,0.20450,1.40810,1.58640,56.73290,3.45920,33.82900,2.52340,3.45920,,0.51330,0.43110
2015-12-31,1.20450,,,47.75990,21.45580,21.45580,21.45580,14.98290,0.21850,1.56530,1.60910,55.93160,4.55570,49.75760,3.27430,4.55570,,1.1237,1.0278
2015-09-30,,,,49.00960,19.79540,19.79540,19.79540,12.89520,,,,,,,,,,0.6845,0.5843
2015-06-30,,,,48.87210,21.45190,21.45190,21.45190,14.53130,,,,,,,,,,1.1147,0.9629
2015-03-31,,,,48.27880,19.43180,19.43180,19.43180,13.45890,,,,,,,,,,0.00000,
2014-12-31,,,,,,,,,,,,,,,,,,0,0
2013-12-31,,,,,,,,,,,,,,,,,,0,0
