,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.56320,0.04780,0.05120,34.37910,-4.36600,-4.36600,-5.30720,-1.43790,0.08980,0.36850,0.67090,134.14120,-0.16050,-0.65710,-0.09620,-0.15280,35.80080,4.1895,4.0313
2022-09-30,1.68700,0.04840,0.11370,32.33710,-13.61180,-13.61180,-14.26000,-11.91930,0.06830,0.34700,0.44270,203.30210,-1.28370,-5.52130,-0.79210,-1.22150,35.02250,-0.7553,-0.9103
2022-06-30,1.87930,0.04690,0.07650,46.84900,21.48110,21.48110,21.22520,15.49900,0.15280,0.79420,0.90000,100.00480,3.84340,15.62940,2.44950,3.66310,36.24400,1.5045,1.3215
2022-03-31,1.64490,0.04260,0.08370,40.79550,15.36620,15.36620,15.17060,12.25820,0.10790,0.54630,0.63240,142.30600,2.22470,9.67800,1.35340,2.12990,35.75800,-3.73510,-3.97320
2021-12-31,1.62650,0.04120,0.04360,35.84360,7.27220,7.27220,7.04230,4.57030,0.08220,0.43090,0.72310,124.45820,0.60490,2.83260,0.36600,0.58000,35.26780,4.7847,4.6
2021-09-30,1.81240,0.04220,0.09900,34.28930,0.67480,0.67480,0.33740,1.26530,0.05770,0.35270,0.40750,220.84350,0.14410,0.77850,0.08750,0.13800,34.20530,-0.2424,-0.4023
2021-06-30,1.96980,0.04120,0.06940,46.50790,23.26280,23.26280,23.13840,17.23830,0.13560,0.85000,0.82850,108.63340,3.97270,20.33970,2.45320,3.80900,34.89140,1.7363,1.5655
2021-03-31,1.67090,0.04260,0.09490,42.07760,19.10010,19.10010,18.93250,14.36090,0.09820,0.56010,0.61510,146.30920,2.47400,15.14330,1.44070,2.36860,33.55990,-2.60140,-2.75750
2020-12-31,1.72770,0.04210,0.04410,34.14410,-1.87090,-1.87090,-2.18270,1.27850,0.07520,0.43260,0.65100,138.24130,0.39500,2.44630,0.23210,0.37840,33.71140,4.398,4.2485
2020-09-30,1.82160,0.04330,0.13320,30.38110,-26.62370,-26.62370,-27.21420,-21.04130,0.04470,0.29650,0.33110,271.83580,-1.60190,-11.73990,-0.93550,-1.53250,32.57030,-0.4942,-0.6217
2020-06-30,1.91550,0.04250,0.10610,45.50180,16.52860,16.52860,16.25890,14.64070,0.12310,0.78820,0.76650,117.41090,3.08860,20.91750,1.81600,2.95720,33.13490,1.4086,1.3193
2020-03-31,1.59570,0.02490,0.10840,42.64410,10.56620,10.56620,10.31350,6.87560,0.09200,0.51560,0.58390,154.13300,1.16700,9.99640,0.65380,1.13800,32.17530,-2.56480,-2.72030
2019-12-31,1.64110,0.00470,0.00500,34.02620,-5.46430,-5.46430,-6.26890,-0.70400,0.07040,0.39110,0.53960,166.78510,-0.17100,-1.44730,-0.09910,-0.17020,32.80220,4.5003,4.4456
2019-09-30,1.56980,0.00460,0.14730,29.40870,-32.02510,-32.02510,-33.01940,-25.85030,0.04420,0.30640,0.29070,309.60750,-2.08620,-15.38240,-1.21890,-2.07670,33.75380,-1.622,-1.8415
2019-06-30,1.67690,0.00450,0.08340,45.15840,14.16490,14.16490,13.55290,-10.94310,0.12650,0.77770,0.74740,120.42120,1.85290,12.11740,1.09970,1.84460,34.81100,0.6056,0.3782
2019-03-31,,,,34.89400,-5.65370,-5.65370,-7.39100,4.82920,,,,,,,,,,-2.05630,-2.77420
2018-12-31,,,,,,,,,,,,,,,,,,0,0
2018-09-30,1.76260,0.12420,0.20260,23.72880,-285.97840,-285.97840,-290.19000,-263.02010,0.01780,0.30320,0.29740,302.63480,-7.83620,-11.36170,-5.14560,-6.86260,,0,0
2018-06-30,1.88830,0.11130,0.17310,35.66570,6.90980,6.90980,5.37430,12.10960,0.04940,0.84530,0.78170,115.12650,0.48260,0.73860,0.32290,0.42890,,0,0
2017-12-31,,,,,,,,,,,,,,,,,,0,0
