,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.29800,0.63380,1.73080,82.13080,-11.37140,-11.37140,-11.97810,-23.49380,0.24150,2.45940,36.59430,-35.50370,89.14970,-5.67320,-13.00140,2.25330,0.5873,0.5717
2022-09-30,1.24650,0.67530,2.07960,82.73550,-4.21440,-4.21440,-0.70800,-1.70190,0.23950,3.27170,27.50870,-2.85910,4.11600,-0.40760,-0.92840,1.88090,0.36230,0.29760
2022-06-30,1.19000,0.75330,3.05290,81.59010,-22.35250,-22.35250,-13.58150,-19.67580,0.22840,2.46600,36.49640,-45.66830,30.12360,-4.49390,-11.26820,1.28420,0.9137,0.8161
2022-03-31,1.18860,0.76740,3.29870,83.87910,-2.17850,-2.17850,-4.12660,-4.19820,0.23700,2.80240,32.11550,-10.26110,5.80040,-0.99490,-2.38700,,1.501,1.3968
2021-12-31,1.07530,0.88990,8.08360,83.99610,3.34660,3.34660,-2.94090,-3.24290,0.24940,2.72120,33.07310,-18.06110,3.14540,-0.80880,-1.98830,,0.8153,0.7657
2021-09-30,0.83830,1.04380,-33.77160,84.32370,9.19780,9.19780,-66.86510,-66.96870,0.17970,3.28990,27.35610,1509.77600,47.32950,-12.03360,-66.10440,,0.25780,0.23050
2021-06-30,0.70450,,1.18270,82.49150,-1.34500,-1.34500,-38.24900,-38.08010,0.19000,3.18270,28.27770,-72.24920,38.36150,-7.23420,-72.24920,1.17190,0.7946,0.7575
2021-03-31,0.78350,,1.31350,85.07410,12.22290,12.22290,37.10910,28.10480,0.17110,2.89700,31.06660,38.73330,-36.76370,4.81010,38.73330,,1.4516,1.4322
2020-12-31,0.73390,,4.34940,84.14670,5.52760,5.52760,-121.14510,-123.96870,0.14080,3.13100,28.74440,-367.46360,96.89010,-17.45280,-367.46370,,0.803,0.7648
2020-09-30,0.88150,,1.30490,83.96450,2.59670,2.59670,-5.29350,-4.69070,0.11380,3.73390,24.10340,-3.13080,18.23670,-0.53380,-3.13080,,0.32040,0.28890
2020-06-30,0.87580,,1.54560,83.71290,-0.76190,-0.76190,-91.90010,-89.48770,0.11050,3.79180,23.73540,-66.95970,193.07090,-9.89260,-66.95970,2.32500,0.5087,0.4438
2020-03-31,0.97380,,1.07310,82.83330,-4.83990,-4.83990,-40.54040,-38.58890,0.11300,4.31000,20.88150,-19.36520,-286.45030,-4.36220,-19.36520,,0.6628,0.6342
2019-12-31,1.01720,,0.97340,83.91070,10.23700,10.23700,34.69110,30.35640,0.11670,3.25560,27.64440,13.86290,102.82010,3.54180,13.86290,,0.87,0.8421
2019-09-30,0.93470,,1.24210,82.86170,-1.25350,-1.25350,20.49180,19.07590,0.11080,3.60340,24.97660,9.98490,-127.99120,2.11300,9.98490,,0.30370,0.27930
2019-06-30,0.87660,,1.50950,81.73000,-9.69680,-9.69680,-57.04420,-70.98830,0.11240,4.01990,22.38850,-42.00370,122.17020,-7.97770,-42.00370,2.33670,0.4983,0.416
2019-03-31,3.33650,0.54920,1.21830,82.47840,-8.91030,-8.91030,-65.21200,-65.58800,0.10760,4.77500,18.84800,-29.24860,-255.81230,-7.05510,-13.18490,,0.5851,0.5576
2018-12-31,3.44150,0.50500,1.02030,83.34930,-1.05990,-1.05990,9.05180,15.11310,0.10970,4.11650,21.86340,5.51210,23.45020,1.65820,2.72830,,0.5115,0.494
2018-09-30,4.17350,0.53720,1.16080,83.09530,-0.07180,-0.07180,-89.81790,-90.70420,0.10470,5.02900,17.89620,-33.99060,-69.02190,-9.49450,-15.73050,,0.35950,0.31720
2018-06-30,4.09550,0.47460,0.90340,82.07710,-1.00040,-1.00040,-7.67870,-8.89330,0.10180,4.19630,21.44720,-2.41700,-4.12370,-0.90550,-1.26990,3.85580,0.36,0.2905
2018-03-31,2.01870,,,79.83330,-4.58070,-4.58070,-3.36250,-7.05340,0.16340,4.34760,20.70080,-1.79250,-3.21160,-1.15270,-1.79250,,0.3896,0.3714
2017-12-31,2.01670,,,79.88420,-6.06450,-6.06450,-5.56670,-29.92340,0.16420,4.46060,20.17660,-7.43660,-13.98360,-4.91450,-7.43660,,0.3116,0.292
