,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-10-31,2.00970,0.72540,2.64230,78.42850,-19.43110,-19.43110,-17.83610,-19.17100,0.12540,1.32310,68.02070,-15.80480,-21.07270,-2.40370,-4.33930,2.99060,0.89530,0.66640
2022-07-31,1.98920,0.62820,1.68960,78.52350,-25.94770,-25.94770,-29.91710,-30.70250,0.11230,0.79570,113.11440,-17.03330,-21.09420,-3.44740,-6.33290,4.00800,0.7378,0.5349
2022-04-30,2.24320,0.64230,1.79570,77.67770,-30.19350,-30.19350,-35.52740,-35.35650,0.11360,1.05410,85.38240,-19.07630,-22.80200,-4.01680,-6.82330,3.74750,0.5398,0.3041
2022-01-31,2.37930,0.63560,1.74410,77.38990,-32.84200,-32.84200,-38.44810,-39.29360,0.10550,0.94850,94.89010,-18.61810,-22.30210,-4.14610,-6.78490,3.82360,0.3376,0.2044
2021-10-31,2.59390,0.63620,1.74840,77.36870,-32.26270,-32.26270,-38.31470,-39.39020,0.10150,1.34000,67.16430,-17.12580,-20.57490,-3.99810,-6.23110,3.78630,0.66960,0.59850
2021-07-31,2.56640,0.63330,1.72730,76.92340,-34.19880,-34.19890,-40.68420,-41.11300,0.08730,0.76650,117.41690,-15.31930,-18.50730,-3.58890,-5.61710,3.81430,0.336,0.2088
2021-04-30,3.01920,0.63920,1.77180,77.90470,-24.85770,-24.85770,-32.09790,-33.13930,0.08550,1.06960,84.14250,-11.50530,-13.64840,-2.83470,-4.15080,3.71170,0.5318,0.4045
2021-01-31,3.34680,0.63830,1.76480,78.26410,-34.32030,-34.32030,-41.94370,-43.00770,0.07970,0.92160,97.66100,-13.43550,-14.95020,-3.42950,-4.85940,3.70020,0.2205,0.1299
2020-10-31,3.79270,0.63990,1.77680,77.74760,-29.92540,-29.92540,-38.23030,-38.57960,0.07690,1.34580,66.87410,-11.17770,-12.51280,-2.96860,-4.02540,3.66800,0.40110,0.31640
2020-07-31,3.73150,0.63990,1.77720,75.09040,-35.65660,-35.65660,-38.99690,-39.35990,0.06870,0.85300,105.51180,-10.21990,-11.50310,-2.70250,-3.68000,3.65040,0.2456,0.0847
2020-04-30,1.59740,,,77.76140,-18.56070,-18.56070,-17.11480,-17.49580,0.15020,1.04680,85.97650,-5.77580,-6.21170,-2.62740,-5.77580,2.56850,0.1585,0.0697
2020-01-31,1.72280,,,80.01540,-29.90090,-29.90090,-28.08190,-28.78900,0.14970,1.06840,84.23750,-9.13450,-9.57760,-4.31000,-9.13450,2.46900,0.0412,-0.0155
2019-10-31,1.83570,,,79.10250,-19.52670,-19.52670,-17.39720,-18.24550,0.14710,1.32790,67.77840,-5.43730,-5.71780,-2.68390,-5.43730,2.45500,0.16800,0.07380
2019-07-31,1.89380,,,79.86370,-9.21050,-9.21050,-7.01790,-6.12720,0.14250,0.92250,97.55990,-1.70990,-1.80460,-0.87330,-1.70990,2.42480,0.1471,0.0627
2019-04-30,2.05830,,,81.09390,-17.10770,-17.10770,-14.65980,-15.46360,0.14720,1.11210,80.92700,-4.26970,-4.26970,-2.27630,-4.26970,2.28260,0.1048,0.0346
2019-01-31,2.12150,,,79.44740,-6.97420,-6.97420,-4.04830,-4.78450,0.14340,0.98450,91.41480,-1.28310,-1.28310,-0.68610,-1.28310,2.23630,0.1264,0.0967
2018-10-31,2.12940,,,80.88570,-13.68610,-13.68610,-11.47110,-11.98770,0.13820,1.28580,69.99460,-3.00900,-3.00900,-1.65640,-3.00900,2.06520,0.09130,0.04350
2018-07-31,2.11760,,,79.52610,-14.10620,-14.10620,-11.79910,-12.39360,0.12540,0.91180,98.71100,-2.89800,-2.89800,-1.55480,-2.89800,2.00590,0.235,0.166
2018-04-30,2.38090,,,80.83110,-18.35530,-18.35530,-17.11450,-20.32830,0.12120,1.22250,73.61940,-3.60660,-3.60660,-2.16280,-3.60660,2.02970,0.2099,0.2958
2018-01-31,,,,80.70300,-14.22760,-14.22760,-13.69180,-20.21970,,,,,,,,,-0.0327,-0.1394
2017-10-31,,,,79.25040,-28.29080,-28.29080,-27.86940,-34.94140,,,,,,,,,-0.14130,-0.28890
2017-07-31,,,,,,,,,,,,,,,,,0.0781,0.2957
2017-04-30,,,,78.77380,-22.93720,-22.93720,-22.38200,-30.08430,,,,,,,,,-0.0781,-0.2957
2016-07-31,,,,,,,,,,,,,,,,,0,0
2015-07-31,,,,,,,,,,,,,,,,,0,0
