,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.01040,0.65010,2.26240,100.00000,42.21150,42.21150,51.84140,37.22240,27.84630,0.24320,1.02250,356.97140,37.54990,-19.91950,6.77340,13.13720,34.64550,-4.4202,-5.0636
2021-12-31,1.03740,0.60870,1.69530,100.00000,43.84870,43.84870,54.11880,39.12880,29.62510,0.21140,0.97340,374.98730,29.28570,-18.45950,6.26270,11.45820,36.34100,-2.7408,-3.1632
2020-12-31,0.99700,0.48000,1.07390,100.00000,40.70000,40.70000,51.63780,36.94340,29.47920,0.21340,1.15580,315.78850,20.98750,-20.23810,6.29070,10.91300,40.10480,4.0793,4.0095
2019-12-31,1.03480,0.46990,1.09540,100.00000,46.48930,46.48930,57.03410,40.69010,33.79100,0.21630,1.04290,349.99220,24.11550,-25.84440,7.30760,12.78390,43.49110,3.0986,3.1472
2018-12-31,0.86220,0.45140,1.17750,100.00000,44.82030,44.82030,56.32440,45.00220,33.34640,0.21720,1.05260,346.74960,24.29460,-22.48000,7.24380,13.32790,38.90940,2.5373,2.403
2017-12-31,0.86670,0.44110,1.00850,94.97080,39.28630,39.28630,51.35600,39.72330,32.90450,0.19880,1.00830,361.99390,20.13320,-19.66390,6.53980,11.25160,40.93940,-0.1723,-0.3014
2016-12-31,0.76680,0.44980,1.05940,94.30290,41.17580,41.17580,52.68720,35.10250,24.69960,0.19030,1.02150,357.32010,14.66860,-12.01760,4.69930,8.07000,33.58170,-0.5773,-0.7523
2015-12-31,0.86520,0.42130,0.82010,93.64270,39.20060,39.20060,50.97500,31.47660,21.28360,0.21580,1.35910,268.56400,12.80650,-12.49940,4.59370,7.41180,30.63620,1.0218,0.8882
2014-12-31,0.73790,0.45300,1.11460,91.97480,47.14470,47.14470,56.59130,42.76700,30.74120,0.14070,0.88920,410.46770,14.08050,-10.59240,4.32520,7.70140,28.56760,2.556,2.4903
2013-12-31,0.70910,0.27630,0.91440,92.38770,46.98900,46.98900,55.11450,45.08290,31.78180,0.22760,0.97050,376.08250,22.87180,-24.10830,7.23510,16.55200,15.08260,2.8578,2.8352
2012-12-31,1.04650,0.34680,0.68620,91.72150,45.92400,45.92400,53.27860,43.92580,30.55670,0.25990,0.85920,424.79360,23.65880,-45.35790,7.94300,15.45340,11.27650,-1.7626,-1.8247
2011-12-31,0.99800,0.25550,0.52290,90.14630,43.56000,43.56000,50.52150,40.58520,28.35600,0.22120,0.68210,535.13960,18.15730,-43.99280,6.27180,13.51870,9.91250,1.6119,1.5897
2010-12-31,1.34230,0.33390,0.51990,88.69400,39.29850,39.29850,47.07670,34.86990,24.52700,0.29230,1.07340,340.03130,17.23730,-63.62470,7.27000,11.48150,7.85820,-0.5367,-0.5525
2009-12-31,1.08260,0.40960,0.74160,88.78510,41.24710,41.24710,49.33790,36.60690,20.69150,0.29270,2.16610,168.50560,62.10260,-28.38610,7.36240,11.09020,13.93240,2.2674,2.1446
