,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.50270,1.01070,37.04410,37.04410,71.02630,26.94680,25.41150,0.12990,7.34480,7.34480,3.49950,3.65290,91.24860,1.0794,0.1144
2021-12-31,0.50440,1.01800,36.79100,36.79100,73.55490,35.79810,33.91430,0.11080,8.34920,8.34920,3.96750,4.13750,94.66200,1.659,5.9261
2020-12-31,0.50270,1.01110,32.85590,32.85590,67.15950,40.06910,38.03250,0.11560,9.69290,9.69290,4.63300,4.81980,95.12750,-1.6893,-0.6334
2019-12-31,0.47570,0.90710,32.94940,32.94940,64.51780,31.80810,30.08490,0.11490,7.25300,7.25300,3.65550,3.80310,96.88770,1.4309,-5.1761
2018-12-31,0.46720,0.87680,36.56930,36.56930,69.40090,29.54170,27.86700,0.11310,6.46870,6.46870,3.33990,3.44670,97.03820,0.8286,6.1317
2017-12-31,0.47070,0.88940,32.73860,32.73860,65.57200,33.58340,31.75150,0.10910,7.16050,7.16050,3.66560,3.78990,96.84240,0.7501,-0.0512
2016-12-31,0.46930,0.88410,32.51930,32.51930,64.37690,33.88020,31.77150,0.10590,6.96750,6.96750,3.58840,3.69790,96.02360,1.4275,4.705
2015-12-31,0.45630,0.83930,27.72710,27.72710,63.03100,20.78350,18.99400,0.09950,3.96340,3.91730,2.06720,2.12980,96.92750,0.8004,2.8094
2014-12-31,0.45300,0.82800,20.75460,20.75460,55.42160,13.84620,12.03570,0.08420,2.21760,2.20810,1.16630,1.19850,96.35330,0.5322,1.5195
2013-12-31,0.60240,1.51480,30.90540,30.90540,63.38770,23.07310,24.69920,0.11770,7.32050,7.05090,2.71610,2.79740,53.51510,0.553,3.5689
2012-12-31,0.59930,1.49570,31.21070,31.21070,63.98100,23.85360,22.38840,0.11040,7.06680,6.77400,2.63350,2.71420,51.70990,0.9782,-6.4878
2011-12-31,0.60240,1.51520,28.79880,28.79880,62.48550,10.04580,8.63600,0.11580,3.17290,3.01380,1.16320,1.19820,45.97730,0.7341,10.6825
2010-12-31,0.62430,1.66160,26.96460,26.96460,57.68000,11.98260,8.22950,0.10990,3.69640,3.61650,1.31700,1.35880,43.39550,0.0679,-11.0985
2009-12-31,0.59110,1.44570,26.14820,26.14820,55.43230,10.83010,20.10370,0.12560,3.54670,3.46520,1.36060,1.41690,44.29430,5.8354,0.6495
