,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.57650,0.46090,0.91470,39.95030,9.93010,9.93010,28.54690,17.29850,12.78140,0.32510,2.77470,4.26340,85.61260,9.86410,-17.37870,4.15540,5.31780,17.36070,-0.0705,-0.0295
2021-12-31,1.10300,0.49040,1.12660,31.17190,-0.19010,-0.19010,25.00520,-3.71460,-7.09540,0.32610,3.09500,4.19240,87.06310,-6.19290,7.14780,-2.31410,-3.15620,16.94300,0.4469,0.4845
2020-12-31,1.21820,0.52050,1.23380,31.78220,-1.76460,-1.76460,16.78640,-6.03720,-5.60770,0.19410,1.48930,2.46620,147.99820,-2.91840,3.51170,-1.08830,-1.39950,19.01910,-1.4433,-1.4312
2019-12-31,1.21340,0.50610,1.15140,33.89070,6.22150,6.22150,23.77980,1.34260,0.14610,0.36800,2.84660,3.75980,97.07940,0.14140,-0.17960,0.05380,0.06980,23.02400,-1.0416,-0.9663
2018-12-31,1.38800,0.51960,1.13940,34.99770,7.92030,7.92030,26.37330,2.60980,3.08290,0.34930,2.88050,3.96870,91.96910,2.89720,-3.13460,1.07680,1.39170,23.58890,0.6866,0.7126
2017-12-31,1.12970,0.51450,1.19900,40.16810,12.06950,12.06950,27.23450,7.58330,5.84500,0.33260,2.80200,3.29630,110.72890,5.23010,-5.73130,1.94380,2.53930,25.38620,-0.0859,0.15
2016-12-31,1.49240,0.59830,1.51990,42.40360,6.31220,6.31220,20.06160,1.09870,4.33330,0.31900,2.59730,3.34560,109.09900,4.31750,-3.82100,1.38220,1.73420,20.76780,-0.1049,-0.1253
2015-12-31,1.57020,0.39200,0.75510,44.71280,15.49320,15.49320,26.43890,9.70800,8.98900,0.42350,2.67210,3.50650,104.09270,8.68030,-29.88860,3.80690,5.27790,19.90510,1.4883,1.576
2014-12-31,1.21440,0.68230,3.00370,45.70190,17.52160,17.52160,24.86140,12.62370,12.03950,0.48790,2.53820,3.40300,107.25980,28.48290,-29.90320,5.89800,9.04820,8.73080,-0.2554,-0.2886
2013-12-31,1.50850,0.74950,3.14170,44.00430,16.43490,16.43490,23.90330,10.81620,9.02720,0.45170,2.33500,3.79620,96.14860,21.16630,-16.07030,4.09620,5.30240,7.96520,0.5467,0.4503
2012-12-31,1.77920,0.64540,1.93850,42.79370,16.32410,16.32410,24.36690,11.83330,9.43040,0.56960,2.54900,4.37230,83.47950,19.16070,-26.96830,5.38890,6.79410,8.49140,0.6165,0.5666
2011-12-31,1.39240,0.59840,1.72360,41.81790,16.40260,16.40260,24.73380,10.67950,8.75730,0.52850,2.55340,4.29730,84.93720,15.37340,-20.37910,4.64560,6.17460,8.21410,-1.1893,-1.2561
2010-12-31,1.96700,0.60910,1.60520,40.68230,13.23880,13.23880,20.99560,6.53050,4.10200,0.47240,2.60680,4.71060,77.48520,9.55750,-13.90470,2.99510,3.73600,8.29010,0.8597,0.7918
2009-12-31,1.91220,0.63500,1.80110,40.73360,10.27640,10.27640,18.15330,4.45680,1.83660,0.47150,2.70890,4.12490,88.48620,7.87970,-9.63660,2.29360,2.87540,10.26220,1.9715,1.4684
