,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.99470,0.35970,0.92420,64.71580,13.44420,13.44420,18.80200,13.43050,11.72590,0.53970,3.34760,4.07940,89.47510,16.00530,17.65310,6.32820,10.24780,5.51850,0.5341,0.5884
2021-12-31,5.11150,0.49250,0.97050,68.63390,10.85560,10.85560,15.02140,10.48810,8.85850,0.49630,2.14950,4.76080,76.66710,10.62140,10.93190,4.39670,5.39030,5.26310,-0.0993,-0.5336
2020-12-31,5.57690,0.47720,0.91280,66.44000,15.54470,15.54470,19.02740,15.46170,28.53070,0.44910,2.75500,4.49640,81.17640,30.09580,30.78170,12.81200,15.73400,4.75160,0.2795,0.2936
2019-12-31,5.46750,0.54560,1.20070,63.10980,9.64090,9.64090,12.94040,7.05960,6.84960,0.61630,4.54510,5.15540,70.79910,11.45480,11.70140,4.22130,5.20520,2.40880,0.5026,0.2053
2018-12-31,7.64160,0.60370,1.52310,64.35640,-18.05930,-18.05930,-15.23850,-12.26250,-12.32070,0.53840,5.20080,4.55050,80.21080,-19.16180,-19.71770,-6.63360,-7.59440,1.84250,0.0827,0.0837
2017-12-31,5.36140,0.43860,0.78110,68.48990,-5.91510,-5.91510,-3.67430,-6.76410,-6.98680,0.79470,5.00880,5.35000,68.22480,-11.96950,-12.32510,-5.55250,-6.72020,1.20520,0.0984,0.0738
2016-12-31,2.73440,,,66.00380,-11.14600,-11.14600,-8.52960,-11.32040,-11.44250,1.42330,4.29300,5.63720,64.74880,-23.11490,-24.07340,-16.28600,-23.11490,0.83870,0.0146,-0.0477
2015-12-31,3.45740,,0.01040,69.25370,-14.20400,-14.20400,-11.51740,-14.30350,-14.32840,1.37670,3.51140,5.42510,67.27990,-26.03980,-26.75340,-19.72600,-26.03980,0.67690,0.075,0.0246
2014-12-31,3.59360,0.01610,0.03280,68.01700,-8.29480,-8.29480,-5.05400,-8.60340,-8.64200,1.40410,5.18130,6.11320,59.70680,-15.97720,-16.67910,-12.13430,-15.71930,0.45340,0.0701,0.0439
2013-12-31,2.90030,0.05190,0.08090,62.56250,-18.06250,-18.06250,-13.25000,-18.62500,-18.62500,1.30610,6.65560,6.13030,59.54060,-35.43400,-38.55110,-24.32650,-33.59640,0.29000,0.1289,0.1357
2012-12-31,3.97950,0.08110,0.09090,46.64660,-55.75580,-55.75580,-48.24830,-55.85590,-54.55460,0.94250,7.20270,5.12310,71.24630,-70.77930,-78.30460,-51.41510,-65.03580,0.27700,-0.0058,-0.0098
2011-12-31,7.10880,,,47.05110,-58.71560,-58.71560,-52.55570,-58.58450,-58.58450,0.63320,4.92680,6.10400,59.79690,-42.77510,-42.77510,-37.09540,-42.77510,0.38700,0.0729,0.0727
2010-12-31,4.32020,,0.00860,37.86010,-93.20990,-93.20990,-86.83130,-113.58030,-113.58030,0.62980,3.72290,7.28530,50.10110,-90.50220,-90.50220,-71.53600,-90.50220,0.24560,0.0345,0.0193
2009-12-31,1.96420,1.67530,-2.52950,12.32950,-154.35620,-154.35620,-142.53530,-180.25800,-180.25800,0.63250,9.85690,8.50800,42.90070,290.18150,290.18170,-114.00700,-195.97250,-0.10010,-0.2221,-0.2372
