,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.98830,0.35790,0.57190,21.29400,13.00580,13.00580,21.96520,10.77350,7.86850,0.51390,9.93870,6.99820,52.15640,8.55990,38.13520,4.18070,5.49620,52.31150,1.0145,-1.5223
2021-12-31,2.20540,0.37110,0.59080,24.73610,18.20540,18.20540,26.62730,15.73790,12.08170,0.40580,8.01610,6.62000,55.13590,10.25780,60.04460,4.92380,6.45150,49.49280,-0.4562,0.4178
2020-12-31,2.17310,0.31500,0.54550,26.38570,18.44220,18.44220,26.61220,15.31460,12.03470,0.41560,7.96990,8.73050,41.80730,9.75560,33.95510,5.03130,6.68220,45.48910,0.6589,0.7353
2019-12-31,2.57550,0.33120,0.49530,25.47930,17.80240,17.80240,25.40220,15.37200,12.53170,0.46290,8.01470,8.64580,42.21710,11.07290,45.66060,5.84570,7.40530,42.47050,1.1589,1.7865
2018-12-31,1.79100,0.34820,0.55980,25.11930,17.05990,17.05990,24.95990,14.22110,11.76870,0.44580,7.64430,8.10470,45.03530,9.95290,54.96500,5.26680,6.48740,39.48710,1.4385,1.3921
2017-12-31,2.66470,0.36150,0.57450,25.53820,16.42660,16.42660,24.29140,9.28760,15.45350,0.40930,7.53710,6.61240,55.19970,11.94210,75.79000,6.24300,7.62480,37.55100,0.0328,-0.8508
2016-12-31,3.05490,0.30250,0.43370,27.52510,18.53500,18.53500,26.46620,15.23260,11.67630,0.42410,7.53370,7.30480,49.96700,9.23800,59.61140,4.98620,6.44380,34.55120,0.9011,0.5747
2015-12-31,3.06830,0.30780,0.44460,25.05810,16.06510,16.06510,24.09580,9.58040,6.46300,0.41220,7.38940,8.18660,44.58520,5.22910,39.29150,2.80560,3.61980,33.44690,1.8832,1.2978
2014-12-31,2.03700,0.30520,0.47520,19.62420,17.97290,17.97290,27.30760,9.98070,6.84410,0.37240,7.47840,8.00920,45.57270,4.95960,64.00660,2.57610,3.44590,31.66400,-0.7491,-0.2831
2013-12-31,3.18080,0.39040,0.64050,15.40690,6.87200,6.87200,17.95610,-0.13360,0.88000,0.33550,6.80150,8.15820,44.74010,0.52710,13.05360,0.25130,0.32130,30.24660,0.8737,-0.9908
2012-12-31,2.25700,0.40180,0.71180,13.01070,3.30230,3.30230,16.23260,-4.69040,-2.04860,0.31590,6.66610,8.64470,42.22230,-1.43380,296.52420,-0.66360,-0.85770,28.99350,0.5314,1.0938
2011-12-31,2.12450,0.41420,0.74250,11.06900,2.47390,2.47390,16.57850,-5.99470,-2.75990,0.31160,6.96060,8.14420,44.81720,-1.98480,-1017.00600,-0.91450,-1.16270,29.33670,-0.2764,-0.3674
2010-12-31,1.32870,0.38030,0.68720,11.75230,-0.56820,-0.56820,14.36390,-7.51140,-3.77080,0.30680,7.06010,8.05190,45.33120,-2.59220,-61.37020,-1.22960,-1.60640,30.76770,-2.2103,-2.0081
2009-12-31,0.85550,0.34390,0.67820,16.57550,5.51770,5.51770,20.18460,-0.71440,1.12670,0.31560,6.90550,10.03820,36.36100,0.46190,7.21970,0.21870,0.30310,32.06400,3.7933,3.0232
