,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.97390,0.43440,0.87590,57.53290,25.12050,25.12050,29.26440,23.69100,18.06940,0.29840,9.19650,39.68920,18.21870,-24.86710,5.38140,10.30370,12.53890,1.2825,1.2999
2021-12-31,0.94300,0.42900,0.91020,58.10400,24.48180,24.48180,29.20490,26.06180,20.16650,0.29260,10.01020,36.46280,18.53240,-24.51970,5.90110,10.58220,12.80900,-0.3562,-0.3035
2020-12-31,1.55560,0.46260,0.86090,51.60890,21.93780,21.93780,25.52890,21.54670,16.58670,0.31290,9.93820,36.72710,14.49660,-34.95690,5.18940,7.78990,13.00720,0.5779,0.456
2019-12-31,1.01490,0.34700,0.60060,59.53500,23.88450,23.88450,28.34660,23.93140,18.17760,0.30580,10.09010,36.17430,13.72580,-26.00810,5.55870,8.96350,11.38540,-0.1209,-0.1538
2018-12-31,0.96960,0.35170,0.70310,59.06010,24.03550,24.03550,28.94550,24.87730,10.70840,0.27240,11.13800,32.77060,8.40520,-14.25020,2.91720,5.44910,10.99710,0.2567,0.3191
2017-12-31,1.05270,0.38790,0.71550,61.06890,25.10130,25.10130,29.86320,22.08710,18.46510,0.25710,11.08990,32.91290,12.39800,-22.96790,4.74790,7.58820,11.70560,0.2543,0.2359
2016-12-31,1.11710,0.39890,0.66350,61.44710,22.57020,22.57020,27.15980,3.59070,2.86180,0.26180,8.63400,42.27460,1.95210,-3.93910,0.74910,1.17350,10.86570,0.1176,0.1118
2015-12-31,1.11640,0.29650,0.42150,61.41640,21.15780,21.15780,25.21310,18.51310,12.57710,0.28690,10.76900,33.89360,7.61280,-24.46990,3.60000,5.35560,11.37790,0.1972,0.2081
2014-12-31,1.14090,0.28390,0.39640,59.05710,21.54290,21.54290,25.45710,16.97140,11.82860,0.29000,8.99740,40.56720,7.12810,-22.67990,3.42140,5.10440,11.44190,0.1004,0.0546
2013-12-31,1.12960,0.29510,0.42590,59.01590,21.42640,21.42640,25.22580,18.68580,11.99000,0.25530,8.17050,44.67300,6.20960,-16.08040,3.05320,4.37710,12.17150,-0.0185,-0.0743
2012-12-31,1.46560,0.26100,0.37930,53.65390,22.11540,22.11540,25.44870,17.56410,11.28210,0.34170,9.36940,38.95670,6.69990,-19.65090,3.82170,4.95110,10.48470,-0.1031,-0.1083
2011-12-31,1.08990,0.29360,0.42460,49.15650,20.24430,20.24430,23.58930,16.66670,11.25650,0.24400,11.16230,32.69930,7.68150,-22.22870,2.71800,5.42650,9.57630,0.5286,0.4335
2010-12-31,1.03390,0.31560,0.49080,47.50860,19.77440,19.77440,23.19020,16.48390,12.34720,0.19690,10.70810,34.08650,8.22580,-18.37510,2.40020,5.62950,8.96750,-0.1941,-0.1702
2009-12-31,1.18080,0.27410,0.42310,42.59750,17.67810,17.67810,21.04960,11.46290,7.79830,0.31810,11.33220,32.20900,5.31960,-17.68660,2.45290,3.86140,7.79620,0.9043,0.8126
