,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.44560,0.73730,2.91700,70.39790,34.71230,34.71230,59.39020,24.20560,23.97650,0.17950,11.78080,30.98270,22.48620,-62.10600,4.30360,5.90640,17.20320,0.205,0.0184
2021-12-31,0.61900,0.71340,2.49810,68.56470,31.56150,31.56150,57.69720,18.59620,17.28710,0.16240,11.67590,31.26100,14.02280,-61.46500,2.96620,4.01870,19.11570,-0.7619,0.2274
2020-12-31,0.56070,0.66930,2.03780,66.28430,31.90070,31.90070,59.53770,18.42470,17.10620,0.15060,13.54990,26.93750,11.16160,-20.91090,2.72390,3.69080,21.95130,0.7337,1.8336
2019-12-31,0.62710,0.63210,1.72760,65.53880,27.05190,27.05190,54.34670,15.28720,12.96200,0.14990,9.66950,37.74770,8.19910,-19.43500,2.23630,3.01650,25.21390,0.4304,-0.3002
2018-12-31,0.81610,0.58890,1.44170,65.66110,25.75420,25.75420,54.32030,11.93670,9.47860,0.16390,10.71860,34.05310,5.37550,-15.46110,1.89850,2.20990,27.88190,0.7186,-0.2942
2017-12-31,0.87770,0.56530,1.30960,63.73680,22.72620,22.72620,52.10340,9.21270,7.23850,0.13200,10.69100,34.14100,2.96620,-10.04390,1.13560,1.28950,30.39160,0.065,-0.5495
2016-12-31,1.37800,0.61500,1.61060,63.24920,24.20300,24.20300,52.84370,9.53840,8.26320,0.17290,10.49710,34.77150,4.72400,-19.29070,1.57440,1.81900,20.96070,-0.1298,0.0278
2015-12-31,1.14720,0.62950,1.71390,63.93340,25.82470,25.82470,55.11920,12.93250,40.31290,0.16700,11.69450,31.21120,7.40970,-23.83070,2.39450,2.74550,21.23970,0.5687,0.1241
2014-12-31,1.37640,0.63670,1.76940,63.07730,26.58230,26.58230,56.72380,9.46860,9.79230,0.16740,11.29480,32.31570,5.14040,-16.17680,1.63790,1.86750,20.18000,0.8888,0.3997
2013-12-31,1.18020,0.62340,1.67040,65.41860,30.73210,30.73210,60.06420,8.75860,2.74790,0.13910,11.46640,31.83200,0.86440,-2.95120,0.29130,0.32550,20.77760,1.2604,0.9888
2012-12-31,1.27750,0.78730,3.93430,70.03350,34.31120,34.31120,64.39910,4.14470,7.64400,0.15120,12.61550,28.93270,6.80680,-6.45860,1.24860,1.44790,10.06690,0.4021,0.1035
2011-12-31,1.49000,0.71800,2.55790,71.05440,34.05790,34.05790,66.32460,8.84560,7.28760,0.19280,26.31090,13.87260,7.18350,-11.26780,1.62600,1.79630,9.46350,0.146,-0.2755
2010-12-31,1.23650,0.70970,2.45470,69.05360,30.62640,30.62640,63.96000,-17.99720,-17.65870,0.17940,31.35700,11.64020,-12.73050,19.67940,-2.97300,-3.27240,9.49560,0.1112,-0.0786
2009-12-31,1.58600,0.66180,2.02330,67.40440,25.74990,25.74990,60.82130,-11.30430,-8.01810,0.15380,37.93310,9.62220,-3.88690,10.02410,-1.04160,-1.18710,11.10830,1.9931,1.3876
