,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.47170,0.11770,0.14560,39.31100,20.17200,20.38160,27.00850,20.17200,14.40190,0.95550,18.12150,12.03810,30.32030,22.22140,22.89610,13.81710,19.60610,83.66790,10.3664,8.3902
2021-12-31,1.25930,0.18190,0.22420,40.77990,13.31920,13.75740,24.79060,13.31920,9.61750,0.67830,14.15920,8.82050,41.38080,11.21120,11.57390,6.54980,9.17200,72.51510,9.5454,10.1207
2020-12-31,1.17560,0.24370,0.33390,41.93070,-7.87080,-7.13470,13.46680,-7.87080,-5.85370,0.39490,9.68760,8.25490,44.21610,-4.18980,-4.33360,-2.31910,-3.16880,68.94190,-8.7575,-6.0796
2019-12-31,1.06780,0.14030,0.18580,42.49840,3.77840,4.32310,24.26490,3.77840,1.99570,0.61710,14.40650,10.99560,33.19520,1.95930,2.02140,1.19830,1.68440,77.14930,-1.5832,-1.8264
2018-12-31,1.25210,0.15580,0.22140,40.21550,12.36930,12.81900,24.49340,12.36930,8.91190,0.65520,17.43430,11.05240,33.02440,9.54760,9.83300,5.85360,8.05970,81.79470,5.2814,5.1377
2017-12-31,1.02970,0.18360,0.25960,37.83890,6.50640,6.72300,20.37580,6.50640,6.48810,0.55840,15.77370,9.23090,39.54110,6.20750,6.40180,3.65200,5.06810,78.39490,3.9403,6.5465
2016-12-31,0.93190,0.19390,0.31440,37.98570,-1.88690,-1.71130,15.28580,-1.88690,-0.43420,0.44010,13.10000,8.12320,44.93310,-0.29380,-0.30320,-0.16570,-0.23680,77.56890,-3.6013,2.4657
2015-12-31,1.35190,0.17930,0.25050,40.94250,3.49660,3.49660,18.68830,3.49660,3.31250,0.52350,12.91140,10.76800,33.89660,3.06070,3.15480,1.78040,2.51190,81.73190,-6.2068,-3.2872
2014-12-31,1.32280,0.13330,0.17810,37.62750,14.72000,14.72000,22.64240,14.72000,9.07720,0.79680,20.32450,12.66550,28.81840,12.36310,12.73760,7.25870,10.71470,83.09580,-1.5337,-0.5277
2013-12-31,1.52190,0.11760,0.13580,35.43360,15.68950,15.68950,21.88830,15.68950,9.36120,0.90190,23.15970,10.58400,34.48590,14.35710,14.81400,8.51100,12.66810,78.60930,-1.6347,-5.5511
2012-12-31,1.62870,0.08050,0.08850,36.69440,19.15270,19.15270,24.69730,19.15270,10.82180,1.03830,24.92550,11.52110,31.68090,19.10730,19.77300,11.30390,17.56940,70.80300,-0.7855,-3.2868
2011-12-31,1.58430,0.07430,0.08310,34.74690,18.77530,18.77530,23.86420,18.77530,10.60090,1.21120,29.86670,11.64160,31.35300,22.10490,22.97790,12.89330,20.46170,61.67120,4.9149,1.4434
2010-12-31,1.68350,0.09640,0.10850,34.29010,15.64210,15.66650,22.04090,15.64210,9.28330,1.10910,24.51450,9.87180,36.97410,18.08510,18.91020,10.35670,16.34160,52.70840,5.9406,6.0854
2009-12-31,1.41990,0.09860,0.11360,31.69030,10.79490,10.81130,17.86690,10.79490,6.10770,1.04260,21.20530,9.69530,37.64710,11.41190,12.01120,6.41660,10.28620,46.10250,9.6817,-0.2349
