,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.24950,0.42420,19.11260,19.11260,31.08610,17.37920,14.18440,0.20420,15.10880,16.75790,2.89660,11.33850,50.60840,0.4327,0.5212
2021-12-31,0.15180,0.23440,19.47780,19.47780,31.28800,17.84500,14.57030,0.17180,8.61940,9.12830,2.50250,7.31120,86.80390,0.1656,0.1843
2020-12-31,0.15980,0.21920,20.75570,20.75570,32.90810,18.92570,15.44500,0.16310,8.34300,8.78530,2.51930,7.01000,84.50240,1.5244,1.5139
2019-12-31,0.15610,0.22590,22.43130,22.43130,34.61730,20.56920,16.80360,0.17430,10.43120,11.10340,2.92900,8.80310,67.71540,1.1591,1.1715
2018-12-31,0.20040,0.30750,22.16080,22.16080,34.16640,20.06790,16.29890,0.18630,12.95450,14.10470,3.03740,10.35840,48.92070,-0.9246,-1.1454
2017-12-31,0.15380,0.23430,22.02300,22.02300,33.82410,19.98880,35.00110,0.17700,23.40180,25.18660,6.21200,19.80360,54.37870,0.5803,0.6154
2016-12-31,0.19880,0.30600,21.74490,21.74490,33.66630,19.62660,13.97280,0.18360,11.81530,13.08010,2.51720,9.46640,38.69210,2.5941,2.6801
2015-12-31,0.15500,0.30420,22.37960,22.37960,34.21220,20.34450,13.99600,0.18970,12.73050,14.28610,2.60060,10.75770,33.14170,2.317,2.1054
2014-12-31,0.17440,0.26200,23.77850,23.77850,35.26750,21.67560,14.99790,0.17860,11.24170,12.40810,2.60490,9.28140,36.71900,-1.5006,-1.5047
2013-12-31,0.20790,0.32300,23.91860,23.91860,35.39080,21.61590,15.12400,0.19210,13.43110,15.20970,2.78810,10.63950,28.12880,1.5993,1.5548
2012-12-31,0.18490,0.30000,23.58270,23.58270,34.31300,21.33970,14.74640,0.19120,12.13550,13.50250,2.81900,9.89120,30.85720,1.2029,1.1854
2011-12-31,0.17000,0.26310,23.73690,23.73690,34.53170,21.43020,14.72020,0.20360,12.89280,14.37060,2.99980,10.70100,25.58280,-0.3519,-0.3165
2010-12-31,0.16430,0.24610,24.53060,24.53060,35.72500,22.28780,14.81360,0.20840,12.55140,13.92780,3.11940,10.48910,22.52550,0.3448,0.3302
2009-12-31,0.18980,0.30290,20.77020,20.77020,34.55010,18.52530,12.99980,0.19440,11.35820,12.85980,2.40920,9.20280,18.23520,5.2247,5.19
