,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-06-30,1.19150,0.74860,2.97800,83.38470,-3.79810,-3.79810,-0.44590,-20.14260,-21.91050,0.83390,9.08060,40.19570,-182.99120,123.34210,-18.27090,-46.00100,1.31680,0.1182,-0.0343
2021-06-30,0.70450,,1.18270,83.91580,4.86490,4.86490,9.30920,-30.37930,-33.33040,0.70930,11.88320,30.71550,-236.10790,125.36410,-23.64120,-236.10780,1.17190,1.0244,1.044
2020-06-30,0.87580,,1.54560,83.34710,0.87260,0.87260,6.90660,-21.44810,-21.72350,0.41450,14.21830,25.67120,-60.95090,175.74520,-9.00480,-60.95090,2.32500,0.3908,0.4146
2019-06-30,0.87660,,1.50950,82.62290,-5.23600,-5.23600,0.56900,-50.04070,-52.69040,0.40650,14.53920,25.10450,-112.76010,327.96920,-21.41640,-112.76010,2.33670,0.6072,0.5562
2018-06-30,4.09550,0.47460,0.90340,80.39790,-5.22660,-5.22660,3.79010,-6.59850,-12.87570,0.36380,14.99210,24.34620,-12.50190,-21.32980,-4.68370,-6.56830,3.85580,0.45,0.3979
2017-06-30,1.87380,,,80.77850,-10.17620,-10.17620,-0.24840,-9.62230,-6.85620,0.48290,15.79370,23.11040,-4.75410,-9.21280,-3.31060,-4.75410,3.93400,0.2277,0.338
2016-06-30,3.29190,,,83.41940,-1.28650,-1.28650,3.51070,-1.07360,0.95680,0.46120,21.51270,16.96680,0.59770,0.61510,0.44130,0.59770,3.38420,-0.0056,0.036
2015-06-30,1.26830,,,83.43400,0.53640,0.53640,5.39090,-0.23440,2.12040,0.80450,25.18690,14.49170,3.56480,4.18720,1.70590,3.56480,1.02950,0.1509,-0.0111
2014-06-30,1.35310,,,82.34110,10.55330,10.55330,16.74360,10.33340,8.82440,0.82090,34.90900,10.45580,15.14570,18.14360,7.24400,15.14570,,0.1432,0.1377
2013-06-30,,,,77.75870,8.83360,8.83360,16.95420,7.67820,7.24590,,,,,,,,,0.381,0.3301
