,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,3.69850,0.07150,0.07780,39.35710,25.42520,25.42520,29.60270,23.55120,20.29510,0.79820,4.22060,5.68960,64.15220,21.82200,22.89390,16.19940,20.26210,36.23350,1.8975,1.4639
2021-12-31,2.93220,0.08210,0.10830,41.52420,26.56800,26.56800,30.88710,26.44800,23.37190,0.85450,4.37580,5.79060,63.03330,28.33780,30.04770,19.97100,26.01210,31.47440,1.4205,0.4002
2020-12-31,2.72880,0.12000,0.13760,35.76320,18.95290,18.95290,24.03470,18.69210,16.12560,0.76850,4.29230,5.57200,65.50580,18.66810,20.21130,12.39170,16.42780,25.06080,1.3635,0.7391
2019-12-31,3.09920,0.13950,0.16360,32.92030,16.12040,16.12040,21.74030,15.85960,13.13660,0.78580,5.23630,5.76230,63.34280,15.36360,16.83620,10.32290,13.22070,21.23080,1.0424,0.7546
2018-12-31,3.15260,0.12310,0.14040,31.75730,13.99210,13.99210,20.07100,14.01540,12.04730,0.86790,5.46390,5.95910,61.25130,14.81770,16.28880,10.45530,12.99380,18.84350,0.354,0.691
2017-12-31,2.66010,0.13340,0.15390,32.07430,14.12050,14.12050,20.16760,13.90780,9.42410,0.85840,5.04740,6.31560,57.79380,11.77440,13.09870,8.09000,10.20380,17.31940,0.5483,1.092
2016-12-31,2.66350,0.16830,0.20460,33.22510,12.93490,12.93490,18.94510,12.57700,9.51560,0.87910,5.05620,7.52670,48.49410,12.85010,14.48750,8.36490,10.68690,15.28730,0.0473,-0.4389
2015-12-31,2.14350,0.18270,0.29120,32.56180,9.18700,9.18700,15.60940,8.29400,6.82950,0.82580,5.21260,7.71660,47.30030,9.33690,10.84270,5.63980,7.63090,14.16180,0.3656,0.1196
2014-12-31,2.61030,0.24370,0.35060,31.50420,12.80430,12.80430,19.13610,11.88970,8.94190,0.85130,5.36420,7.94080,45.96520,13.28250,15.76340,7.61210,10.04580,13.42080,-0.5758,0.0145
2013-12-31,2.74670,0.29060,0.41210,31.76700,11.86790,11.86790,18.09410,10.74980,8.20670,0.81860,5.27810,7.36890,49.53270,12.38970,15.09610,6.71810,8.78920,12.91170,0.4782,0.1795
2012-12-31,2.12870,0.34200,0.56450,30.61430,10.66800,10.66800,16.74040,8.57550,6.37240,0.80970,5.41740,7.23660,50.43830,11.07150,14.26300,5.15980,7.28540,10.62540,0.8438,0.3043
2011-12-31,1.94080,0.31370,0.53350,28.45760,9.19230,9.19230,15.54140,7.77490,6.33230,0.85220,5.61920,8.09990,45.06250,11.52850,15.36430,5.39630,7.91240,9.71660,-0.118,-0.4385
2010-12-31,2.57280,0.36400,0.57280,28.79520,8.21040,8.21040,14.83660,6.74390,5.91110,0.85350,5.35100,8.73970,41.76340,10.43630,14.25450,5.04520,6.63750,9.39490,-0.0125,0.4637
2009-12-31,2.32150,0.39560,0.65550,28.75820,9.23560,9.23560,15.68630,7.87160,6.87700,0.83060,5.82120,7.61140,47.95440,12.53670,17.73760,5.71200,7.57670,8.77420,1.8967,0.4518
