,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.90830,0.18860,0.33560,57.73380,16.94900,16.94900,24.94120,14.99390,12.96330,0.36660,4.58790,6.07790,60.05330,7.79470,-26.52340,4.75250,6.32490,27.45420,0.8839,0.7742
2021-12-31,0.67700,0.15960,0.41600,57.22690,15.46810,15.46810,22.99470,12.89320,10.92170,0.31910,4.38390,5.64900,64.61320,6.45370,-17.42310,3.73020,5.42370,26.50240,-1.2739,-1.2069
2020-12-31,1.55440,0.23980,0.47140,56.28560,11.63900,11.63900,19.92490,32.53280,33.32250,0.28870,4.44760,5.71940,63.81830,16.18470,-86.58990,9.04710,12.30370,26.55430,0.2626,0.2855
2019-12-31,1.06390,0.39470,0.85490,54.40960,9.72630,9.72630,17.20900,7.37750,14.67820,0.26170,4.99930,5.12390,71.23420,3.62290,-7.85760,1.53740,2.19280,22.02440,-0.0941,-0.1139
2018-12-31,1.44660,0.31030,0.51870,57.52550,16.97980,16.97980,21.57930,14.88790,75.75260,0.29450,2.80970,3.18000,114.78040,7.41280,-24.55300,3.79840,5.11290,19.76950,0.4971,0.552
2017-12-31,1.83290,0.51580,1.06510,50.75310,19.85720,19.85720,22.64730,18.65150,18.14600,0.54820,5.59440,5.64050,64.71090,23.22090,-44.02790,8.42140,11.24430,10.94940,0.0629,0.0998
2016-12-31,1.69700,0.55510,1.24790,49.93310,19.74080,19.74080,22.82180,18.78880,16.21920,0.65670,4.94440,5.68880,64.16110,27.50650,-36.36810,9.03810,12.23670,7.77970,0.3506,0.4007
2015-12-31,1.20450,,,48.55310,20.54930,20.54930,23.60650,20.54930,13.98010,0.85690,6.07920,6.30940,57.85020,16.66760,182.04430,11.97960,16.66760,,0.1804,0.1365
2014-12-31,1.31000,,,48.11590,19.65060,19.65060,22.45940,20.18560,13.93990,0.86150,6.43190,6.62680,55.07950,16.88290,232.53490,12.00990,16.88290,,2.7425,2.4452
2013-12-31,1.29610,,,48.03840,19.17510,19.17510,21.85380,19.17510,13.93680,0.82350,6.26470,6.54080,55.80390,16.21240,293.29300,11.47640,16.21240,,0.0,0.0
2012-12-31,,,,47.75900,19.49420,19.49420,22.00060,19.49420,13.20070,,,,,,,,,,0.0,0.0
