,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-06-30,0.99360,0.48080,0.92610,42.64930,23.05210,23.05210,32.57610,23.05750,17.87400,0.26160,5.20350,70.14470,91.43030,-722.23980,4.67570,47.46800,7.75130,0.1349,0.1751
2021-06-30,1.06950,0.34490,0.52640,42.41870,22.15600,22.15600,32.25570,22.39990,17.31710,0.30770,5.50170,66.34280,45.82810,122.47820,5.32780,30.02280,13.38240,0.2318,0.1898
2020-06-30,1.04770,0.14850,0.34850,42.11640,21.53350,21.53350,31.43910,21.81390,16.90570,0.37250,5.97620,61.07520,42.87930,110.75440,6.29760,36.51370,13.38030,0.8505,0.8715
2019-06-30,1.05260,0.27050,0.37080,43.15040,21.43410,21.43410,30.88190,21.30090,16.24920,0.33690,5.78450,63.09940,42.46010,114.33140,5.47370,30.97500,12.43640,0.4695,0.5813
2018-06-30,1.04640,0.29720,0.42280,41.56030,19.26600,19.26600,28.95770,17.19580,14.19970,0.34170,6.69000,54.55940,39.80030,117.36600,4.85190,27.97290,10.79280,0.9527,1.0221
2017-06-30,1.09530,0.33490,0.50350,41.44440,19.02440,19.02440,28.64210,21.15180,14.45040,0.33280,7.26230,50.25980,44.95350,110.64490,4.80850,29.89930,8.93710,0.5884,0.3879
2016-06-30,1.10190,0.30940,0.44800,41.37460,18.77390,18.77390,22.05390,19.15270,12.79160,0.26720,6.69490,54.51950,33.32290,65.92210,3.41970,23.01330,9.83450,-0.0161,-0.0648
2015-06-30,1.06250,0.00190,0.00190,41.23880,18.41200,18.41200,21.86950,18.93040,13.27880,0.33040,7.07120,51.61760,28.62640,54.80130,4.15730,28.57170,10.30980,0.3786,0.4243
2014-06-30,1.13760,0.00170,0.32750,40.92740,17.74920,17.74920,21.27920,18.37600,14.82340,0.31900,6.82310,53.49510,18.62910,28.92660,3.87590,18.59710,13.89050,0.5323,0.4493
2013-06-30,1.05990,0.00240,0.00240,40.96480,17.20820,17.20820,20.70850,18.11160,14.88880,0.29260,5.91860,61.66960,18.12950,44.75370,3.47770,18.08660,12.82620,-0.643,-0.7508
2012-06-30,1.08690,0.00270,0.00270,41.44720,18.29660,18.29660,21.87650,19.83600,13.10470,0.34380,7.61330,47.94260,22.49260,58.18000,4.46240,22.43100,12.62700,0.4577,0.6573
2011-06-30,1.06710,0.00570,0.00570,41.94650,18.40740,18.40740,22.15190,19.50580,12.75500,0.28720,7.20470,50.66120,20.71410,56.05330,3.63630,20.59690,12.24610,0.0837,-0.0569
2010-06-30,1.11290,0.00720,0.00730,43.66190,19.83270,19.83270,23.93790,20.86990,13.56900,0.33240,7.91670,46.10490,22.03540,47.28580,4.49440,21.87650,11.13600,0.2501,0.3132
2009-06-30,1.10350,0.00800,0.00800,45.43470,20.65310,20.65310,24.79410,21.49820,15.07740,0.34860,8.41190,43.39080,24.89570,55.94920,5.22690,24.69760,10.60910,3.0894,2.8282
