,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-06-30,2.49690,0.82640,4.76080,61.00210,39.66810,39.66810,43.61240,37.87760,36.06000,0.73130,1.67330,5.08420,71.79150,237.44440,-157.04370,26.37170,41.21760,9.86640,7.8008,7.3254
2021-06-30,2.70830,0.50350,1.01990,59.93250,35.96730,35.96730,40.78510,34.11690,30.03860,0.67360,1.75970,5.29980,68.87100,61.53950,1159.50100,20.22520,30.55650,22.09540,2.7991,2.3955
2020-06-30,2.77890,0.56410,1.29420,57.81290,25.87140,25.87140,36.28570,22.67680,20.95580,0.62570,1.86850,5.24320,69.61350,45.31970,-160.75900,13.09300,19.75430,17.24560,3.9142,3.7794
2019-06-30,2.44000,0.54240,1.27850,59.08480,30.40930,30.40930,35.51390,28.37070,25.73080,0.50720,1.48070,4.61450,79.09800,43.88170,-107.32360,13.04340,20.08210,16.79070,-0.466,-0.8721
2018-06-30,3.74630,0.58000,1.38070,64.17770,38.14560,38.14560,39.69850,36.06740,19.87430,0.71590,1.55180,6.19430,58.92500,49.50690,64.36240,14.22800,20.79530,10.38470,0.9542,0.7551
2017-06-30,3.39640,0.66900,2.20930,63.04000,36.74990,36.74990,38.41180,33.71380,26.61130,0.62910,1.75480,6.09330,59.90140,69.81790,96.67490,16.73980,23.11210,8.45710,2.0102,1.9412
2016-06-30,3.85870,0.81610,4.43750,61.01880,32.18120,32.18120,34.42380,28.75500,23.60270,0.60140,1.66520,4.86680,74.99770,102.22140,201.49010,14.19510,18.79940,4.41870,1.1443,1.2667
2015-06-30,3.89770,0.88280,7.57030,56.81560,23.50140,23.50140,26.36330,15.42730,13.01180,0.58310,1.96670,4.80630,75.94230,86.88280,492.93650,7.58720,10.18560,2.66990,-0.9317,-0.8327
2014-06-30,5.12060,0.16880,0.20310,57.91090,26.35580,26.35580,29.19160,25.07200,19.89330,0.52920,1.87820,5.94370,61.41000,15.88170,17.62560,10.52690,13.20110,22.17820,-0.7622,-0.7112
2013-06-30,5.05090,0.17670,0.21460,56.47040,25.66800,25.66800,28.74720,24.29390,19.10630,0.53770,1.95040,5.41880,67.35750,15.59810,17.40300,10.27260,12.84180,21.04850,-0.1389,-0.2432
2012-06-30,4.82560,0.18380,0.22520,58.06940,32.04110,32.04110,34.94570,30.70970,23.83440,0.62190,2.04370,4.52310,80.69730,22.80180,25.78280,14.82290,18.60990,19.88840,0.702,0.5701
2011-06-30,4.18270,0.20690,0.26090,60.34090,36.54390,36.54390,39.25380,34.96090,25.02190,0.67910,2.18720,5.44370,67.04960,27.77060,32.47000,16.99250,22.02520,17.11900,2.2442,2.1912
2010-06-30,3.67390,0.24920,0.33190,55.20210,17.25470,17.25470,22.88400,15.99230,11.66000,0.46600,2.03040,4.13690,88.23000,9.44980,11.78610,5.43380,7.09470,13.36930,1.4385,1.3004
2009-06-30,4.38520,0.25440,0.34110,43.11180,-38.01700,-38.01700,0.69250,-39.63460,-34.42720,0.42120,2.33610,7.23420,50.45480,-23.95940,-30.67930,-14.49960,-17.86490,12.79900,1.1494,1.147
