,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.58600,1.10320,-10.68800,69.89620,16.15020,16.15020,29.00290,11.83790,11.35040,0.76240,16.61380,21.96980,-100.90530,-11.81500,8.65770,10.41550,-1.28340,-1.2127,-1.1167
2021-12-31,1.04280,1.05390,-20.06390,71.86620,28.54840,28.54840,30.89350,8.58610,9.30930,0.58920,15.82790,23.06050,-140.95280,-8.16810,5.45190,7.59710,-0.69090,-0.0866,-0.1835
2020-12-31,2.04030,1.58220,-2.71760,73.41020,31.18490,31.18490,33.22550,26.38570,6.78840,0.78490,17.45160,20.91500,-41.57980,-20.16190,19.29060,24.20870,-5.28700,-0.1313,-0.1034
2019-12-31,3.67070,0.42570,0.74120,74.29950,31.46630,31.46630,33.56650,25.95580,22.12490,0.24520,17.61360,20.72270,13.27090,21.28840,6.18470,7.62150,46.03640,0.1092,0.0751
2018-12-31,3.12680,0.38730,0.63610,76.29850,31.76400,31.76400,33.85350,26.73130,36.24370,0.25160,6.19600,58.90920,12.70070,233.10430,6.56190,7.78120,42.40860,-1.7824,-1.0565
2017-12-31,2.65740,0.40180,0.67640,80.31570,5.69860,5.69860,9.21840,2.02460,9.21990,0.56360,10.87810,33.55360,12.14900,-129.72250,6.10120,7.26730,35.66810,0.5839,0.6737
2016-12-31,2.58310,0.44040,0.79700,75.93130,-1.03900,-1.03900,12.54330,-2.58240,-1.31470,0.67580,14.26320,25.59030,-0.80330,6.00780,-0.34760,-0.44950,25.65150,-0.2954,-0.5674
2015-12-31,2.53080,0.43800,0.79740,75.91530,5.55840,5.55840,12.25040,4.42260,3.69780,0.62270,12.91980,28.25130,5.11660,-24.10330,2.18500,2.87550,26.68540,-0.1924,-0.2491
2014-12-31,2.27980,0.35140,0.54190,72.33670,12.17950,12.17950,16.00910,8.68070,13.34190,0.73050,13.17130,27.71190,11.76820,-92.44710,5.51010,7.63250,23.68700,0.0507,0.3302
2013-12-31,2.51390,0.38440,0.62450,67.66920,14.09870,14.09870,18.02700,13.77120,9.45370,0.71390,14.57510,25.04280,16.29460,-72.02390,6.65450,10.03060,21.04070,0.9292,0.5534
2012-12-31,1.85110,0.25350,0.34890,64.59440,11.55220,11.55220,14.70300,10.32020,5.68620,0.73600,12.18700,29.95000,9.94630,-43.39220,4.46280,7.42460,20.26600,-0.1396,-0.266
2011-12-31,2.16990,0.04660,0.04890,63.39360,9.60270,9.60270,13.42780,8.32860,8.46020,0.60400,11.63330,31.37540,8.95700,78.55120,5.14890,8.53940,23.64010,0.7422,0.6933
2010-12-31,4.32640,0.04470,0.04680,63.72130,3.04220,3.04220,10.33690,1.38600,6.07030,0.49170,13.68790,26.66590,-0.45820,-1.15180,-0.28220,-0.43770,23.19920,0.6911,0.5613
2009-12-31,6.89010,0.02970,0.03060,68.08120,-77.07660,-77.07660,8.40360,-70.32020,-72.68330,0.33530,14.40720,25.33460,-30.57950,-50.36300,-23.81720,-29.67030,25.86430,2.5148,2.2699
