,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.17180,0.68390,2.20630,100.00000,55.15130,55.15130,65.65630,52.75890,44.65530,0.57420,6.49260,56.21820,156.23030,-197.61190,25.64300,49.39070,6.64850,1.9901,1.6808
2021-12-31,1.28770,0.63970,1.88280,100.00000,53.38910,53.38910,64.49380,54.58060,46.00190,0.50130,6.28210,58.10160,117.66220,-219.92400,23.06140,42.39220,7.53370,2.3584,2.2417
2020-12-31,1.61330,0.64950,1.95310,100.00000,52.81350,52.81350,63.61020,50.71560,41.89920,0.45560,5.78270,63.11940,98.81320,-2849.33300,19.08950,34.63350,6.52060,-0.8259,-0.8174
2019-12-31,1.41990,0.59030,1.44110,100.00000,57.24100,57.24100,67.09120,57.63790,48.08390,0.57750,6.71560,54.35110,137.19790,1694.78100,27.76710,56.20330,5.87590,2.0632,1.8322
2018-12-31,1.39490,0.51850,1.16910,100.00000,48.70900,48.70900,60.04010,48.18730,39.19060,0.60140,6.56850,55.56790,108.13950,384.70130,23.56800,52.07070,5.25510,0.66,0.5733
2017-12-31,1.56910,0.49670,0.98670,100.00000,52.98870,52.98870,64.49550,52.18850,31.32750,0.58590,6.34690,57.50860,71.22070,291.72880,18.35530,35.84840,5.21540,1.072,1.0243
2016-12-31,1.83570,0.47680,0.91130,100.00000,53.46140,53.46140,64.90350,52.39420,37.66700,0.57700,7.61020,47.96210,71.41100,126.60640,21.73490,37.36190,5.25810,0.6047,0.5586
2015-12-31,1.75210,0.35030,0.53910,100.00000,52.52920,52.52920,64.21850,51.28790,39.39170,0.59490,8.95920,40.74020,62.81760,113.06410,23.43390,40.81460,5.43190,0.6924,0.6774
2014-12-31,1.76740,0.17960,0.21890,100.00000,54.08330,54.08330,64.80250,53.79730,38.31160,0.61590,8.51310,42.87520,53.00410,78.83610,23.59580,43.48400,5.92360,-0.4888,-0.5285
2013-12-31,1.81530,,,100.00000,54.17470,54.17470,64.53320,54.13860,37.48800,0.58360,8.60460,42.41940,41.57440,54.65710,21.87900,41.57440,6.27620,1.0599,0.9871
2012-12-31,1.90730,,,100.00000,53.26750,53.26750,63.40140,53.21340,37.32920,0.59310,7.99030,45.68060,39.81820,53.41720,22.13930,39.81820,5.62220,0.2531,0.2176
2011-12-31,1.83570,,,100.00000,40.40810,40.40810,43.29760,40.92940,28.38840,0.62790,8.30940,43.92610,32.43150,45.40260,17.82480,32.43150,4.63250,0.7949,0.7723
2010-12-31,2.05350,,,100.00000,49.68410,49.68410,52.35600,49.77430,33.27320,0.62680,8.52150,42.83260,35.41030,46.07130,20.90080,35.41030,3.98480,0.2354,0.2279
2009-12-31,1.57970,0.00620,0.00630,100.00000,44.32240,44.32240,48.77430,43.49870,28.69190,0.68260,9.51310,38.36830,41.65720,52.47490,19.58500,41.39790,2.70630,1.06,0.9523
