,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,1.45250,0.35480,0.55820,22.29500,6.15060,6.15060,8.16810,5.87250,4.31580,1.01790,4.38210,83.29280,11.72020,-28.91480,4.88010,7.56150,47.91780,-1.8652,-2.0751
2021-09-30,1.33710,0.32220,0.48430,21.59830,4.88260,4.88260,6.66230,4.93590,3.38500,0.96310,4.54390,80.32690,7.04320,-15.09440,2.87590,4.77400,46.35500,-0.5468,-0.3598
2020-09-30,1.54320,0.22260,0.28640,19.06590,3.95060,3.95060,5.28940,3.25200,3.62530,1.09820,4.28340,85.21190,6.58990,-87.35050,3.12350,5.12280,45.13110,8.7116,8.7465
2019-09-30,1.33770,0.17230,0.24290,19.44620,3.17830,3.17830,4.50720,2.75520,6.65720,1.11120,4.48480,81.38540,5.44330,-95.45320,2.73940,4.50520,43.41290,-6.1307,-6.39
2018-09-30,1.44850,0.26510,0.36120,20.40260,3.66210,3.66210,5.53920,3.12840,1.54470,0.83660,4.20850,86.73020,0.09000,0.92940,0.04230,0.06610,41.79750,-1.2864,-0.9897
2017-09-30,1.55550,0.04980,0.05310,19.90540,3.85680,3.85680,5.79220,3.84120,4.64010,0.85760,3.01070,121.23430,3.78960,14.85670,2.30390,3.60100,37.27470,-0.8141,-1.3059
2016-09-30,1.60680,0.08170,0.08950,16.12370,3.08820,3.08820,4.27360,2.61510,1.91960,1.48970,5.18240,70.43110,4.95390,23.47940,2.91460,4.54910,35.80110,1.7564,1.9836
2015-09-30,1.57620,0.11830,0.13720,16.24730,3.67750,3.67750,4.90980,3.55050,2.50080,1.55600,4.75330,76.78940,7.54930,34.46460,4.22410,6.65630,35.37440,-1.6097,-1.4817
2014-09-30,1.65630,0.14500,0.17770,16.33520,4.15960,4.15960,5.30500,4.27070,2.58450,1.50170,4.42720,82.44540,7.81490,33.88560,4.16520,6.68180,34.19780,2.027,2.1402
2013-09-30,2.14000,0.08900,0.10310,15.58860,5.66050,5.66050,6.49710,5.59760,3.58000,1.62470,4.63650,78.72330,10.36130,21.92580,6.05130,9.43900,32.27260,1.0956,0.852
2012-09-30,2.06750,0.12320,0.14050,15.85300,5.47170,5.47170,6.39720,5.44660,3.47860,1.59280,4.63780,78.70050,10.40080,22.35880,5.71620,9.11920,28.92880,0.4709,0.521
2011-09-30,1.46650,0.00060,0.17090,15.02160,4.99840,4.99840,5.91700,4.97670,3.18860,1.67470,4.99720,73.04080,10.08670,23.10890,5.40750,10.08050,26.00760,0.081,-0.389
2010-09-30,2.23250,0.00020,0.02790,13.43960,4.03490,4.03490,4.92740,3.95270,2.48070,2.11690,5.97380,61.10050,8.59660,14.10550,5.25810,8.59510,22.75400,-2.4915,-2.3396
2009-09-30,2.17490,0.00030,0.00690,13.61150,5.41160,5.41160,6.16460,5.44270,3.48690,2.58940,7.08490,51.51790,15.17070,23.46060,9.01440,15.16640,21.18230,4.2692,3.8415
