,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.43740,1.38670,32.87700,24.77150,0.03290,13.14160,18.41410,0.86510,6.41110,33.46360,7.5496,7.5496
2021-12-31,0.36710,0.79300,42.54630,31.82810,0.04170,16.29060,19.29350,1.39290,9.12450,37.33530,4.1633,4.1633
2020-12-31,0.43460,0.98770,31.15860,23.79510,0.03510,10.44150,12.17550,0.90000,5.24620,35.64770,-0.6275,-0.6275
2019-12-31,0.43350,1.21730,40.19830,30.79190,0.04320,14.93800,17.53820,1.40200,7.49700,34.20970,-3.3609,-3.3609
2018-12-31,0.44450,1.07400,41.04630,32.08780,0.04520,15.59780,18.31550,1.52430,7.66050,32.11830,2.6038,2.6038
2017-12-31,0.39380,0.98480,37.01680,29.11800,0.04400,14.13200,16.89820,1.35330,7.63260,29.99800,0.7504,0.7504
2016-12-31,0.41010,0.98650,41.28460,28.46880,0.04400,14.00830,16.84520,1.33280,7.31520,28.24720,-1.8609,-1.8609
2015-12-31,0.40660,1.28060,42.35010,29.57650,0.04490,14.36010,17.39580,1.40640,7.52010,26.82630,2.015,2.015
2014-12-31,0.42210,1.40720,42.73120,29.83970,0.04650,14.99040,18.68620,1.46770,7.73020,24.73200,-3.2494,-3.2494
2013-12-31,0.32410,1.13990,43.04250,30.77950,0.04960,15.47060,19.71590,1.57460,9.26670,22.91110,1.9931,1.9931
2012-12-31,0.38790,1.28690,42.49260,29.60620,0.05140,15.46570,19.31870,1.55150,8.34560,21.53970,-0.9093,-0.9093
2011-12-31,0.47750,1.78490,40.07860,28.54290,0.04860,14.79380,20.54230,1.40770,7.15440,18.31110,2.3783,2.3783
2010-12-31,0.50980,2.11380,30.92100,24.53070,0.04410,11.49970,17.98400,1.06080,5.27810,15.78530,-1.3599,-1.3599
2009-12-31,0.55000,2.39650,24.11800,16.52160,0.03880,8.89070,15.70490,0.79560,3.77610,13.93720,4.0882,4.0882
