,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-06-30,1.12820,0.07680,0.08330,41.91040,24.42860,24.42860,33.57090,24.30750,18.67920,0.79120,5.36870,67.98720,26.26740,192.45900,14.77930,24.24900,18.95780,0.7589,0.4804
2021-06-30,1.04390,0.07050,0.07590,39.51860,22.67740,22.67740,32.67310,22.62080,17.71500,0.75260,5.22030,69.91970,23.60880,199.95560,13.33250,21.94410,17.82780,-0.5279,-0.2846
2020-06-30,1.35210,0.00010,0.00020,40.57610,22.42850,22.42850,32.55220,22.45500,17.48120,0.69880,5.27050,69.25390,19.14370,74.56530,12.21620,19.14120,20.22300,0.0,0.0872
2019-06-30,1.21170,,,40.57610,22.42850,22.42850,32.55220,22.45500,17.48120,0.77680,5.17560,70.52310,20.76030,95.41210,13.57850,20.76030,18.56150,1.3239,2.4444
2018-06-30,1.05060,,,41.99490,24.30680,24.30680,34.64030,24.21530,24.81880,0.72340,4.61150,79.15020,27.59460,157.85800,17.95490,27.59460,17.14170,0.746,-0.4894
2017-06-30,1.10370,0.04620,0.04840,41.95340,24.61420,24.61420,34.68320,24.56040,16.53550,0.72730,4.67350,78.10050,22.24320,217.71100,12.02550,21.21540,13.33000,-0.0295,0.1177
2016-06-30,0.97340,,0.00020,42.88910,26.69770,26.69770,36.26830,26.61480,18.37140,0.74620,5.02540,72.63080,24.98140,305.54230,13.70780,24.98140,12.65910,0.0149,0.9507
2015-06-30,1.11250,0.04810,0.05310,42.65710,25.30390,25.30390,34.77670,25.19050,16.81440,0.68390,5.06240,72.09990,21.30250,226.18330,11.49920,20.27780,12.26340,0.5798,-0.001
2014-06-30,0.87400,0.00380,0.00940,42.09110,24.57420,24.57420,33.76050,24.51220,15.91540,0.69800,5.05730,72.17350,19.30100,202.99510,11.10930,19.22690,11.70680,0.4315,0.5263
2013-06-30,1.05050,0.00720,0.01510,41.66000,22.64120,22.64120,31.70120,22.12680,15.13380,0.66220,4.66580,78.22860,16.50000,86.68020,10.02220,16.38130,11.91710,0.5386,0.2949
2012-06-30,1.16510,0.09750,0.13390,41.15520,22.75720,22.75720,32.05480,22.30840,14.94010,0.62840,4.48740,81.33810,15.46610,94.54640,9.38810,13.95860,11.42690,0.2607,0.0649
2011-06-30,0.93020,0.12700,0.17510,41.30060,22.37230,22.37230,31.73360,21.46170,14.21780,0.64210,4.30450,84.79550,15.62570,300.87800,9.12950,13.64190,10.18730,0.2087,0.4536
2010-06-30,0.88460,0.26660,0.50470,41.25340,21.78530,21.78530,30.33290,21.61120,14.08940,0.53610,3.88410,93.97400,15.70820,-111.26320,7.55310,11.52080,8.78640,0.1261,-0.1374
2009-06-30,1.04420,,0.10130,40.15580,21.17590,21.17590,29.77940,21.09860,13.82820,0.70960,3.81520,95.66900,16.45670,53.70510,9.81270,16.45670,7.49280,2.4353,1.7728
