,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,2.17510,0.59970,1.72150,72.63910,23.99180,23.99180,28.50430,-16.34510,-12.95560,0.46980,12.83750,28.43240,-24.72350,-142.98540,-6.11030,-9.89590,9.56030,0.0319,-0.1031
2021-12-31,1.97120,0.44140,0.92880,74.56810,28.05180,28.05180,32.86950,3.81960,130.59500,0.39130,15.30100,23.85460,2.57720,4.50000,0.94640,1.43960,16.46130,0.6384,0.6137
2020-12-31,1.79660,0.68490,2.17520,79.79540,29.63800,29.63800,36.19290,37.60960,63.71710,0.46060,13.64110,26.75740,69.83990,-337.90760,12.87930,22.00690,5.20610,-0.2688,-0.3202
2019-12-31,1.15740,0.71050,2.80940,78.66470,23.82560,23.82560,31.90200,22.23720,24.04090,0.40880,13.38560,27.26810,49.93030,-84.19510,7.88490,14.45580,3.60550,0.9558,0.9909
2018-12-31,1.59990,0.55030,1.46970,76.61270,20.25430,20.25430,27.59540,26.00000,29.24860,0.37910,12.14890,30.04390,33.88000,206.80270,9.32560,15.23700,6.86450,-0.2747,-0.2773
2017-12-31,2.17590,0.53430,1.24430,77.62670,22.80650,22.80650,29.61620,22.91730,-10.24480,0.38200,14.26290,25.59080,-12.58540,-31.58720,-3.89830,-5.86130,7.82220,0.4865,0.4077
2016-12-31,2.30700,0.41610,0.85020,78.44700,25.00540,25.00540,32.34030,39.26650,78.14580,0.38990,15.70610,23.23940,69.12420,122.72570,30.54890,40.36460,9.69550,-0.8354,-0.8351
2015-12-31,3.49270,0.50650,1.02630,79.38780,25.57030,25.57030,33.56610,28.00280,20.07680,0.48390,13.88050,26.29600,29.60770,95.67570,10.96590,14.61160,5.55410,-1.2323,-1.2826
2014-12-31,1.51340,0.25400,0.38320,81.08080,28.16840,28.16840,35.92720,28.61210,0.52330,0.19480,14.65000,24.91470,-4.34540,-5.72770,-1.91660,-3.24180,16.26310,0.7337,0.7529
2013-12-31,1.84220,0.14830,0.17440,81.93050,29.72020,29.72020,37.71350,31.13720,34.58880,0.19900,0.63770,572.36520,8.74110,15.38060,4.98220,7.44490,18.27430,0.8812,1.3222
2012-12-31,1.95880,0.16440,0.21660,70.03980,20.52300,20.52300,29.05060,21.91590,18.54040,0.37960,1.27050,287.28960,12.50420,23.29460,7.03730,10.44810,16.12440,0.4296,0.2056
2011-12-31,1.88020,0.07840,0.11660,70.29690,20.36560,20.36560,28.43290,33.55650,27.71200,0.42650,1.89430,192.68070,18.00890,39.57590,11.81920,16.59730,13.94250,0.4242,0.2364
2010-12-31,2.45000,0.08900,0.11730,71.99650,22.43340,22.43340,30.75580,22.91390,19.67020,0.41610,3.04680,119.79690,11.76960,21.01930,8.18500,10.72250,11.79170,-0.1592,-0.2702
2009-12-31,2.32300,,,71.58640,16.69190,16.69190,25.98390,32.98990,27.37480,0.47410,3.40190,107.29360,17.32780,34.74170,12.97840,17.32780,10.62390,2.2285,1.7939
