,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.51940,0.49220,1.01590,37.14030,9.51170,9.51170,12.65010,7.82350,5.81240,0.85090,4.88380,5.34420,68.29790,15.74010,-59.22600,5.09060,7.99270,28.54000,-2.4664,-2.803
2021-12-31,1.42130,0.50620,1.02650,38.78110,10.14760,10.14760,13.48650,10.80230,8.56450,0.78690,4.73790,5.33060,68.47280,22.47700,-55.00000,6.74910,11.09910,27.17600,-2.4287,-2.5042
2020-12-31,1.40720,0.47070,0.98870,43.78340,11.60910,11.60910,15.28840,9.84530,7.65510,0.70740,4.48240,5.07480,71.92350,18.41790,-65.38460,5.47660,9.74880,24.56840,0.2211,0.6772
2019-12-31,1.41030,0.45650,0.93500,42.86940,11.68630,11.68630,15.06010,10.96660,8.20680,0.85530,5.06020,5.49560,66.41620,23.48700,-105.92660,7.16630,12.76400,22.92520,2.7542,2.6951
2018-12-31,1.36310,0.47980,1.06000,41.45310,11.68210,11.68210,14.91480,11.01210,8.72250,0.96000,5.04820,5.40390,67.54420,28.31780,-102.29010,8.36720,14.73010,20.06270,-0.1042,-0.3826
2017-12-31,1.66290,0.42160,0.73100,44.33820,14.06290,14.06290,17.18200,13.59510,10.80820,0.89180,4.74510,5.08030,71.84670,24.50640,-441.26980,8.40490,14.17500,22.58200,1.0298,1.0545
2016-12-31,1.54570,0.43520,0.89850,46.28590,13.77720,13.77720,16.86060,5.45900,6.11770,0.90480,5.06270,5.37680,67.88440,11.49540,-88.28130,3.58250,6.49280,19.10000,-1.8738,-1.7232
2015-12-31,1.42960,0.44270,0.84970,45.32690,12.80110,12.80110,15.93290,12.25340,9.87290,0.83400,4.69320,5.25690,69.43230,26.27740,-171.20820,7.80040,14.64540,18.99380,1.4612,1.9067
2014-12-31,1.32160,0.40160,0.76240,43.56030,12.26420,12.26420,15.30660,9.10010,14.21130,0.84350,4.57420,5.25440,69.46620,21.06360,-117.10670,6.32450,12.60510,19.35910,-0.7066,-1.0215
2013-12-31,1.74460,0.39350,0.65530,41.71750,10.17880,10.17880,13.34740,8.59450,22.64980,0.89930,4.55810,5.21380,70.00630,18.71870,114.33610,6.13380,11.35360,18.74560,0.4108,-0.2277
2012-12-31,1.72940,0.43800,0.92780,40.09930,8.63160,8.63160,11.77680,6.52690,7.41760,0.79900,4.50440,4.50980,80.93530,15.73350,142.85710,4.28270,8.84270,14.07210,1.2536,1.1283
2011-12-31,1.80820,0.50910,1.06850,40.20380,9.98250,9.98250,13.21370,9.29070,8.32510,0.91450,4.89420,4.64770,78.53340,27.91640,-283.77580,6.68890,13.70370,11.34380,0.559,0.4674
2010-12-31,1.94700,0.51330,1.06210,38.80650,10.17660,10.17660,13.67800,9.64760,5.72900,0.89640,5.22190,4.83190,75.53970,22.95850,-571.42860,5.87650,11.17320,11.94960,-0.1152,-0.37
2009-12-31,1.67210,0.43940,0.85310,38.40180,5.80110,5.80110,9.72300,5.04130,2.74530,0.85950,4.87020,4.65720,78.37410,10.86180,-153.23740,2.99160,6.08920,11.83690,4.0634,3.4713
