,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,1.40260,0.47230,1.03950,43.04490,20.71080,20.71080,24.09820,17.71590,14.56240,0.47680,2.04420,1.95270,186.92030,26.28530,-85.95310,7.58130,13.87030,24.27920,1.3894,1.1289
2020-12-31,1.54670,0.49540,1.09500,44.20410,19.43520,19.43520,22.94010,15.72130,11.85020,0.45570,2.36410,1.99210,183.22730,19.39880,-52.15790,5.68310,9.78910,23.07000,1.2601,1.4569
2019-12-31,1.49590,0.54200,1.27230,45.19940,17.82290,17.82290,21.07900,14.20890,10.32370,0.46690,2.48400,2.06610,176.66450,21.21890,-35.40490,5.50510,9.71840,19.83680,0.9895,0.8889
2018-12-31,1.34640,0.40050,0.83870,43.86630,17.28930,17.28930,20.79430,14.19740,11.71680,0.42960,2.34570,1.99890,182.59800,16.74560,-55.93590,5.38990,10.03850,24.26940,0.2122,-0.1133
2017-12-31,1.65330,0.52510,1.17680,37.60270,6.26190,6.26190,10.12560,3.78480,21.16780,0.27490,1.59130,1.23870,294.67350,-4.91670,11.84590,-1.44570,-2.33500,20.15250,-1.2011,-0.8226
2016-12-31,1.98110,0.47440,0.94980,36.67730,10.50060,10.50060,14.46300,7.12120,8.23590,0.41350,3.35710,1.50010,243.31900,6.55800,16.87760,2.12890,3.44690,14.90760,6.3786,6.1
2015-12-31,2.04490,0.51620,1.12610,32.13170,-5.88120,-5.88120,-2.79810,-8.32600,19.63070,0.39380,2.11270,1.34550,271.28100,-11.14080,-72.01900,-3.36080,-5.38960,14.27770,-5.4614,-4.4913
2014-12-31,1.53600,0.42140,1.06400,37.15900,12.72900,12.72900,15.59820,11.16400,9.43630,0.61180,3.37030,2.03350,179.49260,19.66750,31.88890,5.77540,11.38040,11.73140,0.3684,0.2097
2013-12-31,1.48240,0.42330,1.17800,38.35880,18.82010,18.82010,21.63100,16.07310,9.33660,0.59800,2.80330,2.10920,173.05060,23.63720,40.81720,7.09810,13.63070,12.01120,-0.1768,-0.1163
2012-12-31,1.92150,0.36890,0.62030,37.19460,19.54900,19.54900,22.94790,17.52840,12.14700,0.77960,3.33370,3.17580,114.93020,29.79160,43.22910,10.59010,18.80180,11.29370,-0.0694,-0.2407
2011-12-31,2.03220,0.37400,0.63310,36.24810,19.34590,19.34590,22.62620,18.21950,12.05090,0.81110,4.11590,3.26030,111.95350,32.22910,47.17700,11.22750,20.17570,9.33670,0.2353,0.1053
2010-12-31,1.70870,0.29720,0.53640,33.71630,17.29620,17.29620,21.58330,11.24730,5.53540,0.93870,5.93900,3.65380,99.89680,18.37370,23.22490,6.58150,12.91220,8.31770,0.3688,0.486
2009-12-31,2.09770,0.34160,0.56830,31.22920,16.54170,16.54170,21.04240,10.96880,8.04610,0.90120,5.54520,3.77030,96.80990,22.68110,27.82590,8.19460,14.93230,7.81240,2.0566,0.9836
