,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.20440,0.90850,10.18850,29.28830,11.53380,11.53380,17.84400,8.32290,4.82690,0.68580,75.23280,4.55170,80.18910,87.70380,-12.03420,4.53790,8.02830,9.68790,-1.2359,-1.0303
2021-12-31,1.32070,0.90310,9.51580,31.38350,15.46950,15.46950,21.32740,13.06930,8.42130,0.67860,74.21170,4.82010,75.72520,129.44130,-19.27170,7.07740,12.53720,9.62230,1.4226,1.2394
2020-12-31,1.27160,0.83480,5.16090,30.83810,14.67140,14.67140,20.12940,11.41290,6.69780,0.67990,71.56650,4.73610,77.06690,64.10270,-18.19790,5.91180,10.58970,14.25190,2.6658,-22.6512
2019-12-31,1.55570,0.77480,3.49610,30.50450,14.42960,14.42960,19.83120,10.49690,7.12110,0.65790,80.80210,4.94060,73.87720,39.48750,-19.89130,5.29020,8.89420,18.42970,3.1949,28.2755
2018-12-31,1.72230,0.67650,2.58470,28.14010,13.37870,13.37870,18.56100,9.19330,1.39760,0.59680,76.32180,4.75790,76.71400,20.21490,-25.88380,4.13430,6.53970,23.48980,0.2801,-0.3272
2017-12-31,2.85920,0.65210,1.91080,29.75760,16.66650,16.66650,23.81470,12.86970,6.10130,0.57320,42.02450,5.02740,72.60150,22.02030,-58.53660,5.67040,7.66110,26.77850,0.3737,-0.1442
2016-12-31,1.47360,0.64840,1.87740,30.59440,18.95600,18.95600,25.68270,15.15860,8.21740,0.57090,46.32610,5.97480,61.09000,24.56510,-96.14290,6.35190,8.63640,24.92750,2.4237,1.8761
2015-12-31,1.87700,0.63900,1.79580,31.31740,11.38790,11.38790,17.77950,6.89610,2.70210,0.53910,36.94500,4.49610,81.18080,9.45830,-8.15370,2.59720,3.41400,24.23870,0.4733,0.2064
2014-12-31,1.74090,0.60760,1.57060,28.72820,14.18620,14.18620,18.80470,10.23570,5.65150,0.72630,67.01230,6.36380,57.35560,16.10600,-14.58370,4.90040,6.32060,24.85760,-1.5296,-1.8597
2013-12-31,1.41030,0.63870,1.82730,30.30990,13.17690,13.17690,17.66610,9.56280,5.38460,0.68800,92.31890,6.37770,57.23090,16.15370,-11.21810,4.35100,5.83650,21.60570,2.639,2.8427
2012-12-31,1.43180,0.68010,2.18530,31.79380,15.84460,15.84460,20.04560,12.23150,6.54770,0.51120,71.46850,4.69850,77.68440,16.37660,-8.95400,4.00550,5.23920,18.56390,-0.494,-1.6003
2011-12-31,1.96890,0.66080,1.98620,31.16830,17.15310,17.15310,21.12400,13.61600,7.10060,0.75610,61.18530,4.55890,80.06330,26.07060,-20.83300,6.64110,8.84440,12.11080,2.0384,1.6826
2010-12-31,2.83750,0.67510,2.11510,28.80800,15.97860,15.97860,19.74700,11.91780,6.52260,0.76650,58.25520,4.46280,81.78810,23.67860,-21.75940,5.94450,7.69200,10.60990,0.8736,0.8274
2009-12-31,2.19930,0.61680,1.65540,30.46400,15.40210,15.40210,19.15560,12.41800,6.92850,0.80720,60.56660,4.45510,81.92830,21.84740,-25.31280,6.34230,8.37120,10.64480,3.2002,1.919
