,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.28420,0.18390,0.41450,64.83420,-91.16490,-91.16490,-82.56980,-94.58990,-96.07330,0.37410,2.83800,6.83160,53.42820,-66.73740,-5872.00000,-35.94520,-54.46450,41.76580,-1.1125,-1.5566
2021-12-31,2.48220,0.13630,0.15780,69.68630,-2.71760,-2.71760,3.53510,19.53160,16.83610,0.29740,3.18330,6.98460,52.25810,7.09500,202.12200,5.00760,6.12790,68.40770,-3.688,-3.7885
2020-12-31,3.60370,0.12540,0.25220,68.01480,17.90680,17.90680,24.91510,26.42790,20.25320,0.42700,2.78490,6.65090,54.87960,13.97530,17.94800,8.64860,12.22280,32.15070,0.2436,0.3693
2019-12-31,6.69320,0.19830,0.24730,69.63030,27.80130,27.80130,34.40590,31.55520,28.28110,0.48430,2.99720,6.18320,59.03050,21.46110,27.16800,13.53200,17.20540,31.38100,-0.6107,-0.0269
2018-12-31,2.48890,0.18800,0.51940,69.00690,26.49270,26.49270,33.09330,26.82270,24.78250,0.47890,2.67620,6.48440,56.28860,20.33810,27.64230,11.23730,16.51530,26.15650,1.7522,1.8603
2017-12-31,3.99460,0.30070,0.48600,66.35170,22.02040,22.02040,28.77910,37.89970,26.38080,0.52350,2.78080,6.69590,54.51130,24.66350,37.60400,12.89710,17.24750,18.70070,0.6487,0.3108
2016-12-31,3.28790,0.31750,0.56430,69.47460,24.47870,24.47870,31.60970,23.39450,19.30780,0.56010,2.44000,6.29400,57.99210,18.85460,34.21260,9.99770,12.86830,15.54800,-0.0117,-0.8086
2015-12-31,3.43460,0.35460,0.59510,69.77480,27.61260,27.61260,35.09010,26.26130,20.81080,0.60200,2.47810,5.75830,63.38650,24.77610,55.69720,12.41950,15.99050,12.61090,1.9104,1.6621
2014-12-31,2.61660,0.40280,0.88260,69.71850,27.65250,27.65250,35.74560,24.10920,18.98350,0.55740,2.94880,6.43050,56.76080,24.15580,83.45680,10.58050,14.42500,10.18460,0.6034,0.458
2013-12-31,5.02240,0.38810,0.65320,64.16420,9.43630,9.43630,18.87650,11.21000,8.81720,0.47070,3.30500,5.94770,61.36830,8.17300,26.16210,4.15060,5.00140,12.00410,0.5782,0.5266
2012-12-31,5.86740,0.37920,0.63880,67.35020,17.47930,17.47930,26.21430,19.38220,13.16950,0.44760,2.36260,5.34260,68.31940,11.47100,18.46680,5.89430,7.12120,10.63860,-0.3945,-0.349
2011-12-31,6.80690,0.42890,0.75090,67.17900,18.89670,18.89670,28.49990,12.60450,8.20700,0.48070,2.69010,6.07030,60.12910,8.05680,13.39150,3.94510,4.60150,8.81030,0.6773,0.4647
2010-12-31,2.35430,,0.26020,66.63480,23.44570,23.44570,30.47050,20.53510,13.83460,0.49090,2.11800,5.45140,66.95530,10.42780,15.08330,6.79080,10.42780,9.45970,0.6444,0.6812
2009-12-31,2.22460,,0.33580,68.11630,18.84920,18.84920,26.57370,17.12760,10.84770,0.46600,2.28990,4.22390,86.41310,8.36350,11.90780,5.05480,8.36350,7.23370,1.256,0.8718
