,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-06-30,2.69130,0.44330,0.79730,45.69450,31.24060,31.24060,33.17790,30.14510,26.73290,1.00180,2.35870,3.99350,91.39950,73.35170,98.79610,26.78170,40.83850,45.83590,-2.6498,-4.1304
2021-06-30,3.30300,0.45290,0.82990,46.52840,30.64390,30.64390,32.74390,29.88350,26.72240,0.92030,2.90810,4.83280,75.52550,64.84710,88.73400,24.59360,35.47490,42.29580,10.4286,9.3895
2020-06-30,3.43200,0.48950,1.12100,45.88170,26.61890,26.61890,29.29220,25.63510,22.41720,0.68990,2.86100,4.78980,76.20320,43.44090,63.77960,15.46640,22.17530,35.66680,-5.5977,-5.0631
2019-06-30,3.60950,0.44730,0.95060,45.14870,25.53180,25.53180,28.73570,25.34370,22.70080,0.80440,3.43810,6.63240,55.03310,46.39610,72.52170,18.25990,25.64250,32.70240,5.1703,4.7852
2018-06-30,2.90450,0.21540,0.36730,46.62850,29.00880,29.00880,32.08560,28.45350,21.49210,0.88760,3.15110,5.08830,71.73260,36.18030,49.83320,19.07680,28.38670,41.94000,3.6478,2.9847
2017-06-30,3.09900,0.20350,0.38550,44.96540,23.73620,23.73620,27.88150,22.60740,21.18600,0.66100,3.57710,4.78880,76.21900,24.29780,32.70810,14.00480,19.35370,43.20540,3.3336,3.0298
2016-06-30,3.81020,0.35630,0.70890,44.49490,18.25140,18.25140,24.39400,16.31220,15.52950,0.47990,3.36140,4.66340,78.26900,14.97930,22.02070,7.45290,9.64170,38.09010,3.2727,3.8466
2015-06-30,2.38310,0.15780,0.44170,43.43410,14.98370,14.98370,22.49250,14.08640,12.46510,0.56160,3.15360,4.80930,75.89540,12.26540,20.30090,7.00060,10.33000,33.71550,0.3271,-0.855
2014-06-30,3.02380,0.16590,0.30200,43.57170,14.70860,14.70860,21.82200,15.70030,13.72360,0.57640,3.51090,5.75470,63.42640,12.57100,23.68630,7.91020,10.48520,30.98080,-0.042,0.9437
2013-06-30,2.70120,0.17860,0.33210,38.98560,3.28070,3.28070,12.67350,1.85220,3.16430,0.49640,3.92600,5.97210,61.11780,2.53690,5.80330,1.57070,2.08380,27.56060,0.1663,0.0782
2012-06-30,3.09410,0.15650,0.28510,40.67510,8.91990,8.91990,13.71710,7.66990,6.33060,0.33300,2.49840,3.48020,104.87930,3.28780,6.90060,2.10780,2.77330,27.49330,-3.0624,-2.8901
2011-06-30,4.80830,0.23020,0.30090,46.24380,24.84130,24.84130,27.26010,24.73600,22.35380,0.79870,4.38840,5.48230,66.57740,29.30340,32.12050,17.85330,22.55840,19.98600,4.3099,3.5802
2010-06-30,3.14440,0.00990,0.01280,45.45630,19.93700,19.93700,23.28320,20.15870,16.24670,0.85780,3.65440,4.26850,85.51030,19.60650,22.63990,13.93710,19.41280,14.03880,3.3594,3.4341
2009-06-30,3.23790,0.02740,0.03180,34.83450,-25.20220,-25.20220,-10.08750,-23.57580,-27.07550,0.55990,3.11560,4.40070,82.94180,-20.79350,-25.34160,-15.15910,-20.22440,11.48400,-0.6221,-0.9746
