,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.11740,2.26200,38.01980,28.97690,0.03380,20.36830,23.69380,1.01290,16.36000,32.91320,5.8568,5.878
2021-12-31,0.11940,0.25660,45.37180,34.51520,0.03420,16.07580,17.50930,1.21140,13.32150,49.22010,-0.4159,-0.669
2020-12-31,0.14490,0.36880,28.28280,21.25420,0.02920,7.36340,7.84570,0.66150,5.84470,48.05900,0.6042,0.199
2019-12-31,0.18980,0.51350,37.67440,27.97850,0.04040,12.02300,12.87270,1.17970,8.99070,44.54820,-1.9577,-1.9603
2018-12-31,0.08720,0.84150,40.50320,30.12050,0.04100,12.60700,13.46950,1.28590,10.64800,40.40440,1.2685,1.4499
2017-12-31,0.04750,0.69790,36.11110,21.21910,0.03910,8.32280,8.88490,0.89310,7.34310,38.87470,1.5087,1.6621
2016-12-31,0.06550,0.17840,30.78600,17.94760,0.03620,6.77350,7.09320,0.74160,5.74120,37.59020,0.6398,0.4511
2015-12-31,0.09760,0.15440,22.19490,12.15550,0.03410,4.62640,4.77060,0.51790,3.71400,36.72650,0.3051,0.4461
2014-12-31,0.12910,0.18140,27.36590,14.38130,0.03970,6.25970,6.29490,0.69650,4.70890,36.30040,-2.5585,-2.9897
2013-12-31,0.26020,0.40430,19.16350,13.86120,0.03790,4.82470,4.86620,0.47020,3.01500,35.00450,0.5136,0.4089
2012-12-31,0.27870,0.44470,25.33540,8.35670,0.03850,7.07570,6.98580,0.62720,4.15170,32.83750,-1.8351,-1.7856
2011-12-31,0.21870,0.38340,23.91340,7.03680,0.04100,7.00640,5.46910,0.60710,3.61040,37.92450,-3.0096,-2.9588
2010-12-31,0.22620,0.43230,-30.65550,-31.36540,0.02580,-6.45560,-5.34530,-0.58070,-3.45000,36.36650,0.3568,0.6611
2009-12-31,0.26250,0.52250,-237.03900,-180.28860,0.01340,-29.03590,-26.66440,-2.38970,-15.77740,37.96080,8.5056,7.7251
