,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-05-31,0.63840,0.29070,0.40990,20.71650,12.06850,12.06850,15.89410,11.35510,9.89410,0.95010,28.21510,133.75000,2.72900,43.43100,269.30910,9.41910,30.80470,17.74170,0.7477,-0.2843
2021-05-31,1.01230,0.24840,0.33050,20.75430,9.01460,9.01460,13.89090,8.01130,8.74500,0.67530,29.88780,105.51470,3.45920,22.48050,65.23630,5.93460,16.89600,21.50690,3.2086,5.1001
2020-05-31,0.61430,0.28490,0.51420,18.04050,0.61360,0.61360,5.17230,-2.06230,-0.67120,0.78490,30.92560,156.76510,2.32830,-2.11050,-10.08400,-0.49470,-1.50920,17.94610,-4.2617,-4.4573
2019-05-31,0.60550,0.27940,0.38770,21.72640,9.78220,9.78220,13.73850,9.19230,8.38270,1.44420,32.13410,96.38050,3.78710,30.03430,278.41940,12.19450,21.64260,19.43620,2.0148,1.6067
2018-05-31,0.39990,0.29680,0.42210,21.60120,9.49000,9.49000,13.36490,7.49620,7.37610,1.47730,30.85580,96.53650,3.78100,27.51050,1001.32600,11.03920,19.34450,17.77170,0.8215,-0.0159
2017-05-31,0.45600,0.30830,0.44560,21.88780,9.44880,9.44880,13.25490,8.88820,6.68180,1.35480,31.30690,94.46900,3.86370,22.95760,-961.15160,9.11700,15.88060,16.76000,0.9273,-2.1023
2016-05-31,0.69100,0.18390,0.22540,22.22690,8.97380,8.97380,13.21120,6.48590,5.40850,1.51300,30.74340,108.33590,3.36920,18.42730,71.21360,7.84930,15.03760,15.46750,-0.396,2.0607
2015-05-31,0.88280,0.38360,0.62880,21.03050,5.43470,5.43470,10.28240,2.59170,10.48940,1.12830,32.59000,86.71800,4.20900,8.41650,22.15450,3.27620,5.18780,18.41750,2.5712,3.7649
2014-05-31,1.22080,0.53320,1.24530,20.60420,4.91440,4.91440,9.97680,2.77780,4.55330,0.88750,25.35820,75.00720,4.86620,8.49370,25.81010,2.58660,3.96510,16.30310,-0.347,0.4457
2013-05-31,0.54000,0.55310,1.31740,22.03010,6.75560,6.75560,11.67540,4.62760,6.95660,0.85360,12.93530,69.33260,5.26450,11.52220,41.09800,3.42080,5.14950,15.80580,0.6616,0.2
2012-05-31,0.42700,0.45020,1.15130,23.25470,8.58630,8.58630,13.24170,6.66590,8.92610,0.89620,10.11710,74.60930,4.89220,15.15740,33.29760,4.69700,8.33410,14.27910,-2.5219,-2.0803
2011-05-31,0.51590,0.43040,0.85160,24.00870,9.88240,9.88240,14.14360,8.63440,6.35050,1.37200,18.99200,114.68200,3.18270,24.72370,49.60110,8.75680,14.08150,14.38480,0.0329,-0.8743
2010-05-31,0.57050,0.43640,0.89300,22.90280,8.96230,8.96230,13.23900,7.64220,5.68670,1.34820,24.83700,119.74920,3.04800,21.48890,44.10970,7.71400,12.11200,13.47080,0.7636,1.5969
2009-05-31,0.50620,0.51290,1.14650,21.89960,8.75510,8.75510,12.72320,7.10080,5.15690,1.43630,22.82150,194.54180,1.87620,23.15070,58.74540,7.39870,11.27620,11.52910,5.5805,1.8006
