,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.36860,1.20340,42.48710,32.29710,0.04070,24.04430,22.21580,1.34770,14.02800,39.55960,0.1693,0.0637
2021-12-31,0.26150,0.35410,44.46430,34.01970,0.03540,15.56710,14.79040,1.23450,10.92300,60.42640,-2.0009,-1.9475
2020-12-31,0.41570,0.71160,26.14740,20.29470,0.02690,6.49160,6.17390,0.56390,3.60720,57.84420,-0.5899,-0.5847
2019-12-31,0.49800,1.00180,46.96180,36.48860,0.04460,16.40510,16.40510,1.63760,8.23510,51.56370,-2.2318,-2.275
2018-12-31,0.46260,0.86680,46.10990,36.85790,0.04700,16.45130,16.45130,1.74390,8.84040,46.89410,3.3548,3.2161
2017-12-31,0.36730,0.58170,39.88370,23.85260,0.04320,9.33070,9.33070,1.03820,5.90390,46.06670,3.3497,3.4989
2016-12-31,0.39830,0.66510,25.76920,18.19230,0.03560,6.11850,6.11850,0.65360,3.68170,44.46880,-2.0332,-1.9125
2015-12-31,0.28800,0.40750,29.10360,19.98450,0.03590,6.89150,6.89150,0.72480,4.90680,43.02590,1.3249,1.0458
2014-12-31,0.26550,0.37710,35.01010,23.58150,0.03590,8.01130,8.01130,0.85710,5.88470,41.34760,-1.0165,-0.8494
2013-12-31,0.33130,0.53090,31.33970,21.25200,0.03850,7.56640,7.56640,0.82940,5.05940,39.22020,0.8664,0.7116
2012-12-31,0.40470,0.69580,30.25010,20.44460,0.03870,7.50500,7.50500,0.80070,4.46750,36.87160,-0.6754,-0.4155
2011-12-31,0.41860,0.73010,23.03350,16.90570,0.03770,5.72220,5.72220,0.64420,3.32710,34.80390,-3.1539,-3.8045
2010-12-31,0.51450,1.08200,16.09610,7.81810,0.03650,4.48820,4.48820,0.48450,2.17920,32.81480,6.8228,7.3194
2009-12-31,0.61140,1.64080,-7.49190,-7.68730,0.02590,0.32800,0.22760,0.02700,0.08850,46.49430,0.6107,0.1141
