,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.28470,0.40600,34.64580,34.64580,38.73860,34.64580,27.50810,0.05990,48.31520,70.20700,1.66040,34.56030,41.24350,0.5028,0.5233
2021-12-31,0.20980,0.27040,14.60870,14.60870,18.76710,14.60870,11.99350,0.04680,10.89810,13.62580,0.57680,8.61220,61.61940,-1.485,-1.5677
2020-12-31,0.20480,0.26260,11.48780,11.48780,15.99750,11.48780,9.46840,0.04970,8.59650,10.83570,0.48160,6.83610,60.80240,-6.1385,-6.0606
2019-12-31,0.20270,0.26060,10.43820,10.43820,14.12580,10.43820,8.59440,0.05880,9.83330,12.88760,0.52310,7.83990,53.09400,1.6939,1.5423
2018-12-31,0.22150,0.28830,12.53340,12.53340,15.92170,12.53340,10.86240,0.05860,13.56230,17.18520,0.63930,10.55820,40.98750,3.5663,3.8089
2017-12-31,0.19740,0.24900,15.98080,15.98080,19.03400,15.98080,16.39370,0.05550,17.98880,22.05740,0.91540,14.43760,44.71250,1.1085,1.0756
2016-12-31,0.23290,0.30860,12.84240,12.84240,16.64820,12.84240,10.62200,0.05440,13.22930,17.13450,0.59720,10.14790,35.77960,-1.5082,-1.5797
2015-12-31,0.25830,0.36750,11.95880,11.95880,15.83530,11.95880,10.10750,0.05470,13.36410,17.87940,0.57310,9.91250,32.18050,4.3003,4.2978
2014-12-31,0.19830,0.25010,14.26760,14.26760,19.38990,14.26760,10.41650,0.04780,11.49740,14.88910,0.53700,9.21710,34.81460,2.9393,2.6832
2013-12-31,0.21020,0.28150,12.09970,12.09970,15.77050,12.09970,9.46980,0.04460,9.57460,12.96950,0.44960,7.56240,33.11990,-2.807,-2.8767
2012-12-31,0.21590,0.27950,10.41770,10.41770,12.88100,10.41770,8.39490,0.05690,8.50640,10.01050,0.51000,6.67010,33.02720,1.7126,1.7622
2011-12-31,0.14310,0.17820,10.06610,10.06610,14.57900,10.06610,6.98100,0.05880,7.19730,8.43250,0.45770,6.16740,31.12490,-0.0999,-0.2125
2010-12-31,0.13810,0.17110,8.54190,8.54190,13.25370,8.54190,6.84810,0.06320,6.88730,7.82080,0.46750,5.93620,30.85210,1.1388,1.16
2009-12-31,0.16500,0.21030,8.42800,8.42800,11.03500,8.42800,6.66400,0.06420,8.05480,9.52600,0.46870,6.72530,25.12980,7.5042,7.4165
