,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.98270,0.98260,62.93910,26.03960,4.38890,4.38890,7.65880,3.03000,0.89450,1.01340,11.38350,32.06380,436.25450,-10.61480,2.48590,7.60970,0.40560,-0.2863,-1.0824
2021-12-31,0.97500,1.03800,-30.40920,30.50930,-6.66610,-6.66610,1.75620,-9.75150,-10.69920,0.43520,5.87720,62.10460,323.04220,14.58280,-4.22700,-12.28130,-0.83880,13.302,13.6056
2020-12-31,0.96130,1.02830,-36.69860,24.64990,-88.82500,-88.82500,-58.42660,-99.75750,-92.59490,0.17580,3.82380,95.45460,1366.55200,52.40810,-17.26070,-38.71330,-0.61350,-7.34,-6.8067
2019-12-31,1.02080,0.69080,2.26040,26.67820,2.81300,2.81300,7.56200,1.60290,-0.04230,1.05210,11.61060,31.43680,8.07480,-6.66490,1.07700,2.49640,6.85020,-2.3029,-2.6869
2018-12-31,1.02620,0.67050,2.09650,26.13940,2.52630,2.52630,7.03920,1.21530,-0.16360,1.26960,13.00800,28.05960,6.72800,-5.98080,1.06320,2.21660,6.38410,1.4964,1.5037
2017-12-31,0.88140,0.57920,1.62180,25.86220,0.94350,0.94350,5.78190,-0.09680,-1.00800,1.29090,13.35610,27.32840,0.54820,-0.54180,0.10360,0.23060,6.81550,0.0798,-0.2235
2016-12-31,1.08670,0.62610,1.71400,27.94610,2.49080,2.49080,7.80930,0.61750,-0.60070,1.15700,13.75610,26.53370,1.50400,-1.28590,0.30010,0.56240,6.61310,1.4311,1.2799
2015-12-31,1.08900,0.58060,1.41340,28.28230,1.81310,1.81310,7.44570,0.08770,-0.90660,1.17700,16.00910,22.79950,-1.08980,1.20880,-0.25610,-0.45710,7.14590,0.0627,0.0556
2014-12-31,1.12780,0.57360,1.37710,28.35310,0.10430,0.10430,7.66430,-1.45360,-1.40480,1.15060,16.37720,22.28710,-7.03910,9.97250,-1.75010,-3.00160,7.37520,-0.7557,-0.762
2013-12-31,0.95770,0.49050,1.13780,27.75380,2.15570,2.15570,8.16190,-0.07930,-0.67830,1.13990,14.75240,24.74170,-2.26540,3.87060,-0.63370,-1.15420,7.96630,0.2612,0.2279
2012-12-31,1.02520,0.52660,1.15340,28.66050,-0.37190,-0.37190,7.29700,-2.27120,-2.80500,1.09980,13.99520,26.08050,-10.73180,17.02070,-3.06000,-5.08070,7.90440,1.2196,1.1467
2011-12-31,1.05640,0.50550,1.05470,29.61570,0.34060,0.34060,6.95420,-1.79470,-1.54190,1.06040,13.82830,26.39510,-4.35420,7.89610,-1.38660,-2.15330,8.53080,-0.2202,-0.3499
2010-12-31,1.08770,0.52770,1.15330,27.75490,-1.25800,-1.25800,5.32020,-3.72560,-4.51030,0.97460,15.34720,23.78290,-13.57210,18.57480,-3.92270,-6.41030,8.56050,0.2712,0.5891
2009-12-31,0.95430,0.49070,1.02020,19.70270,-1.25220,-1.25220,3.16810,-2.74280,-1.43930,1.78540,23.73170,15.38030,-17.37030,-252.62800,-5.38100,-8.84610,8.36640,0.693,-0.0846
