,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.52420,0.37020,0.74330,18.49900,4.09170,4.09170,5.00160,3.84190,3.02140,2.15700,55.47790,6.57920,18.23030,44.99040,6.50800,11.48170,122.98460,18.6102,19.9681
2021-12-31,1.62370,0.39560,0.79610,16.69200,3.78980,3.78980,4.64820,4.03790,3.53100,1.87260,45.79050,7.97110,18.22020,58.55120,6.61440,11.01190,125.02140,-24.9135,-27.8363
2020-12-31,1.76500,0.30620,0.50840,20.12440,6.46230,6.46230,7.26070,5.96200,4.36390,2.20640,67.79880,5.38360,24.52650,36.27840,9.62850,17.01540,106.53340,3.1746,1.39
2019-12-31,1.81970,0.29210,0.48940,17.00010,4.91920,4.91920,5.80540,5.32610,4.17180,2.23180,61.44700,5.94010,22.48900,33.38270,9.31070,15.91980,91.11690,23.5196,22.4785
2018-12-31,1.68190,0.30100,0.61410,19.38080,5.44700,5.44700,6.38530,3.62490,2.95720,2.23950,56.07090,6.50960,16.56330,26.86780,6.62260,11.57820,74.95190,-12.1252,-12.9477
2017-12-31,1.85010,0.32640,0.51420,19.10280,7.92680,7.92680,8.82880,7.47670,4.55300,1.97830,62.95900,5.79740,24.87300,37.31140,9.00730,16.75340,71.48510,14.9975,14.8901
2016-12-31,2.06980,0.26190,0.40280,17.23460,3.20160,3.20160,4.05670,2.85400,1.12910,2.14120,42.48360,8.59160,5.74640,8.28270,2.41770,4.24120,71.56490,7.0853,7.0471
2015-12-31,1.92730,0.26830,0.42470,18.45680,4.32320,4.32320,5.14650,4.47790,2.35040,2.19990,46.76060,7.80570,12.33330,18.02010,5.17060,9.02400,69.76960,-4.6373,-4.7036
2014-12-31,2.07950,0.28390,0.43120,21.30720,4.87010,4.87010,5.79590,4.47420,2.36490,2.06150,46.05890,7.92460,11.89090,17.88000,4.87530,8.51460,64.47690,-0.402,-1.0436
2013-12-31,1.94530,0.21820,0.32230,21.17740,4.98870,4.98870,6.01990,4.64990,2.97970,1.99240,43.48740,8.39320,13.21380,22.04910,5.93680,10.33070,60.48170,-0.9824,-1.2199
2012-12-31,1.83690,0.22790,0.33180,20.80710,5.15260,5.15260,6.01650,4.88420,3.12320,1.95840,53.37790,6.83800,13.81260,23.46840,6.11640,10.66500,55.87630,-0.6232,-1.1294
2011-12-31,1.84630,0.17060,0.24370,21.74470,6.36400,6.36400,7.18670,6.06810,3.85260,2.08000,35.62090,10.24680,17.59890,26.65790,8.01330,14.59580,49.16340,-0.8161,-1.5108
2010-12-31,1.76480,0.19420,0.30010,19.28500,5.51850,5.51850,6.30130,5.20600,3.27120,2.08630,35.03230,10.41900,15.87230,25.22960,6.82480,12.78950,41.10420,4.7932,4.5741
2009-12-31,1.75910,0.22510,0.35540,19.38330,5.55570,5.55570,6.36890,5.21090,3.38290,2.17210,37.32670,9.77850,18.00550,27.49080,7.34800,13.95190,33.94060,8.4107,7.3224
