,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.26760,0.36540,4.87560,4.87560,5.33170,4.87560,4.95020,0.30180,7.07260,7.07260,1.49380,5.18000,215.88240,-1.0814,-1.0814
2021-12-31,0.23350,0.30460,13.02040,13.02040,13.66090,13.02880,11.62140,0.31080,13.59960,13.60360,3.61150,10.42410,258.01530,23.975,23.975
2020-12-31,0.16420,0.19640,6.10540,6.10540,6.62640,6.09500,5.35530,0.29340,5.28470,5.28470,1.57130,4.41710,243.25170,26.031,26.031
2019-12-31,0.06490,0.06940,13.35150,13.35150,13.72740,13.35150,12.26390,0.30120,11.05300,11.05300,3.69440,10.33570,223.85170,30.7875,30.7875
2018-12-31,0.07460,0.08060,-2.86830,-2.86830,-2.47070,-3.28980,1.20960,0.29740,1.13270,1.13270,0.35970,1.04820,193.37280,-13.4359,-13.4359
2017-12-31,0.07040,0.07570,6.81050,6.81050,7.50310,6.33330,7.28980,0.28070,5.76820,5.76820,2.04630,5.36230,204.94740,-4.7698,-4.7698
2016-12-31,0.07270,0.07840,19.60660,19.60660,20.45510,18.98130,17.19510,0.27180,12.33800,12.33800,4.67300,11.44100,197.44730,7.9321,7.9321
2015-12-31,0.07680,0.08320,20.22420,20.22420,21.12090,19.58670,17.22580,0.27630,12.85220,12.85220,4.75950,11.86510,178.21200,2.2764,2.2764
2014-12-31,0.07890,0.08570,25.09870,25.09870,25.96610,24.42020,21.11580,0.27280,16.09360,16.09360,5.76020,14.82360,166.74390,0.6408,0.6408
2013-12-31,0.06550,0.07010,28.38380,28.38380,29.56300,27.56620,22.32620,0.28480,18.15740,18.15740,6.38760,16.96830,146.56790,9.0468,9.0468
2012-12-31,0.10830,0.12150,20.17570,20.17570,21.43300,19.08520,16.83900,0.24890,12.31100,12.31100,4.19130,10.97720,130.95540,0.0289,0.0289
2011-12-31,0.11870,0.13470,-3.86940,-3.86940,-2.84850,-4.98400,-1.71470,0.24840,-1.32570,-1.32570,-0.42600,-1.16820,112.98520,-2.8621,-2.8621
2010-12-31,0.12140,0.13810,13.75040,13.75040,14.73160,12.56400,12.97870,0.25600,9.71990,9.71990,3.32220,8.54010,115.44640,3.2774,3.2774
2009-12-31,0.14300,0.16680,22.48270,22.48270,23.20210,20.88040,17.93880,0.24990,13.22560,13.22560,4.48290,11.33460,102.86460,12.8969,12.8969
