,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.55770,0.58640,1.42950,68.30940,40.55070,40.55070,50.64970,36.45060,28.04820,0.35440,13.80350,11.31230,32.26590,32.99800,34.36440,9.93990,13.64960,6.10980,0.3633,0.0415
2021-12-31,1.73440,0.54520,1.21230,72.75200,44.67340,44.67340,56.01340,39.53840,30.19490,0.30890,10.06490,10.90770,33.46270,28.00740,28.97540,9.32870,12.73710,6.13140,0.4117,0.5333
2020-12-31,2.19960,0.55430,1.27420,75.45120,41.21710,41.21710,54.28520,34.27200,26.12680,0.26600,8.60260,11.60420,31.45420,21.09080,21.19260,6.94850,9.40030,5.73090,-0.1756,-0.2709
2019-12-31,1.52390,0.57410,1.36880,73.54440,41.59340,41.59340,52.89440,36.15650,27.90480,0.31200,12.09960,12.10650,30.14910,28.07890,28.07890,8.70690,11.95790,5.11250,0.2284,0.1945
2018-12-31,1.33940,0.53950,1.17310,72.96330,39.74690,39.74690,50.61230,35.13470,27.01220,0.33350,12.59320,12.12870,30.09390,26.30370,26.30370,9.00920,12.11250,5.12520,0.5305,0.6871
2017-12-31,1.01110,0.44470,0.80220,70.14380,32.60870,32.60870,44.13570,27.54210,47.95760,0.31920,9.15590,11.76080,31.03520,37.16460,37.16460,15.30820,20.63670,5.51440,0.1969,0.2629
2016-12-31,1.21910,0.48380,0.96570,70.45800,30.83390,30.83390,42.58740,24.76290,15.48470,0.31260,8.03440,11.80060,30.93050,14.65710,14.65710,4.83990,7.56530,4.19960,-0.0723,-0.0288
2015-12-31,1.45490,0.47400,0.90290,68.08910,30.34460,30.34460,40.57240,26.56850,16.66240,0.33990,10.76860,12.02750,30.34710,16.86660,16.86660,5.66410,8.87170,4.02830,0.0295,0.0055
2014-12-31,1.22070,0.45980,0.87170,64.25920,28.51840,28.51840,37.60360,24.02720,15.21040,0.38330,16.58610,11.22140,32.52700,17.24230,17.24230,5.83000,9.31370,3.75690,0.0434,-0.0114
2013-12-31,1.07340,0.46210,0.90970,64.15270,28.87910,28.87910,38.05920,24.29740,15.49980,0.37840,17.10710,11.43160,31.92920,17.74560,17.74560,5.86500,9.54620,3.47060,0.1245,0.0759
2012-12-31,1.11640,0.49770,1.07620,64.12480,29.44830,29.44830,38.45110,25.25720,15.83780,0.38290,15.40150,10.55930,34.56690,20.39190,20.39190,6.06390,10.24300,2.98420,-0.1244,-0.1854
2011-12-31,1.09700,0.50770,1.09130,63.74740,29.41930,29.41930,37.69390,24.92580,15.71850,0.40200,17.81670,11.79500,30.94530,21.89420,21.89420,6.31820,10.77780,2.69040,0.1267,-0.0028
2010-12-31,1.12530,0.48060,0.99590,65.57920,28.87360,28.87360,37.77740,23.93760,14.69540,0.37800,16.79360,10.71100,34.07720,17.96550,17.96550,5.55420,9.33080,2.61020,0.3693,0.2569
2009-12-31,1.37800,0.47380,0.91330,64.17430,25.10780,25.10780,35.09570,19.31200,12.64240,0.33630,15.95570,9.08640,40.16980,12.86500,12.86500,4.19530,6.76950,2.47600,0.5726,0.1848
