,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.50300,2.46460,37.74630,29.34610,0.03340,14.22120,16.27660,1.02780,6.40530,99.62720,10.2677,10.2677
2021-12-31,0.50580,2.42630,45.50020,35.52420,0.03500,18.64100,20.35660,1.29110,8.12160,99.90220,51.6819,51.6819
2020-12-31,0.50210,2.54980,34.95140,26.74900,0.03030,11.68550,12.89400,0.86070,5.19230,91.60850,-27.1493,-27.1493
2019-12-31,0.52730,2.43130,40.73730,31.45410,0.04100,15.54640,17.51580,1.35560,6.58990,84.73680,-3.3068,-3.3068
2018-12-31,0.52370,2.64470,39.22940,29.55290,0.03960,14.09170,16.06300,1.23830,6.02990,78.30690,7.6005,7.6005
2017-12-31,0.52630,2.41880,37.62510,23.65140,0.03770,10.64390,12.14150,0.96470,4.52800,74.64840,-8.9576,-8.9576
2016-12-31,0.53740,2.48640,37.86510,25.03510,0.03660,10.84200,12.37000,0.99290,4.50150,71.37780,-13.5378,-13.5378
2015-12-31,0.55580,2.44330,34.22130,25.24750,0.03810,11.03450,12.68890,1.03930,4.38560,67.57870,9.8323,9.8323
2014-12-31,0.56950,3.09790,33.37830,21.82920,0.03580,10.27340,12.39370,0.84540,4.03940,62.37960,-18.6616,-18.6616
2013-12-31,0.58350,3.18520,27.45980,17.04410,0.04020,8.94210,11.77760,0.74040,3.52740,56.22260,21.7363,21.7363
2012-12-31,0.57460,3.44510,30.87910,21.22570,0.03970,10.91430,14.57360,0.90220,4.43670,53.64660,-17.9092,-17.9092
2011-12-31,0.60290,3.73440,29.83380,19.59400,0.03960,10.79570,15.18630,0.83750,4.10510,48.65840,25.414,25.414
2010-12-31,0.63390,4.33350,28.88730,18.31850,0.04060,10.32050,15.85380,0.82030,3.61060,45.03650,-32.5946,-32.5946
2009-12-31,0.66070,4.53750,23.48320,12.82390,0.03370,7.41160,12.03020,0.57340,2.39050,41.95000,31.6512,31.6512
