,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.63270,1.77740,18.91280,14.60140,0.22190,30.40750,30.40750,3.29050,11.16760,33.25840,9.4926,8.9878
2021-12-31,0.63560,1.84510,24.40470,18.07580,0.23230,36.34400,36.34400,4.27480,13.24530,29.14190,11.6013,11.473
2020-12-31,0.65140,1.95050,13.70030,9.68200,0.16390,13.63990,13.63990,1.63820,4.75460,28.55160,-9.4874,-9.3392
2019-12-31,0.71480,2.78610,21.08150,16.58460,0.20160,29.29650,29.29650,3.40810,8.35410,28.48270,6.0283,5.5714
2018-12-31,0.72380,2.76010,21.95970,18.35020,0.19610,31.04980,31.04980,3.66960,8.57480,26.31640,-4.8864,-5.2127
2017-12-31,0.75340,3.37530,21.76270,7.75540,0.18830,15.04850,15.04850,1.51660,3.71030,21.25840,6.4148,6.6867
2016-12-31,0.69620,2.70150,24.06990,15.71940,0.21030,26.21820,26.21820,3.38280,7.96400,22.67810,-1.8066,-1.9402
2015-12-31,0.69920,2.71470,25.74770,16.42230,0.19130,24.97460,24.97460,3.20320,7.51160,21.33440,0.2173,0.0173
2014-12-31,0.73710,3.14940,27.97100,18.16510,0.20200,28.46710,28.46710,3.69890,7.48460,20.20820,2.6082,2.395
2013-12-31,0.73940,3.31300,25.41400,17.11450,0.20240,27.48770,27.48770,3.49410,7.16190,18.32330,1.6417,1.6407
2012-12-31,0.75740,3.54170,21.61650,14.85440,0.19490,23.73190,23.73190,2.92670,5.75660,17.09140,-2.0432,-1.9618
2011-12-31,0.76020,3.67300,24.11090,16.90470,0.18810,26.06680,26.06680,3.19490,6.25160,16.14610,0.9454,0.6759
2010-12-31,0.80360,4.64870,23.50350,15.78720,0.17300,24.99690,24.99690,2.76570,4.90890,13.55890,1.893,1.7749
2009-12-31,0.78420,4.21050,14.93460,11.19700,0.15200,14.83410,14.83410,1.70760,3.20180,12.08560,5.4116,4.795
