,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.54610,1.20300,12.19620,12.19620,39.97910,-2.27980,-1.14910,0.17090,-0.40040,-0.44600,-0.16940,-0.18180,25.57360,0.1202,0.0493
2021-12-31,0.52350,1.09880,10.77190,10.77190,40.19500,-4.24200,1.28020,0.15490,0.51670,0.57130,0.22880,0.24620,27.40410,-1.1955,-1.2814
2020-12-31,0.53650,1.15730,16.22190,16.22190,44.93130,2.12340,11.57070,0.15860,4.29240,4.78170,1.84370,1.98970,27.43710,-0.0354,-0.0054
2019-12-31,0.53550,1.15300,22.15160,22.15160,49.53880,9.28070,11.18110,0.15680,4.16570,4.62700,1.77910,1.93490,28.28650,0.0422,-0.0145
2018-12-31,0.51100,1.04500,26.40000,26.40000,50.63680,10.27350,10.93130,0.16590,4.04990,4.51130,1.84190,1.98040,28.80650,-0.1397,-0.137
2017-12-31,0.50770,1.03150,29.77630,29.77630,54.49460,16.35950,37.95230,0.14920,12.45150,13.75310,5.68250,6.12940,30.69230,0.0961,0.0636
2016-12-31,0.51380,1.05690,28.33290,28.33290,54.14790,15.05750,18.85370,0.14860,6.19650,6.87070,2.81620,3.01260,29.73180,-0.2995,-0.3149
2015-12-31,0.53800,1.16430,25.98900,25.98900,55.04760,10.70090,12.71430,0.14760,4.04700,4.54120,1.74980,1.86990,28.78920,-0.0417,-0.0687
2014-12-31,0.55330,1.23870,25.83460,25.83460,54.97900,12.62970,17.13360,0.13120,4.10420,4.28220,1.69750,1.83330,29.33080,0.1812,0.1629
2013-12-31,0.51260,1.05180,25.96290,25.96290,55.26180,14.47090,18.02060,0.12750,4.21730,4.21730,1.90300,2.05540,30.26560,0.6772,0.6364
2012-12-31,0.48070,0.92570,27.52790,27.52790,56.18480,11.47360,14.69060,0.13010,3.38630,3.38630,1.62160,1.75850,31.14230,0.0211,0.0041
2011-12-31,0.40730,0.68720,42.90970,42.90970,67.99380,19.08340,21.04820,0.10030,3.85930,3.85930,2.09050,2.28750,32.39490,0.511,0.4077
2010-12-31,0.54820,1.21330,42.43820,42.43820,63.72970,22.27300,24.60110,0.17380,9.07900,9.07900,3.76880,4.10200,15.19860,0.076,0.033
2009-12-31,0.51800,1.07490,41.63930,41.63930,63.92910,20.74460,28.85820,0.16440,7.78110,7.78110,3.44160,3.75010,15.86120,2.7632,2.6908
