,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.50250,2.11920,33.51370,28.15260,0.03030,11.24510,13.48260,0.90220,5.01260,34.16340,0.0658,0.0658
2021-12-31,0.50910,2.21020,36.25770,32.60910,0.02960,13.03320,15.90600,1.00890,5.81220,33.43300,-5.1594,-5.1594
2020-12-31,0.49070,1.91960,25.59700,22.19840,0.02630,7.20330,8.77270,0.63460,3.33930,31.54890,-2.2233,-2.2233
2019-12-31,0.47630,1.93890,37.36740,29.65980,0.03600,11.36250,14.00500,1.12690,5.42450,29.96890,2.6817,2.6817
2018-12-31,0.46370,1.90250,39.41740,30.42700,0.03730,11.58320,14.33340,1.19550,5.68950,27.44000,2.9453,2.9453
2017-12-31,0.45980,1.93950,34.88950,19.84710,0.03670,7.44700,9.19900,0.79920,3.68660,25.96850,-0.6488,-0.6488
2016-12-31,0.44890,1.78100,31.23560,20.14880,0.03660,7.39580,9.16400,0.81450,3.68970,26.48020,-0.9633,-0.9633
2015-12-31,0.48030,1.97570,27.80190,18.07800,0.03720,6.80200,8.86050,0.74200,3.22760,24.67910,-0.3821,-0.3821
2014-12-31,0.49970,2.25810,9.52300,5.35290,0.03970,2.46250,3.33430,0.26230,1.13440,23.15120,-5.1677,-5.1677
2013-12-31,0.51760,2.48080,18.93990,11.80760,0.04060,5.21170,7.50980,0.54370,2.36980,21.96840,9.5582,9.5577
2012-12-31,0.53770,2.84090,4.08700,3.67190,0.03400,1.91940,2.71160,0.18950,0.81710,21.98460,-7.7658,-7.6378
2011-12-31,0.61800,2.96970,-0.28730,0.10620,0.03760,0.68300,1.00000,0.06790,0.24010,21.83960,-2.146,-2.1727
2010-12-31,0.66270,3.61770,-1.61770,-4.40060,0.03610,-1.05720,-1.73100,-0.09880,-0.33070,22.63210,-8.3552,-8.1662
2009-12-31,0.65450,3.58040,6.13450,-3.10100,0.03190,3.23110,5.53780,0.28140,0.93680,26.75580,16.7859,16.4961
