,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.90090,0.67830,5.58450,100.00000,28.47250,28.47250,33.65570,28.47250,22.72560,0.03290,0.34970,1043.77700,10.57510,9.60930,0.78100,3.09090,349.90250,6.6162,5.7694
2021-12-31,0.87710,0.69800,6.48980,100.00000,45.57540,45.57540,48.97120,45.57540,35.64440,0.04050,0.36930,988.31530,21.80440,19.68140,1.47780,5.94340,329.54110,69.1442,76.3485
2020-12-31,0.75390,0.69000,6.19210,100.00000,28.00490,28.00490,32.27330,28.00490,20.00670,0.03830,0.36730,993.84690,11.16380,9.86010,0.81330,3.05710,278.80000,-115.0065,-119.4509
2019-12-31,0.77460,0.69640,5.71890,100.00000,28.95800,28.95800,33.62060,28.95800,21.60840,0.03680,0.48990,745.11100,10.70810,9.37910,0.85260,2.84720,259.87280,21.1133,27.236
2018-12-31,0.93190,0.71310,5.38350,100.00000,34.08620,34.08620,37.71300,34.08620,26.92810,0.03930,0.50540,722.25460,13.24230,11.59730,1.12250,3.32740,245.23990,92.5331,87.9674
2017-12-31,0.92800,0.72580,6.08970,91.21300,34.01160,34.01160,37.53130,34.01160,11.25880,0.03570,0.38600,945.54290,6.08890,5.21140,0.46750,1.42900,219.42640,-65.0084,-65.6793
2016-12-31,0.92220,0.68510,5.13690,90.83140,33.46540,33.46540,36.70670,33.46540,23.01720,0.03580,0.46780,780.31050,9.77410,8.51390,0.86010,2.68060,221.30900,-5.7485,-7.9577
2015-12-31,0.87220,0.66920,5.16430,92.38320,25.95510,25.95510,28.88530,25.95510,16.46360,0.03930,0.47050,775.79230,8.05400,7.01390,0.70620,2.32040,206.75070,37.4363,35.3059
2014-12-31,0.86070,0.66890,5.56200,92.75660,35.78840,35.78840,39.66060,35.78840,23.39260,0.04030,0.36550,998.74980,11.51810,10.23830,0.99050,3.38950,192.43530,-25.8558,-25.9361
2013-12-31,0.81820,0.67230,6.90000,93.15620,34.31270,34.31270,38.17750,34.31270,22.58670,0.03750,0.34950,1044.44300,11.28150,10.24640,0.88210,3.35790,175.79350,-15.8612,-15.3832
2012-12-31,0.70730,0.68840,7.34110,93.53690,32.80450,32.80450,37.89190,32.80450,21.34470,0.03640,0.37400,976.03280,10.75290,9.87240,0.79640,3.07590,162.77830,-15.4495,-15.2306
2011-12-31,0.78890,0.71150,8.19340,91.45120,21.41200,21.41200,27.89910,21.41200,8.71200,0.03120,0.38690,943.38010,6.60240,6.31150,0.48110,1.82110,144.97150,49.5566,49.5439
2010-12-31,0.79800,0.69270,7.43180,94.17530,32.92050,32.92050,37.78250,32.92050,19.69560,0.04300,0.50120,728.30370,11.86670,10.79940,0.91670,3.31830,152.41630,-97.8711,-97.1687
2009-12-31,0.80430,0.72360,7.34400,94.91290,43.89570,43.89570,48.19690,43.89570,26.98960,0.05320,0.66530,548.63530,20.99380,18.92840,1.57670,5.23260,137.27840,88.7185,86.0428
