,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.77440,0.91500,10.80520,69.06830,20.09020,20.09020,23.67900,18.75870,14.75200,0.75010,3.51740,103.76970,354.61240,-24.57460,11.06610,30.12600,2.87720,-1.6433,-2.2819
2021-12-31,0.77550,0.86880,6.63710,69.49510,19.34430,19.34430,23.91900,20.48750,16.76310,0.63830,3.46760,105.25870,213.86430,-24.08610,10.70020,28.06190,4.50330,5.1954,5.433
2020-12-31,0.78810,0.64230,1.81470,67.18980,11.95660,11.95660,17.75570,7.95560,6.50690,0.56030,3.30200,110.54060,24.46240,-10.02000,3.64610,8.74940,12.27380,3.8189,4.5251
2019-12-31,0.70670,0.68530,2.32650,63.47580,8.71750,8.71750,13.85910,6.49510,5.49520,0.59360,3.20160,114.00650,24.85530,-7.97790,3.26220,7.82200,10.52730,1.1011,0.8402
2018-12-31,0.69130,0.71320,2.68190,63.05330,6.53300,6.53300,13.31000,4.55600,3.08030,0.64100,3.16740,115.23670,14.39380,-3.93120,1.97460,4.12750,9.48430,2.2799,2.1363
2017-12-31,0.91710,0.74670,3.33400,60.13290,-0.19110,-0.19110,7.51640,-3.85980,0.09900,0.45470,2.81390,129.71420,0.33340,-0.09950,0.04500,0.08450,10.82840,-1.5275,-2.1662
2016-12-31,0.91980,0.91610,11.40630,61.31590,12.48260,12.48260,15.14360,11.79900,7.91900,1.03260,3.80170,96.00980,317.98330,-25.66120,8.17720,26.69110,0.73660,0.2994,0.2468
2015-12-31,0.86210,1.20320,-6.18450,61.20880,13.31440,13.31440,15.56320,12.58460,8.11980,0.99750,3.72450,97.99950,-132.65500,-18.59940,8.09930,26.96140,-1.60800,0.2401,0.1221
2014-12-31,0.90240,0.70490,2.51290,60.52650,14.15630,14.15630,16.23690,13.58850,9.09080,1.06150,3.66130,99.69080,114.01930,-40.28340,9.64980,33.64620,1.84150,0.494,0.4545
2013-12-31,0.93530,0.27380,0.56740,60.01130,15.44050,15.44050,17.52280,14.93310,10.24550,1.00040,3.63440,100.42910,50.59310,-111.46810,10.24910,36.73900,3.92880,0.4091,0.4869
2012-12-31,0.86680,0.27270,0.66850,59.21130,15.20640,15.20640,17.17320,14.58070,10.26750,0.99660,3.48260,104.80720,54.09770,-73.84820,10.23290,39.34400,3.28480,0.334,0.2958
2011-12-31,0.76620,0.45210,1.10020,58.54830,14.57600,14.57600,16.91520,13.76720,9.32200,1.06430,3.48810,104.64270,75.31030,-41.01000,9.92140,41.26240,1.94750,0.5271,0.32
2010-12-31,0.76570,0.49040,1.17700,57.13950,11.58480,11.58480,14.49070,10.40670,7.47290,1.00220,3.53180,103.34760,51.47390,-28.58880,7.48920,26.23170,1.94870,0.3983,0.3363
2009-12-31,0.62110,0.52420,2.92350,56.27630,11.79830,11.79830,14.29900,10.13560,7.27880,0.93790,3.58880,101.70490,73.72280,-19.51220,6.82670,35.07470,1.17370,1.6601,1.5048
