,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,1.86960,0.36820,0.77990,66.69620,12.83910,12.83910,16.53290,12.13480,9.65020,0.80500,2.11910,13.25620,27.53420,23.66330,39.36630,7.76860,14.94980,36.28040,4.453,3.6734
2021-03-31,2.65520,0.43480,0.76920,65.02000,-0.99070,-0.99070,4.63550,-1.69970,-2.75180,0.55790,2.02820,8.69900,41.95910,-4.64980,-7.81950,-1.53530,-2.62820,35.57920,-4.5923,-2.8271
2020-03-31,1.61340,0.12830,0.43480,59.30880,5.14630,5.14630,9.52140,5.29890,6.23880,0.84610,3.40460,17.02070,21.44450,14.26980,23.48160,5.27890,12.43890,37.14620,0.181,-0.8759
2019-03-31,2.99540,0.17330,0.20960,61.55550,8.89910,8.89910,13.35500,9.22700,6.82560,1.06230,2.96770,14.67460,24.87300,13.10840,19.55170,7.25080,10.83670,42.08960,-2.2258,-2.442
2018-03-31,2.23560,0.07690,0.17240,60.68450,8.05850,8.05850,12.83340,7.91290,2.63330,1.00630,3.19270,13.45730,27.12280,4.70870,7.02060,2.65000,4.34670,42.52640,0.3007,1.776
2017-03-31,2.54720,0.15130,0.17830,54.88070,-1.38740,-1.38740,3.23470,-1.57680,-1.49260,1.17710,3.79240,12.56190,29.05600,-3.00950,-4.56510,-1.75690,-2.55410,40.73580,-0.3172,1.1114
2016-03-31,2.54750,0.13750,0.19050,56.53730,7.87010,7.87010,12.04830,7.45150,5.35300,1.19190,2.86190,12.89430,28.30710,10.58900,15.35420,6.38010,9.13260,45.15680,1.8101,1.338
2015-03-31,2.80270,0.07110,0.13670,57.45050,13.58740,13.58740,17.45080,12.95750,9.21490,1.24800,3.11170,10.70270,34.10370,18.04680,25.80670,11.50020,16.76300,45.08690,0.1671,0.0156
2014-03-31,3.43200,0.06880,0.07390,57.85240,15.16780,15.16780,18.63090,14.71140,10.41610,1.22370,3.07840,11.46150,31.84560,19.23650,28.00430,12.74640,17.91320,45.47920,-1.0164,-2.31
2013-03-31,2.64320,,0.07050,59.84160,16.22750,16.22750,19.58240,15.68040,10.79910,1.28180,3.11270,14.26080,25.59470,19.81510,30.13260,13.84280,19.81510,41.63920,1.6081,1.5108
2012-03-31,3.06480,0.06990,0.07510,58.27990,15.14580,15.14580,18.42570,14.79590,9.92710,1.26650,3.40070,12.15450,30.03000,18.64480,29.74450,12.57290,17.34190,39.40130,2.2893,2.0247
2011-03-31,2.97840,0.08120,0.08830,58.62410,14.93030,14.93030,18.35950,14.58230,10.02770,1.13640,3.33570,11.30700,32.28080,17.17550,29.86270,11.39510,15.78160,34.97040,-1.971,-2.5674
2010-03-31,3.04540,0.08300,0.09050,58.22770,14.19790,14.19790,17.83730,13.84440,9.63060,1.07100,4.12660,12.99300,28.09220,15.38540,27.13950,10.31430,14.10830,31.73730,1.3061,1.1451
2009-03-31,3.05100,0.12940,0.14860,54.40830,11.86520,11.86520,15.53930,11.70580,8.08940,1.15200,4.35760,10.56830,34.53720,14.84410,28.59560,9.31940,12.92380,27.57160,7.6426,5.8164
