,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.14540,0.58480,1.51590,58.14340,25.36740,25.36740,28.29740,27.17420,22.18860,0.46360,4.25230,12.33270,29.59620,37.05960,-122.62650,10.31770,15.38670,5.96720,-0.3761,-0.4099
2021-12-31,1.13010,0.60520,1.72010,60.27160,26.66670,26.66670,30.42300,32.14330,25.27750,0.40970,4.49820,11.00660,33.16210,39.43690,-100.52290,10.39070,15.56780,5.74800,0.6319,0.5703
2020-12-31,1.31770,0.65340,2.01060,59.31120,27.25210,27.25210,31.90470,29.52990,23.46580,0.37820,4.11300,10.50060,34.75980,36.49690,-106.90890,8.89850,12.64960,4.94750,-0.1501,-0.1292
2019-12-31,0.75670,0.56600,2.02690,60.77120,27.06490,27.06490,30.72770,28.94330,23.93600,0.43140,4.32640,9.38450,38.89380,42.58700,-158.52150,10.40160,18.48230,4.92940,0.6531,0.7061
2018-12-31,0.86620,0.57110,2.32000,61.90380,26.68220,26.68220,29.84840,23.97960,18.75800,0.41220,4.25500,9.30800,39.21360,33.98050,-256.06960,7.78220,14.57440,4.46530,0.1457,0.2231
2017-12-31,1.34390,0.62170,2.51280,62.10930,21.41560,21.41560,24.89510,19.02680,3.44640,0.41200,5.16800,9.87510,36.96160,6.76080,54.80560,1.45970,2.55790,4.45570,-0.3849,-0.2811
2016-12-31,1.28180,0.56110,1.96850,60.66930,20.67940,20.67940,24.94800,19.43480,15.59130,0.47970,6.15510,10.85660,33.62010,28.20840,313.09750,7.50540,12.38090,5.41510,-0.3767,-0.3
2015-12-31,1.24010,0.52360,1.71230,60.53190,19.70470,19.70470,24.15230,21.68470,16.59590,0.49220,6.02410,11.23930,32.47540,28.59030,451.34800,8.18480,13.62180,5.95840,0.0046,-0.0651
2014-12-31,1.01890,0.38410,1.36600,61.10920,21.10530,21.10530,25.40110,20.27260,15.43110,0.49990,5.77060,10.29960,35.43830,23.31080,170.06450,7.74150,14.35600,6.99980,0.0474,0.0977
2013-12-31,1.12560,0.36420,1.10880,60.68430,21.82950,21.82950,26.04900,24.49520,18.32070,0.52030,5.62130,9.61500,37.96140,25.79550,147.98420,9.57860,16.40110,7.59650,0.0158,0.0502
2012-12-31,1.09010,0.30760,0.98320,60.32030,22.44830,22.44830,26.57600,24.59340,18.78290,0.55720,5.83730,10.08970,36.17540,27.39390,155.82230,10.54380,18.96710,7.42180,0.283,0.3145
2011-12-31,1.05000,0.29960,0.89500,60.86330,21.85770,21.85770,26.05600,24.61860,18.44360,0.58200,5.89100,9.45980,38.58450,27.08560,203.33960,10.81100,18.97010,7.05280,-0.0032,-0.1641
2010-12-31,1.16590,0.00010,0.29950,63.85720,23.95570,23.95570,28.06460,40.45390,33.56300,0.48160,4.78980,7.92750,46.04200,36.12500,37.80020,16.23260,37.79360,6.83180,0.285,0.2446
2009-12-31,1.27910,0.16640,0.46790,64.22070,26.56020,26.56020,30.54860,28.86740,22.02000,0.63670,4.71030,8.24640,44.26170,27.24690,47.72300,14.18920,22.71340,5.50280,1.7574,1.3519
