,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.47630,0.92650,32.53180,24.80020,0.06240,13.99720,19.46830,1.61670,7.32970,137.89510,7.4068,6.6028
2021-12-31,0.40920,0.70600,48.82490,36.95300,0.07490,20.30840,26.79960,2.86650,11.99860,147.46330,-8.6765,-8.7006
2020-12-31,0.39840,0.67340,17.54200,13.00730,0.04330,4.51300,5.96470,0.64440,2.71500,131.17140,0.9795,1.32
2019-12-31,0.48840,0.96010,30.74650,23.22320,0.05730,9.53780,12.76120,1.41740,4.87940,127.06050,8.5457,8.4671
2018-12-31,0.53120,1.14010,32.93430,25.69760,0.05960,11.66100,16.22940,1.61730,5.46630,110.46850,-2.1618,-1.8874
2017-12-31,0.55060,1.23700,27.89800,8.65590,0.05380,4.34430,6.19060,0.57890,1.95230,100.36560,5.7696,5.2142
2016-12-31,0.55590,1.27250,28.79950,18.44870,0.05330,7.93450,11.42600,1.05590,3.52400,98.94240,4.7763,4.219
2015-12-31,0.55150,1.25020,31.15430,20.51170,0.05650,8.48490,12.23020,1.20100,3.80580,89.67870,2.2113,2.1183
2014-12-31,0.51360,1.07560,35.03650,23.16390,0.06080,9.81730,14.23330,1.43530,4.77490,81.41260,-0.7226,-0.2083
2013-12-31,0.48840,0.97650,34.74720,21.39880,0.06380,10.45830,15.74460,1.46630,5.35080,72.69740,0.1792,-0.2244
2012-12-31,0.54580,1.23240,30.52820,20.38750,0.05430,9.15830,13.94620,1.18530,4.15990,69.56120,0.5737,0.2713
2011-12-31,0.56220,1.33350,32.95500,22.42260,0.06760,10.96540,20.23770,1.57900,4.80060,64.49870,-1.617,-1.5575
2010-12-31,0.60280,1.57480,35.30660,22.36630,0.06210,11.49170,23.55210,1.54430,4.56450,58.07490,13.0247,12.8429
2009-12-31,0.42770,0.79030,15.26330,3.65590,0.05160,3.71190,7.59580,0.58180,2.12420,58.41770,4.8306,4.2668
