,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,0.95390,1.17050,-7.30970,4.97410,0.77210,0.77210,1.12630,0.73040,0.42200,4.17020,13.41230,14.20470,25.69570,-72.09820,-9.71280,2.04110,12.29540,-12.35860,0.4921,1.0116
2021-03-31,1.02900,0.98810,86.94290,5.09930,-2.11560,-2.11560,-1.64170,-2.11310,-1.90530,3.66420,11.74690,12.42000,29.38810,-2479.42800,35.57720,-6.67380,-29.62180,1.10760,4.1955,2.9906
2020-03-31,0.99060,0.54410,1.39140,5.20360,1.07730,1.07730,1.53650,0.49510,0.38950,3.77240,13.08880,11.58150,31.51580,21.20930,-15.62370,1.83850,9.67020,32.77160,3.6297,3.6665
2019-03-31,1.02230,0.46710,0.91650,5.48430,0.41340,0.41340,1.82630,0.28460,0.01590,3.59160,12.12310,11.74610,31.07420,3.06500,-5.33610,0.42570,1.63320,43.61580,-0.3333,-0.3813
2018-03-31,1.01230,0.40170,0.78350,5.36770,0.36570,0.36570,1.88620,0.11470,0.03220,3.45070,12.08910,11.76430,31.02620,2.90350,-5.87640,0.48360,1.73730,49.78710,-0.484,-0.739
2017-03-31,1.03750,0.39320,0.75800,5.67710,3.58730,3.58730,4.19170,3.47100,2.55370,3.25630,12.25700,10.89940,33.48800,46.81100,-177.19950,8.65520,28.40460,53.42650,5.5138,5.8993
2016-03-31,1.09600,0.41900,0.90080,5.98060,1.85710,1.85710,2.32500,1.70260,1.18290,3.37710,11.70320,10.61650,34.38060,25.99910,-61.64780,4.14340,15.10480,40.03560,2.5171,1.9307
2015-03-31,1.09470,0.50290,1.21760,6.37330,1.65770,1.65770,2.36030,1.48400,0.82440,3.32370,11.72590,11.25080,32.44220,22.78290,-35.60800,3.41930,11.32490,34.84910,-0.2166,-0.7375
2014-03-31,1.10880,0.46390,1.02670,6.07900,1.77520,1.77520,2.31020,1.58020,0.91930,2.65450,9.93690,9.97040,36.60840,13.70420,-31.56250,2.73190,7.34660,44.66670,3.0701,2.9454
2013-03-31,1.08490,0.39000,0.68930,5.63110,1.92070,1.92070,2.39620,1.59580,1.09500,3.51280,11.15770,12.25020,29.79540,19.27860,-84.92210,3.91820,11.75910,31.14540,-1.3639,-1.4518
2012-03-31,1.08840,0.31020,0.58260,5.23380,1.73640,1.73640,2.13950,1.54760,1.14700,3.69630,11.50790,12.26030,29.77090,20.18740,2814.28600,4.16700,13.92510,29.06810,2.8633,2.7529
2011-03-31,1.19390,0.33190,0.55460,5.32640,1.62470,1.62470,2.06720,1.45870,1.07240,3.62900,11.50290,12.20030,29.91730,15.65100,80.71430,3.65860,10.45620,28.65080,0.4062,0.3155
2010-03-31,1.26400,0.23340,0.30480,5.22160,1.84730,1.84730,2.28330,1.71480,1.16190,3.85620,10.91260,13.46160,27.11430,16.76850,37.00560,4.48050,12.85500,27.79340,3.6412,3.6616
2009-03-31,1.19640,0.27000,0.40510,5.04350,1.12160,1.12160,1.53520,0.99780,0.77180,4.22020,11.87450,13.71650,26.61030,13.28920,41.06790,3.25720,9.70180,22.85240,4.8423,3.4373
