,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.18660,0.29530,21.19390,21.19390,21.63090,21.19390,16.02770,1.09680,29.36160,29.81580,17.68870,23.88150,39.47090,-1.0322,-1.2292
2021-12-31,0.21320,0.35450,18.46300,18.46300,18.96520,18.02160,13.85800,1.04300,25.98730,26.50730,14.57630,20.44760,30.03910,-2.7603,-2.8238
2020-12-31,0.29520,0.48160,15.66400,15.66400,16.44570,15.66400,12.63480,0.90420,21.41310,21.95930,11.52630,15.09110,24.65620,2.7145,2.7091
2019-12-31,0.33620,0.56640,13.16470,13.16470,13.69340,13.11640,9.85350,0.95310,18.62710,19.06370,9.48800,12.36380,20.19790,-1.1756,-1.1794
2018-12-31,0.38590,0.70080,13.22630,13.22630,13.71150,13.22630,9.92150,1.00150,21.21360,21.78880,10.04650,13.02630,17.38580,2.9229,2.8201
2017-12-31,0.41990,0.82930,10.94500,10.94500,11.53950,10.94500,5.16050,0.88550,10.76600,11.14420,4.61690,6.24520,14.48650,1.9617,1.972
2016-12-31,0.40180,0.74280,12.16500,12.16500,12.86850,12.16500,7.78970,0.75420,12.93530,13.37980,5.92150,7.73820,14.60200,1.1378,1.1493
2015-12-31,0.30360,0.49220,13.64140,13.64140,14.41410,13.64140,8.20610,0.65100,10.38150,10.62760,5.37670,7.23010,13.63130,-1.7613,-1.7572
2014-12-31,0.27460,0.40770,11.84670,11.84670,12.53140,11.84670,8.14680,0.67940,9.87190,10.13150,5.53520,7.16140,13.00540,-1.4546,-1.5103
2013-12-31,0.30690,0.46540,9.29330,9.29330,9.84950,9.29330,45.78690,0.65030,56.35930,58.05960,29.99860,39.06470,12.19240,0.301,0.2428
2012-12-31,0.53400,1.20950,3.63900,3.63900,4.26200,3.80820,4.27690,0.71570,9.41470,10.10330,3.06110,4.38680,5.66370,1.9311,1.9427
2011-12-31,0.61440,1.59310,-7.67130,-7.67130,-1.08050,-7.50120,-5.08590,0.60080,-10.85250,-11.84440,-3.05550,-4.18520,5.06680,-1.5185,-1.5113
2010-12-31,0.61370,1.58850,-27.23090,-27.23090,-11.86840,-27.01830,-24.00220,0.59350,-51.36500,-63.79380,-14.24440,-19.84370,5.58900,-0.8657,-0.7771
2009-12-31,0.57270,1.34610,-47.31120,-47.31120,-32.19910,-48.35780,-28.95330,0.40640,-37.01950,-56.04650,-11.76540,-15.81820,8.39120,2.4297,2.3058
