,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.41650,1.10060,34.45500,26.62860,0.04010,11.63490,24.01700,1.12870,6.04110,45.62530,2.4303,2.3364
2021-12-31,0.34140,0.59480,34.58830,26.10670,0.04270,10.28310,17.33550,1.18930,6.11980,52.16910,0.3733,0.6458
2020-12-31,0.35830,0.64430,26.86790,20.54000,0.04000,7.14560,10.83510,0.88210,4.06480,52.56790,3.6107,3.2855
2019-12-31,0.38310,0.89480,33.62340,25.33260,0.02530,5.26720,8.83650,0.68420,3.00010,49.59000,-3.6862,-3.4977
2018-12-31,0.44000,0.95720,36.93600,27.86570,0.04870,12.00740,17.62450,1.44310,6.04410,39.53490,-0.1645,-0.6278
2017-12-31,0.44330,0.96270,30.88210,20.61280,0.04860,9.06460,13.18950,1.08960,4.52730,37.97290,1.8928,1.8928
2016-12-31,0.42330,0.78100,34.24320,22.10160,0.04660,9.08720,13.28470,1.11370,4.70600,36.96960,-0.3094,-0.3094
2015-12-31,0.46510,1.00080,31.76520,21.08240,0.04370,8.58230,12.32440,1.01120,4.15390,35.03610,-0.2752,-0.2752
2014-12-31,0.48880,1.10880,34.82570,22.08490,0.04810,10.13140,13.65180,1.18070,4.62580,33.82420,-3.0233,-3.0233
2013-12-31,0.48510,1.12370,36.23620,17.25170,0.04950,8.56180,12.03140,0.94530,3.90500,32.27900,2.1911,2.1911
2012-12-31,0.47390,1.03560,32.38980,22.22740,0.04670,10.61390,15.45850,1.09920,5.02760,30.33040,-0.8245,-0.8245
2011-12-31,0.55500,1.45130,21.91120,17.34860,0.04260,7.62010,12.81390,0.76300,3.39080,25.07380,1.9299,1.1611
2010-12-31,0.56840,1.66100,14.59560,12.29100,0.04230,5.17640,9.33130,0.54370,2.23400,23.75930,4.9095,5.9521
2009-12-31,0.56830,1.81530,17.36220,12.21720,0.03600,5.39990,10.06200,0.52910,2.33140,23.54620,-0.7756,-1.0494
