,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.62530,0.40620,0.69090,14.81300,5.10750,5.10750,8.95750,4.12260,2.87680,1.26810,140.84880,4.64660,78.55270,9.47690,144.75980,3.80000,5.62790,37.77220,3.6315,3.4771
2021-12-31,1.49530,0.42130,0.73360,15.04800,5.11180,5.11180,8.41910,4.79890,3.74380,1.00970,130.25140,3.81740,95.61600,9.61480,-230.82130,3.82710,5.56450,35.87450,-3.6771,-4.4462
2020-12-31,1.67800,0.21260,0.27340,14.82550,5.45740,5.45740,8.19850,5.10010,3.97760,1.33390,189.05180,4.12460,88.49410,10.39230,25.21670,5.38160,8.18280,31.44590,4.1143,4.1306
2019-12-31,1.69280,0.24170,0.33720,13.21200,4.58110,4.58110,6.90990,4.72490,3.31930,1.45370,188.65920,4.40780,82.80840,10.03530,25.15210,4.88270,7.60970,28.47590,1.2426,1.3771
2018-12-31,1.84160,0.22400,0.30680,13.24780,4.83620,4.83620,7.05420,4.09680,2.62590,1.57880,89.95900,4.74420,76.93550,8.21000,20.76670,4.18340,6.37120,25.46400,-0.04,-0.3294
2017-12-31,1.92340,0.15020,0.17700,13.11850,4.00200,4.00200,6.29780,3.73690,3.32730,1.46080,101.67660,4.76880,76.53880,8.38400,19.12580,4.91080,7.12490,24.67450,-0.1179,-0.3144
2016-12-31,1.89900,0.09570,0.10800,13.25000,4.19290,4.19290,6.84970,4.02130,2.59280,1.42910,74.95960,5.10050,71.56180,5.99630,12.91070,3.74370,5.42280,22.10420,-0.7376,-1.0073
2015-12-31,1.89200,0.13340,0.15620,12.19770,3.13640,3.13640,5.76360,3.01980,4.10580,1.45250,88.31470,4.67110,78.14050,4.24910,9.86430,2.51660,3.68220,19.32510,2.0942,2.2117
2014-12-31,2.25590,0.01580,0.01800,15.08660,5.53820,5.53820,7.81590,5.50650,3.82990,1.23880,169.02020,4.30140,84.85680,6.35490,10.71000,4.59880,6.25470,20.74550,-0.596,-0.6919
2013-12-31,2.21910,0.00020,0.00050,15.39300,7.42410,7.42410,9.69770,9.17590,6.26870,1.10670,170.17420,4.45520,81.92630,9.22930,17.37650,6.75690,9.22700,19.59560,0.9398,0.9022
2012-12-31,2.49860,,0.00000,15.83890,7.85640,7.85640,10.36900,7.84730,5.17930,1.15160,130.22560,4.45780,81.87970,8.10520,14.91010,5.94700,8.10520,17.68600,-0.1735,-0.381
2011-12-31,2.25990,,0.00000,13.39410,4.64600,4.64600,7.70770,4.61420,3.15980,0.89250,58.09510,4.36900,83.54280,3.84780,7.59280,2.77520,3.84780,16.12380,-0.0698,-0.2233
2010-12-31,3.19020,,0.00040,16.24280,6.72260,6.72260,10.22240,6.44610,4.22040,0.83600,58.73770,4.73580,77.07300,4.30880,9.00130,3.34180,4.30880,15.61870,-0.845,-0.6355
2009-12-31,3.19310,0.03910,0.04180,17.88620,7.29700,7.29700,10.69490,7.04400,4.88720,0.80600,81.45160,4.82100,75.70990,5.25740,11.07830,3.97220,5.05180,14.80940,1.8722,1.0977
