,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.64260,1.79770,54.58990,54.58990,70.02970,48.96040,44.73040,0.15810,22.58690,22.58690,7.57070,8.07340,30.45280,1.9366,-2.3544
2021-12-31,0.61140,1.57360,61.87250,61.87250,77.87810,56.93570,52.47050,0.15060,23.18450,23.18450,8.38000,9.00840,28.27000,0.8507,-1.5898
2020-12-31,0.66180,1.95710,49.11770,49.11770,66.35910,39.18210,35.52390,0.14430,17.62810,17.62810,5.50860,5.96130,22.35210,0.7646,0.9894
2019-12-31,0.63330,1.72720,48.52740,48.52740,66.24640,35.34180,32.09640,0.15340,15.44050,15.44050,5.28720,5.66160,22.55540,0.0969,0.4632
2018-12-31,0.63330,1.72740,51.78850,51.78850,70.45260,38.13490,34.70560,0.15250,16.05070,16.05070,5.69680,5.88500,21.91450,0.6373,0.178
2017-12-31,0.62570,1.67200,59.22070,59.22070,77.82550,46.86360,43.34920,0.14810,18.87880,18.87880,6.89220,7.06540,21.61630,0.1712,5.7026
2016-12-31,0.62390,1.65870,46.20570,46.20570,65.91410,41.63190,36.91260,0.13990,15.29520,15.29520,5.59950,5.75290,20.62400,1.3874,-3.9599
2015-12-31,0.59840,1.49020,37.66680,37.66680,55.72140,28.21070,24.22110,0.12880,8.83150,8.83150,3.45120,3.54650,19.11540,0.1143,1.4735
2014-12-31,0.55140,1.22900,43.02960,43.02960,61.83000,31.44010,27.55990,0.14770,10.24570,10.24570,4.47050,4.59660,16.43160,0.3816,-0.8511
2013-12-31,0.50190,1.00760,41.00610,41.00610,60.45030,37.55960,33.05260,0.13090,9.60490,9.60490,4.66560,4.78420,16.68940,0.3179,3.038
2012-12-31,0.50520,1.02090,38.40800,38.40800,58.03260,32.51180,28.65420,0.12700,8.26290,8.26290,3.96120,4.08880,13.95500,0.5407,-3.1156
2011-12-31,0.55950,1.27000,35.01080,35.01080,54.29250,18.06330,15.29550,0.13100,5.44100,5.44100,2.32070,2.39690,11.32850,0.401,-0.8124
2010-12-31,0.57040,1.32780,32.26150,32.26150,51.69430,13.33440,9.35390,0.12510,3.55390,3.55390,1.48340,1.52670,10.72160,0.2476,0.3694
2009-12-31,0.59720,1.48270,25.66060,25.66060,45.75010,15.48940,11.41440,0.11640,4.13150,4.13150,1.62380,1.66410,10.91090,0.8911,-0.2285
