,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.31640,0.57470,1.52800,29.96090,3.29840,3.29840,11.43880,1.65980,2.08270,0.71320,3.00730,7.56720,48.23450,5.59820,-8.11370,1.48540,2.38070,8.50820,-2.7171,-2.7893
2021-12-31,1.31200,0.54010,1.17510,31.75940,9.56650,9.56650,13.20240,7.17730,5.87400,0.74210,3.46240,7.05930,51.70460,14.95910,-22.90130,4.35910,6.87980,9.77200,-1.3112,-1.3757
2020-12-31,1.27810,0.56860,1.43770,32.86100,-6.70220,-6.70220,13.11670,-10.66600,-8.16200,0.63840,3.84680,5.59300,65.26050,-19.64100,23.81100,-5.21090,-8.47250,9.18940,0.9138,0.9282
2019-12-31,1.38010,0.51900,1.14550,33.13430,-4.96140,-4.96140,13.37110,-8.76990,1.10140,0.62110,4.04480,5.27420,69.20540,3.72300,-5.12540,1.18910,1.79070,11.79690,1.0273,1.2128
2018-12-31,1.80370,0.56040,1.33540,34.64650,-74.39430,-74.39430,26.40340,-78.70790,-68.36720,0.57290,3.76900,4.69330,77.77010,-126.26590,139.01870,-37.42720,-55.50860,12.42480,-0.5444,-0.5226
2017-12-31,2.18550,0.41080,0.74400,34.11250,6.32740,6.32740,12.77840,8.22980,24.60790,0.33710,4.42730,5.94390,61.40730,17.16560,-84.19400,7.34650,10.11320,29.22770,-2.3885,-2.1732
2016-12-31,1.74380,0.49790,1.04470,32.35890,3.24690,3.24690,8.00880,0.20480,5.74880,0.27130,2.93490,3.34240,109.20460,-0.33640,0.29580,-0.11320,-0.16890,23.59460,2.1846,1.9155
2015-12-31,1.25390,0.59370,1.67430,38.95740,10.16620,10.16620,13.06690,5.70520,5.91650,0.81490,5.00290,4.72990,77.16850,14.19730,-12.78280,3.57190,5.76800,6.83530,-0.0898,-0.356
2014-12-31,1.21370,0.52910,1.33800,38.47390,10.55880,10.55880,13.28440,8.06880,6.59680,0.87240,4.97330,4.58820,79.55180,20.10890,-23.63300,5.68230,9.46840,6.89040,0.1996,-0.4897
2013-12-31,1.42450,0.44470,0.88500,37.89730,10.97020,10.97020,13.80420,9.56480,8.46440,0.92380,5.08780,5.07370,71.93890,20.06270,-46.22480,6.85870,11.14110,7.44800,-0.0326,0.7478
2012-12-31,1.44580,0.46040,0.95910,38.01580,11.57670,11.57670,14.54840,10.02090,7.28510,0.88530,4.90290,4.95190,73.70900,19.52310,-38.13110,6.27610,10.53500,6.97180,0.2116,0.2111
2011-12-31,1.29330,0.49410,1.17500,38.12070,5.67880,5.67880,8.61080,3.78290,2.27150,0.89460,4.87300,5.50070,66.35520,10.10470,-15.87110,3.03850,5.11210,6.42590,-0.0127,-0.1314
2010-12-31,1.27980,0.52000,1.24320,37.97500,11.01940,11.01940,14.06460,5.19250,5.17480,0.88340,5.00210,5.67010,64.37270,15.12460,-19.31250,4.49940,7.26050,6.55940,-0.1399,-0.1632
2009-12-31,1.24020,0.53070,1.40770,37.02270,10.49170,10.49170,13.68490,7.81630,5.20660,0.85360,5.01790,6.13290,59.51540,16.03640,-17.66050,4.44900,7.52600,6.41540,2.0476,1.5866
