,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.01010,0.11290,0.12790,100.00000,60.08490,60.08490,67.30890,69.53620,52.93860,0.02880,10.38780,35.13730,10.01170,-66.46420,1.54500,8.88090,74.88520,1.815,1.8101
2021-12-31,1.00850,0.08960,0.12570,100.00000,56.40450,56.40450,64.62250,71.93640,55.80530,0.02380,10.79330,33.81720,9.62400,-68.74080,1.34000,8.76190,76.40590,-0.8812,-0.5751
2020-12-31,1.01230,0.11560,0.13070,100.00000,54.00520,54.00520,63.51460,55.73960,43.10750,0.03920,10.58660,34.47750,7.99350,-32.46660,1.68970,7.06960,73.58430,0.1135,0.2481
2019-12-31,1.02710,0.12520,0.14310,100.00000,53.15940,53.15940,62.88210,55.25060,43.47780,0.06470,9.89830,36.87490,8.08810,-30.76990,2.81300,7.07570,73.17860,0.3601,0.0141
2018-12-31,1.01490,0.12850,0.16950,100.00000,60.50960,60.50960,66.28070,64.45910,45.53300,0.05560,7.78850,46.86370,7.56280,-26.12900,2.53460,6.59130,72.76720,1.9539,1.8551
2017-12-31,1.02700,0.09060,0.09960,100.00000,63.39620,63.39620,69.11680,69.31440,111.48790,0.04810,10.13260,36.02230,18.13060,-86.84710,5.36130,16.48780,66.06570,0.0372,0.0674
2016-12-31,1.02790,0.09880,0.10970,100.00000,61.20660,61.20660,67.47330,63.62930,42.67080,0.05180,9.86610,36.99540,7.54200,-22.41070,2.21150,6.79650,60.13640,0.5743,0.6413
2015-12-31,1.02930,0.09790,0.10850,100.00000,59.77820,59.77820,66.64960,58.81930,37.48350,0.04940,9.29790,39.25600,6.06760,-18.52790,1.85130,5.47380,60.99530,0.6927,0.7499
2014-12-31,1.02440,0.09150,0.10070,100.00000,56.81610,56.81610,64.30840,56.91250,36.21210,0.04310,9.12220,40.01220,5.38580,-17.44910,1.55990,4.89290,62.37350,0.0134,-0.5814
2013-12-31,1.04700,0.09060,0.13500,100.00000,55.75040,55.75040,63.85930,54.52440,33.26640,0.05410,9.70040,37.62750,4.62230,-15.46400,1.80200,4.20370,63.38230,0.159,0.3383
2012-12-31,1.14450,0.08950,0.13330,100.00000,58.05260,58.05260,66.73640,58.10060,30.75210,0.07500,10.89570,33.49950,4.23200,-14.69290,2.33310,3.85310,64.56490,-0.3628,0.1734
2011-12-31,1.13840,0.08900,0.09780,100.00000,61.60760,61.60760,69.54830,59.02880,55.24290,0.08050,11.33590,32.19870,8.41870,-26.74020,4.45160,7.66900,65.17950,-0.0562,-0.0908
2010-12-31,1.12680,0.09500,0.12590,100.00000,60.96150,60.96150,70.39650,57.32600,31.67430,0.08570,10.09650,36.15130,4.74620,-11.31120,2.71670,4.29550,60.01530,0.8342,0.8276
2009-12-31,1.02690,0.09450,0.11990,100.00000,60.81980,60.81980,70.92770,55.01760,31.60590,0.07330,10.52280,34.68670,4.27850,-9.74200,2.31630,3.87410,58.03590,3.2551,2.7805
